work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 249.99, 3.75293943, , 0, , 1, 31.1, 30.1, 43.1, 43.5
no-alpha-mut-2, 10, 400, 10, 10, 16, 428.18, 6.20555668, 99, 0.0044030000000248, 263895, 2, 42.2, 44.2, 38.1, 40.6
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 264.92, 3.84150292, , 0, , 2, 35.6, 35.9, 41.2, 41.1
no-alpha-mut-2, 10, 400, 10, 10, 16, 490.53, 6.03215438, 71, 0.00835000000000719, 198445, 1, 44.1, 43.2, 42.8, 40.1
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 309.44, 4.06397779, , 0, , 1, 39.4, 37.8, 45.6, 37.5
no-alpha-mut-2, 10, 400, 10, 10, 16, 363.05, 5.40105276, 153, 0.00341200000002573, 393264, 1, 38.4, 35.9, 46.1, 41.1
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 276.18, 3.88198609, , 0, , 1, 38.4, 35.9, 39.1, 35.9
no-alpha-mut-2, 10, 400, 10, 10, 16, 411.94, 6.06470879, 125, 0.00699100000002773, 327834, 1, 36.9, 35.4, 40.2, 41.4
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 249.73, 3.71635280, , 0, , 1, 38.9, 36.4, 43.2, 41.4
no-alpha-mut-2, 10, 400, 10, 10, 16, 404.55, 6.01742852, 91, 0.00231100000002016, 249374, 1, 40.6, 39.4, 39.4, 43.8
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 253.46, 3.75826707, , 0, , 1, 38.4, 35.9, 45.2, 37.8
no-alpha-mut-2, 10, 400, 10, 10, 16, 402.67, 6.05115808, 117, 0.00385399999998981, 310094, 1, 42.2, 39.9, 46.1, 39.6
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 251.59, 3.73580214, , 0, , 1, 38.4, 36.1, 41.8, 44.4
no-alpha-mut-2, 10, 400, 10, 10, 16, 419.63, 6.16442183, 78, 0.00834900000000971, 216763, 2, 40.4, 43.8, 42.0, 41.4
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 250.21, 3.72422205, , 0, , 1, 37.4, 37.0, 41.2, 39.8
no-alpha-mut-2, 10, 400, 10, 10, 16, 397.38, 6.00233840, 60, 0.0117280000000051, 174084, 1, 37.9, 35.4, 45.1, 37.5
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 250.87, 3.74023055, , 0, , 1, 44.6, 38.9, 42.8, 39.2
no-alpha-mut-2, 10, 400, 10, 10, 16, 406.55, 6.04467518, 105, 0.00256400000000667, 282116, 1, 37.4, 36.4, 35.2, 34.4
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 250.63, 3.74225777, , 0, , 1, 37.9, 35.6, 46.2, 38.2
no-alpha-mut-2, 10, 400, 10, 10, 16, 409.01, 6.08056556, 76, 0.0158369999999763, 214466, 1, 43.2, 41.4, 37.1, 36.4
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 250.55, 3.74195126, , 0, , 1, 36.1, 35.4, 43.6, 41.4
no-alpha-mut-2, 10, 400, 10, 10, 16, 404.89, 6.03126303, 59, 0.0261449999999854, 171180, 1, 42.8, 35.4, 45.2, 38.8
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 248.66, 3.72660297, , 0, , 1, 38.6, 36.1, 35.0, 34.4
no-alpha-mut-2, 10, 400, 10, 10, 16, 403.30, 6.09607290, 99, 0.00417499999997517, 269240, 1, 40.8, 38.8, 35.9, 34.9
base-no-alpha-mut-2, 10, 400, 10, 10, 16, 250.25, 3.74282882, , 0, , 1, 35.6, 34.9, 43.2, 42.1
no-alpha-mut-2, 10, 400, 10, 10, 16, 419.72, 6.19060091, 77, 0.0205760000000055, 214352, 2, 47.5, 51.5, 35.2, 35.4
