work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2
base-taskset-4, 10, 400, 10, 10, 354.60, 7.96894796, , 0, , 28.0, 27.6
taskset-4, 10, 400, 10, 10, 427.96, 9.30854751, 28, 4.334205, 104162, 34.0, 37.0
base-taskset-4, 10, 400, 10, 10, 320.20, 6.83328813, , 0, , 34.0, 32.2
taskset-4, 10, 400, 10, 10, 423.34, 9.23567162, 31, 4.745175, 115166, 30.4, 31.0
base-taskset-4, 10, 400, 10, 10, 360.61, 6.92703190, , 0, , 32.5, 31.8
taskset-4, 10, 400, 10, 10, 1067.83, 11.13533733, 13, 7.574, 48753, 53.1, 38.2
base-taskset-4, 10, 400, 10, 10, 550.19, 7.42408822, , 0, , 35.8, 34.4
taskset-4, 10, 400, 10, 10, 636.42, 9.88624263, 17, 6.738494, 63655, 39.4, 42.2
base-taskset-4, 10, 400, 10, 10, 630.77, 7.53013571, , 0, , 43.0, 38.2
taskset-4, 10, 400, 10, 10, 730.78, 10.01068823, 21, 3.26453000000001, 78364, 35.9, 34.9
base-taskset-4, 10, 400, 10, 10, 582.77, 7.56877412, , 0, , 42.5, 34.4
taskset-4, 10, 400, 10, 10, 486.17, 9.37559166, 18, 8.31615000000001, 67623, 39.1, 37.2
base-taskset-4, 10, 400, 10, 10, 433.94, 7.14220374, , 0, , 32.5, 34.9
taskset-4, 10, 400, 10, 10, 503.06, 9.55424338, 15, 6.03326100000001, 56269, 32.5, 33.9
base-taskset-4, 10, 400, 10, 10, 390.24, 7.04358346, , 0, , 47.9, 34.4
taskset-4, 10, 400, 10, 10, 556.64, 9.64501573, 13, 5.626885, 48913, 32.2, 34.4
base-taskset-4, 10, 400, 10, 10, 386.02, 7.01253638, , 0, , 31.1, 32.0
taskset-4, 10, 400, 10, 10, 441.36, 9.30283022, 15, 7.930132, 56172, 31.5, 32.5
base-taskset-4, 10, 400, 10, 10, 370.67, 7.03643879, , 0, , 32.0, 35.1
taskset-4, 10, 400, 10, 10, 676.04, 9.90968777, 32, 7.657476, 118745, 34.0, 34.9
base-taskset-4, 10, 400, 10, 10, 551.48, 7.41405146, , 0, , 35.9, 34.9
taskset-4, 10, 400, 10, 10, 743.66, 10.16120406, 28, 5.485398, 104249, 42.8, 35.4
base-taskset-4, 10, 400, 10, 10, 411.30, 7.10144117, , 0, , 35.9, 35.9
taskset-4, 10, 400, 10, 10, 653.07, 9.83432659, 18, 4.049319, 67355, 41.8, 41.4
base-taskset-4, 10, 400, 10, 10, 404.63, 7.04418451, , 0, , 44.0, 35.9
taskset-4, 10, 400, 10, 10, 578.89, 9.72502570, 25, 5.664221, 93148, 49.4, 33.0
base-taskset-4, 10, 400, 10, 10, 428.87, 7.19382940, , 0, , 31.5, 33.4
taskset-4, 10, 400, 10, 10, 539.55, 9.60800628, 14, 6.53491100000001, 52657, 33.0, 35.4
