work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-v3, 10, 400, 10, 10, 16, 172.15, 3.70972881, , 0, , 1, 36.4, 36.2, 40.8, 39.2
v3, 10, 400, 10, 10, 16, 277.46, 5.95464733, 93, 0.00921899999997322, 251944, 1, 39.8, 39.2, 40.6, 39.2
base-v3, 10, 400, 10, 10, 16, 179.86, 3.75339325, , 0, , 1, 40.8, 39.6, 40.8, 38.2
v3, 10, 400, 10, 10, 16, 270.38, 5.97834170, 97, 0.0138650000000098, 261769, 1, 43.5, 38.8, 40.8, 38.8
base-v3, 10, 400, 10, 10, 16, 165.60, 3.68782011, , 0, , 1, 40.8, 38.8, 42.0, 38.8
v3, 10, 400, 10, 10, 16, 267.63, 5.97796987, 112, 0.00680899999997564, 297116, 1, 41.0, 38.8, 42.0, 38.8
base-v3, 10, 400, 10, 10, 16, 168.46, 3.70872335, , 0, , 1, 41.2, 39.2, 39.8, 38.2
v3, 10, 400, 10, 10, 16, 261.29, 5.91238350, 62, 0.0241869999999835, 177738, 1, 39.8, 38.2, 39.8, 37.8
base-v3, 10, 400, 10, 10, 16, 160.73, 3.68061053, , 0, , 1, 39.8, 38.2, 41.2, 49.0
v3, 10, 400, 10, 10, 16, 264.72, 5.94046549, 78, 0.00823300000001836, 217038, 1, 41.2, 39.0, 40.2, 38.8
base-v3, 10, 400, 10, 10, 16, 173.13, 3.72240537, , 0, , 1, 40.8, 38.8, 41.5, 39.2
v3, 10, 400, 10, 10, 16, 265.92, 5.93874613, 109, 0.00384000000002516, 288867, 1, 42.0, 39.2, 39.8, 37.8
base-v3, 10, 400, 10, 10, 16, 156.19, 3.69171575, , 0, , 1, 40.2, 38.2, 42.0, 38.8
v3, 10, 400, 10, 10, 16, 261.52, 5.96770483, 60, 0.0243169999999964, 173150, 1, 43.8, 39.2, 42.2, 40.1
base-v3, 10, 400, 10, 10, 16, 161.96, 3.70190549, , 0, , 1, 43.2, 40.6, 43.6, 38.8
v3, 10, 400, 10, 10, 16, 261.15, 5.92945256, 90, 0.00177200000001676, 244585, 1, 41.0, 38.8, 38.9, 51.9
base-v3, 10, 400, 10, 10, 16, 164.02, 3.67770461, , 0, , 1, 39.4, 38.2, 41.8, 39.6
v3, 10, 400, 10, 10, 16, 266.04, 5.95697896, 91, 0.00526000000002114, 248502, 1, 41.2, 38.8, 41.2, 39.2
base-v3, 10, 400, 10, 10, 16, 156.08, 3.66795228, , 0, , 1, 40.8, 39.2, 40.8, 37.8
v3, 10, 400, 10, 10, 16, 322.91, 6.17575913, 66, 0.0233499999999935, 189372, 1, 40.2, 38.8, 42.2, 42.2
base-v3, 10, 400, 10, 10, 16, 160.59, 3.68829320, , 0, , 1, 41.2, 39.2, 42.8, 38.8
v3, 10, 400, 10, 10, 16, 234.53, 5.26738092, 73, 0.0117640000000279, 205281, 1, 42.0, 38.8, 41.2, 38.8
base-v3, 10, 400, 10, 10, 16, 162.96, 3.70190294, , 0, , 1, 41.2, 38.8, 42.8, 39.2
v3, 10, 400, 10, 10, 16, 235.03, 5.30893828, 95, 0.00456400000001622, 258513, 1, 58.1, 42.2, 41.0, 38.8
base-v3, 10, 400, 10, 10, 16, 163.48, 3.72456567, , 0, , 1, 41.0, 39.2, 39.4, 38.8
v3, 10, 400, 10, 10, 16, 268.33, 5.99862861, 88, 0.0141060000000266, 242591, 1, 40.1, 39.2, 43.2, 38.8
base-v3, 10, 400, 10, 10, 16, 169.99, 3.70344765, , 0, , 1, 43.0, 38.8, 39.4, 37.8
v3, 10, 400, 10, 10, 16, 265.59, 5.95632133, 92, 0.00425000000001319, 251322, 1, 39.4, 38.2, 41.0, 38.8
base-v3, 10, 400, 10, 10, 16, 169.36, 3.70973610, , 0, , 1, 41.8, 39.2, 40.2, 39.2
v3, 10, 400, 10, 10, 16, 254.85, 5.97988786, 94, 0.00826599999999189, 255472, 1, 40.8, 38.8, 40.8, 38.2
base-v3, 10, 400, 10, 10, 16, 169.42, 3.71305738, , 0, , 1, 41.2, 38.8, 41.8, 39.2
v3, 10, 400, 10, 10, 16, 271.77, 5.95193483, 108, 0.00566300000002684, 286741, 1, 40.8, 38.8, 41.0, 38.8
base-v3, 10, 400, 10, 10, 16, 158.14, 3.67418136, , 0, , 1, 41.0, 39.2, 39.8, 38.2
v3, 10, 400, 10, 10, 16, 261.34, 5.92857681, 102, 0.00287300000002233, 273742, 1, 40.2, 38.2, 43.0, 42.2
base-v3, 10, 400, 10, 10, 16, 162.98, 3.68136233, , 0, , 1, 41.2, 40.1, 41.8, 38.8
v3, 10, 400, 10, 10, 16, 230.68, 5.29540713, 154, 0.00214299999998957, 392779, 1, 41.0, 38.8, 43.2, 38.2
base-v3, 10, 400, 10, 10, 16, 162.75, 3.66569722, , 0, , 1, 42.5, 42.2, 41.2, 38.8
v3, 10, 400, 10, 10, 16, 262.41, 5.95201920, 99, 0.0112980000000107, 266740, 1, 40.8, 39.2, 41.5, 39.2
base-v3, 10, 400, 10, 10, 16, 159.59, 3.66188027, , 0, , 1, 40.8, 39.2, 38.9, 38.2
v3, 10, 400, 10, 10, 16, 276.79, 5.94609496, 51, 0.0249200000000087, 151108, 1, 39.4, 38.2, 40.2, 39.2
base-v3, 10, 400, 10, 10, 16, 168.61, 3.69266403, , 0, , 1, 40.8, 38.8, 41.8, 39.2
v3, 10, 400, 10, 10, 16, 261.36, 5.95099899, 64, 0.0179210000000012, 181097, 1, 41.2, 39.2, 40.8, 39.2
base-v3, 10, 400, 10, 10, 16, 170.16, 3.70365422, , 0, , 1, 41.2, 39.2, 41.2, 38.8
v3, 10, 400, 10, 10, 16, 270.96, 5.94961163, 111, 0.00330200000001923, 294176, 1, 41.5, 39.6, 39.4, 38.2
base-v3, 10, 400, 10, 10, 16, 169.64, 3.74743827, , 0, , 1, 39.8, 38.8, 40.2, 38.8
v3, 10, 400, 10, 10, 16, 266.82, 5.94061515, 88, 0.00481300000001283, 239797, 1, 40.2, 38.8, 39.4, 37.8
base-v3, 10, 400, 10, 10, 16, 167.30, 3.68548329, , 0, , 1, 39.4, 38.8, 42.8, 40.6
v3, 10, 400, 10, 10, 16, 256.48, 5.95067896, 107, 0.00761499999998705, 285728, 1, 42.8, 40.6, 39.4, 38.8
base-v3, 10, 400, 10, 10, 16, 164.60, 3.68685750, , 0, , 1, 39.8, 38.8, 41.8, 39.2
v3, 10, 400, 10, 10, 16, 250.38, 5.30889534, 80, 0.0177929999999833, 222824, 1, 41.2, 39.2, 40.6, 38.8
base-v3, 10, 400, 10, 10, 16, 176.86, 3.70780891, , 0, , 1, 40.6, 39.2, 43.2, 38.8
v3, 10, 400, 10, 10, 16, 263.40, 5.91371626, 77, 0.00968199999999797, 213941, 1, 43.2, 41.9, 38.9, 37.8
base-v3, 10, 400, 10, 10, 16, 155.78, 3.67916530, , 0, , 1, 38.4, 38.2, 38.9, 38.2
v3, 10, 400, 10, 10, 16, 266.35, 5.92984850, 87, 0.0029660000000149, 237620, 1, 38.9, 38.2, 40.8, 38.8
base-v3, 10, 400, 10, 10, 16, 164.37, 3.68061724, , 0, , 1, 40.8, 38.8, 42.8, 39.2
v3, 10, 400, 10, 10, 16, 260.26, 5.96363694, 98, 0.00765799999999217, 264760, 1, 42.2, 39.6, 41.2, 39.2
base-v3, 10, 400, 10, 10, 16, 164.07, 3.69309945, , 0, , 1, 40.8, 39.2, 42.5, 38.8
v3, 10, 400, 10, 10, 16, 267.12, 5.96362966, 77, 0.0245409999999993, 218197, 1, 43.2, 39.2, 40.8, 38.8
base-v3, 10, 400, 10, 10, 16, 162.38, 3.70628834, , 0, , 1, 40.8, 39.2, 38.9, 37.8
v3, 10, 400, 10, 10, 16, 264.73, 5.96500510, 118, 0.00439499999998816, 311108, 1, 39.4, 38.2, 41.2, 38.8
base-v3, 10, 400, 10, 10, 16, 171.06, 3.71152702, , 0, , 1, 41.8, 39.2, 40.8, 39.2
base-v3, 10, 400, 10, 10, 64, 162.10, 3.68959521, , 0, , 1, 41.5, 39.2, 41.5, 38.8
v3, 10, 400, 10, 10, 64, 273.45, 5.98739265, 117, 0.00793399999997746, 309940, 1, 40.1, 39.2, 43.0, 38.8
base-v3, 10, 400, 10, 10, 64, 167.13, 3.72130800, , 0, , 1, 41.8, 38.8, 38.4, 37.8
v3, 10, 400, 10, 10, 64, 256.34, 5.93504688, 109, 0.00612100000000737, 289667, 1, 38.4, 37.8, 40.8, 38.2
base-v3, 10, 400, 10, 10, 64, 158.15, 3.69391457, , 0, , 1, 40.8, 38.8, 43.0, 38.8
v3, 10, 400, 10, 10, 64, 262.98, 5.95329862, 57, 0.0226529999999912, 164361, 1, 42.0, 39.2, 41.2, 38.8
base-v3, 10, 400, 10, 10, 64, 171.91, 3.70441766, , 0, , 1, 41.2, 38.8, 39.8, 38.8
v3, 10, 400, 10, 10, 64, 270.54, 5.96177800, 115, 0.00242100000002665, 304181, 1, 40.2, 39.6, 42.5, 38.8
base-v3, 10, 400, 10, 10, 64, 179.77, 3.70315466, , 0, , 1, 42.5, 39.2, 40.2, 39.2
