work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations
base-cec-sandwich-v4, 10, 400, 10, 10, 428.37, 8.28751605, , 0, 
cec-sandwich-v4, 10, 400, 10, 10, 493.86, 9.97185676, 15, 9.474174, 56088
base-cec-sandwich-v4, 10, 400, 10, 10, 398.68, 7.41937086, , 0, 
cec-sandwich-v4, 10, 400, 10, 10, 511.36, 10.08645978, 18, 4.073545, 67446
base-cec-sandwich-v4, 10, 400, 10, 10, 417.84, 7.45251444, , 0, 
cec-sandwich-v4, 10, 400, 10, 10, 516.93, 9.96368392, 25, 1.812924, 93236
base-cec-sandwich-v4, 10, 400, 10, 10, 344.89, 7.11149889, , 0, 
cec-sandwich-v4, 10, 400, 10, 10, 493.18, 10.00520739, 20, 8.735297, 74453
base-cec-sandwich-v4, 10, 400, 10, 10, 400.40, 7.32203462, , 0, 
cec-sandwich-v4, 10, 400, 10, 10, 498.96, 9.96903674, 12, 7.410479, 45148
base-cec-sandwich-v4, 10, 400, 10, 10, 362.82, 7.32261464, , 0, 
cec-sandwich-v4, 10, 400, 10, 10, 510.31, 10.06639183, 15, 7.494332, 56048
base-cec-sandwich-v4, 10, 400, 10, 10, 388.82, 7.30487252, , 0, 
cec-sandwich-v4, 10, 400, 10, 10, 514.94, 10.08894065, 23, 6.034339, 85400
base-cec-sandwich-v4, 10, 400, 10, 10, 366.10, 7.26580988, , 0, 
cec-sandwich-v4, 10, 400, 10, 10, 499.89, 10.01245533, 20, 5.33664400000001, 74633
base-cec-sandwich-v4, 10, 400, 10, 10, 399.98, 7.37523581, , 0, 
cec-sandwich-v4, 10, 400, 10, 10, 496.23, 9.97033125, 13, 5.374135, 48841
base-cec-sandwich-v4, 10, 400, 10, 10, 410.64, 7.41206264, , 0, 
cec-sandwich-v4, 10, 400, 10, 10, 489.60, 10.05047264, 33, 6.054845, 122500
base-cec-sandwich-v4, 10, 400, 10, 10, 321.32, 7.09694373, , 0, 
cec-sandwich-v4, 10, 400, 10, 10, 473.78, 9.85520450, 23, 3.36094, 85686
base-cec-sandwich-v4, 10, 400, 10, 10, 352.47, 7.23355296, , 0, 
cec-sandwich-v4, 10, 400, 10, 10, 464.38, 9.89059102, 27, 5.89613300000001, 100448
