work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations
base-cec-sandwich-v3, 10, 400, 10, 10, 302.12, 6.57136960, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 406.09, 8.89271748, 15, 4.99421100000001, 56137
base-cec-sandwich-v3, 10, 400, 10, 10, 309.40, 6.51203424, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 426.10, 8.89230919, 13, 4.524385, 48812
base-cec-sandwich-v3, 10, 400, 10, 10, 323.91, 6.57002140, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 434.51, 8.95636094, 18, 4.16270600000001, 67244
base-cec-sandwich-v3, 10, 400, 10, 10, 316.22, 6.59596151, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 403.43, 8.89372360, 13, 7.15471600000001, 48860
base-cec-sandwich-v3, 10, 400, 10, 10, 308.72, 6.51045845, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 408.68, 8.88579405, 18, 4.66565800000001, 67438
base-cec-sandwich-v3, 10, 400, 10, 10, 310.64, 6.53732852, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 415.63, 8.86630440, 28, 2.13324899999998, 104052
base-cec-sandwich-v3, 10, 400, 10, 10, 306.16, 6.52378933, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 416.63, 8.91642451, 17, 3.25293099999999, 63745
base-cec-sandwich-v3, 10, 400, 10, 10, 318.02, 6.58017152, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 426.09, 8.91120194, 22, 2.73724499999997, 82109
base-cec-sandwich-v3, 10, 400, 10, 10, 311.15, 6.55328858, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 409.37, 8.88774374, 19, 5.08678700000002, 71135
base-cec-sandwich-v3, 10, 400, 10, 10, 304.17, 6.52142111, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 430.62, 8.91380760, 41, 4.26035400000001, 152422
base-cec-sandwich-v3, 10, 400, 10, 10, 387.21, 6.87131161, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 504.65, 9.25466707, 23, 4.15891499999998, 85989
base-cec-sandwich-v3, 10, 400, 10, 10, 389.07, 6.89027086, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 564.87, 9.53028076, 16, 4.81220500000001, 59723
base-cec-sandwich-v3, 10, 400, 10, 10, 405.72, 6.90663809, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 508.72, 9.34242667, 24, 5.31376, 89392
base-cec-sandwich-v3, 10, 400, 10, 10, 374.90, 6.83386192, , 0, 
