work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations
base-cec-sandwich, 10, 400, 10, 10, 395.69, 7.91893172, , 0, 
cec-sandwich, 10, 400, 10, 10, 491.23, 9.23857340, 19, 4.08411899999999, 70945
base-cec-sandwich, 10, 400, 10, 10, 366.47, 6.76823532, , 0, 
cec-sandwich, 10, 400, 10, 10, 488.91, 9.28592778, 24, 4.78421600000001, 89448
base-cec-sandwich, 10, 400, 10, 10, 390.97, 6.96756991, , 0, 
cec-sandwich, 10, 400, 10, 10, 504.51, 9.34711423, 19, 5.47138699999999, 71059
base-cec-sandwich, 10, 400, 10, 10, 332.27, 6.66817938, , 0, 
cec-sandwich, 10, 400, 10, 10, 501.95, 9.36134866, 26, 2.68618699999996, 96901
base-cec-sandwich, 10, 400, 10, 10, 331.71, 6.63136710, , 0, 
cec-sandwich, 10, 400, 10, 10, 484.87, 9.27504571, 23, 4.27712299999996, 86007
base-cec-sandwich, 10, 400, 10, 10, 388.56, 6.86863293, , 0, 
cec-sandwich, 10, 400, 10, 10, 576.82, 9.61257841, 23, 4.54145999999997, 85960
base-cec-sandwich, 10, 400, 10, 10, 414.56, 7.06008817, , 0, 
cec-sandwich, 10, 400, 10, 10, 467.10, 9.23282911, 35, 3.46252199999998, 130325
base-cec-sandwich, 10, 400, 10, 10, 338.46, 6.69682281, , 0, 
cec-sandwich, 10, 400, 10, 10, 766.67, 10.33092147, 22, 4.51929899999999, 82000
base-cec-sandwich, 10, 400, 10, 10, 415.40, 7.00911037, , 0, 
cec-sandwich, 10, 400, 10, 10, 476.15, 9.24574609, 27, 2.71369499999997, 100488
base-cec-sandwich, 10, 400, 10, 10, 378.04, 6.89827731, , 0, 
cec-sandwich, 10, 400, 10, 10, 554.34, 9.61162617, 30, 5.90079099999997, 111682
base-cec-sandwich, 10, 400, 10, 10, 396.97, 7.05270970, , 0, 
cec-sandwich, 10, 400, 10, 10, 495.99, 9.25409867, 15, 4.36193800000001, 56286
base-cec-sandwich, 10, 400, 10, 10, 348.13, 6.64834971, , 0, 
cec-sandwich, 10, 400, 10, 10, 455.32, 9.02922462, 13, 5.70984599999997, 48910
base-cec-sandwich, 10, 400, 10, 10, 347.72, 6.65444588, , 0, 
cec-sandwich, 10, 400, 10, 10, 419.12, 8.93181678, 25, 5.19488000000001, 93299
base-cec-sandwich, 10, 400, 10, 10, 327.23, 6.59963776, , 0, 
cec-sandwich, 10, 400, 10, 10, 431.14, 8.94923055, 23, 4.92784399999999, 85815
base-cec-sandwich, 10, 400, 10, 10, 323.18, 6.57743728, , 0, 
cec-sandwich, 10, 400, 10, 10, 448.40, 9.00774004, 17, 3.85950400000002, 63586
base-cec-sandwich, 10, 400, 10, 10, 318.76, 6.58035863, , 0, 
cec-sandwich, 10, 400, 10, 10, 437.19, 8.94621020, 18, 6.14393100000001, 67549
base-cec-sandwich, 10, 400, 10, 10, 305.65, 6.58889430, , 0, 
cec-sandwich, 10, 400, 10, 10, 459.96, 9.13544077, 16, 3.225956, 59960
base-cec-sandwich, 10, 400, 10, 10, 308.07, 6.55435015, , 0, 
cec-sandwich, 10, 400, 10, 10, 463.20, 9.13988675, 22, 5.52821299999999, 82206
base-cec-sandwich, 10, 400, 10, 10, 365.52, 6.82482929, , 0, 
cec-sandwich, 10, 400, 10, 10, 509.18, 9.42343898, 18, 4.00176199999999, 67508
base-cec-sandwich, 10, 400, 10, 10, 369.11, 6.88287686, , 0, 
cec-sandwich, 10, 400, 10, 10, 518.19, 9.53610621, 18, 5.259344, 67446
base-cec-sandwich, 10, 400, 10, 10, 343.91, 6.78370386, , 0, 
cec-sandwich, 10, 400, 10, 10, 523.62, 9.54172214, 26, 4.62252699999999, 96824
base-cec-sandwich, 10, 400, 10, 10, 348.91, 6.84394049, , 0, 
cec-sandwich, 10, 400, 10, 10, 475.41, 9.11292753, 22, 7.08078799999998, 82390
base-cec-sandwich, 10, 400, 10, 10, 354.00, 6.87986822, , 0, 
cec-sandwich, 10, 400, 10, 10, 476.36, 9.23296132, 32, 4.78968900000001, 118837
base-cec-sandwich, 10, 400, 10, 10, 344.48, 6.76623583, , 0, 
cec-sandwich, 10, 400, 10, 10, 519.81, 9.44099344, 18, 4.44276300000001, 67327
base-cec-sandwich, 10, 400, 10, 10, 333.26, 6.64115031, , 0, 
cec-sandwich, 10, 400, 10, 10, 430.52, 8.97238568, 42, 4.14141999999998, 156084
base-cec-sandwich, 10, 400, 10, 10, 315.95, 6.59395846, , 0, 
cec-sandwich, 10, 400, 10, 10, 422.26, 8.97291008, 21, 2.64001500000001, 78689
base-cec-sandwich, 10, 400, 10, 10, 330.74, 6.63665573, , 0, 
cec-sandwich, 10, 400, 10, 10, 424.45, 8.93883523, 15, 3.38358299999999, 56288
base-cec-sandwich, 10, 400, 10, 10, 313.67, 6.56412453, , 0, 
cec-sandwich, 10, 400, 10, 10, 424.34, 8.98879742, 21, 5.52363299999996, 78438
base-cec-sandwich, 10, 400, 10, 10, 313.70, 6.57414899, , 0, 
cec-sandwich, 10, 400, 10, 10, 413.55, 8.96324394, 20, 2.56674399999997, 74680
base-cec-sandwich, 10, 400, 10, 10, 308.97, 6.56263032, , 0, 
cec-sandwich, 10, 400, 10, 10, 399.77, 8.88485395, 12, 5.03336400000001, 45275
base-cec-sandwich, 10, 400, 10, 10, 330.31, 6.67381751, , 0, 
base-cec-sandwich, 10, 400, 25, 10, 330.37, 6.70477527, , 0, 
cec-sandwich, 10, 400, 25, 10, 442.53, 8.99823127, 39, 4.04073499999998, 145362
base-cec-sandwich, 10, 400, 25, 10, 305.23, 6.54277731, , 0, 
cec-sandwich, 10, 400, 25, 10, 430.43, 9.03889663, 87, 2.88491199999999, 322180
base-cec-sandwich, 10, 400, 25, 10, 303.76, 6.52802758, , 0, 
cec-sandwich, 10, 400, 25, 10, 437.17, 8.97263675, 48, 4.872771, 178186
base-cec-sandwich, 10, 400, 25, 10, 307.95, 6.55058550, , 0, 
cec-sandwich, 10, 400, 25, 10, 411.84, 8.93069185, 53, 3.40652299999999, 196350
base-cec-sandwich, 10, 400, 25, 10, 328.83, 6.63910328, , 0, 
cec-sandwich, 10, 400, 25, 10, 434.93, 9.05984573, 71, 3.34115199999997, 263604
base-cec-sandwich, 10, 400, 25, 10, 309.22, 6.55898000, , 0, 
cec-sandwich, 10, 400, 25, 10, 423.15, 8.99007927, 58, 3.47689299999996, 215402
base-cec-sandwich, 10, 400, 25, 10, 312.01, 6.56955215, , 0, 
cec-sandwich, 10, 400, 25, 10, 433.26, 8.94238339, 37, 5.15961399999998, 137611
base-cec-sandwich, 10, 400, 25, 10, 312.92, 6.55690797, , 0, 
cec-sandwich, 10, 400, 25, 10, 424.82, 8.92539732, 47, 4.22963899999996, 174637
base-cec-sandwich, 10, 400, 25, 10, 298.97, 6.55726225, , 0, 
cec-sandwich, 10, 400, 25, 10, 441.54, 9.03261528, 72, 3.44868700000001, 267091
base-cec-sandwich, 10, 400, 25, 10, 316.26, 6.55963147, , 0, 
cec-sandwich, 10, 400, 25, 10, 417.72, 8.97380341, 61, 3.70858799999996, 226139
base-cec-sandwich, 10, 400, 25, 10, 312.07, 6.59909126, , 0, 
cec-sandwich, 10, 400, 25, 10, 426.23, 9.03400492, 68, 3.08687599999996, 251657
base-cec-sandwich, 10, 400, 25, 10, 312.90, 6.58148775, , 0, 
cec-sandwich, 10, 400, 25, 10, 481.78, 9.46242488, 86, 3.66979499999997, 318242
base-cec-sandwich, 10, 400, 25, 10, 338.08, 6.71205976, , 0, 
cec-sandwich, 10, 400, 25, 10, 445.96, 9.04165698, 52, 3.93356499999999, 192997
base-cec-sandwich, 10, 400, 25, 10, 323.38, 6.56657373, , 0, 
cec-sandwich, 10, 400, 25, 10, 431.42, 9.05277876, 81, 3.36466799999999, 299846
base-cec-sandwich, 10, 400, 25, 10, 326.12, 6.58976752, , 0, 
cec-sandwich, 10, 400, 25, 10, 436.51, 9.02273722, 62, 4.58120099999996, 229963
base-cec-sandwich, 10, 400, 25, 10, 326.27, 6.63713032, , 0, 
cec-sandwich, 10, 400, 25, 10, 465.08, 9.08888857, 58, 3.77143100000001, 215382
base-cec-sandwich, 10, 400, 25, 10, 331.97, 6.62546210, , 0, 
cec-sandwich, 10, 400, 25, 10, 460.17, 9.15585172, 49, 2.43822299999999, 181861
base-cec-sandwich, 10, 400, 25, 10, 328.03, 6.73635521, , 0, 
cec-sandwich, 10, 400, 25, 10, 446.87, 9.19000446, 76, 5.39816100000002, 282303
base-cec-sandwich, 10, 400, 25, 10, 361.25, 6.91771114, , 0, 
cec-sandwich, 10, 400, 25, 10, 524.28, 9.53582222, 31, 4.13003399999997, 115329
base-cec-sandwich, 10, 400, 25, 10, 402.76, 7.06053181, , 0, 
cec-sandwich, 10, 400, 25, 10, 437.50, 8.99732855, 61, 3.11339099999998, 226089
base-cec-sandwich, 10, 400, 25, 10, 295.45, 6.53390201, , 0, 
cec-sandwich, 10, 400, 25, 10, 517.05, 9.48381578, 54, 4.61854899999997, 200484
base-cec-sandwich, 10, 400, 25, 10, 353.98, 6.80511037, , 0, 
cec-sandwich, 10, 400, 25, 10, 630.12, 10.10121467, 47, 4.78926899999999, 174609
base-cec-sandwich, 10, 400, 25, 10, 350.15, 6.70882926, , 0, 
cec-sandwich, 10, 400, 25, 10, 430.21, 8.99482370, 56, 4.76257900000002, 207695
base-cec-sandwich, 10, 400, 25, 10, 349.60, 6.64208213, , 0, 
cec-sandwich, 10, 400, 25, 10, 490.54, 9.16931652, 41, 2.90995299999997, 152274
base-cec-sandwich, 10, 400, 25, 10, 323.51, 6.61923034, , 0, 
cec-sandwich, 10, 400, 25, 10, 422.84, 9.00590130, 42, 3.19056499999999, 156102
base-cec-sandwich, 10, 400, 25, 10, 310.28, 6.55025024, , 0, 
cec-sandwich, 10, 400, 25, 10, 441.81, 9.00748939, 38, 1.61096700000002, 140997
base-cec-sandwich, 10, 400, 25, 10, 317.60, 6.57682825, , 0, 
cec-sandwich, 10, 400, 25, 10, 424.25, 9.04470559, 71, 4.42525899999998, 263432
base-cec-sandwich, 10, 400, 25, 10, 358.51, 6.76850812, , 0, 
cec-sandwich, 10, 400, 25, 10, 538.15, 9.53229749, 53, 3.51202899999998, 196615
base-cec-sandwich, 10, 400, 25, 10, 352.13, 6.81720455, , 0, 
cec-sandwich, 10, 400, 25, 10, 498.59, 9.35966448, 55, 4.75014799999997, 203930
base-cec-sandwich, 10, 400, 25, 10, 354.80, 6.79389890, , 0, 
cec-sandwich, 10, 400, 25, 10, 492.47, 9.36580685, 50, 4.96681100000001, 185478
base-cec-sandwich, 10, 400, 25, 10, 338.30, 6.77183152, , 0, 
base-cec-sandwich, 10, 200, 10, 10, 328.41, 6.68810116, , 0, 
cec-sandwich, 10, 200, 10, 10, 481.98, 9.34351234, 14, 4.69772499999999, 26252
base-cec-sandwich, 10, 200, 10, 10, 374.92, 6.99084523, , 0, 
cec-sandwich, 10, 200, 10, 10, 505.85, 9.50258628, 21, 5.54107099999999, 39307
base-cec-sandwich, 10, 200, 10, 10, 365.96, 6.99402148, , 0, 
cec-sandwich, 10, 200, 10, 10, 499.11, 9.28276420, 17, 5.07220599999999, 31752
base-cec-sandwich, 10, 200, 10, 10, 354.74, 6.84330991, , 0, 
cec-sandwich, 10, 200, 10, 10, 481.45, 9.22453067, 21, 3.78848699999998, 39065
base-cec-sandwich, 10, 200, 10, 10, 367.30, 6.85361102, , 0, 
cec-sandwich, 10, 200, 10, 10, 461.48, 9.06252426, 13, 7.012879, 24378
base-cec-sandwich, 10, 200, 10, 10, 357.04, 6.75832401, , 0, 
cec-sandwich, 10, 200, 10, 10, 422.18, 8.90130203, 14, 6.88183800000002, 26243
base-cec-sandwich, 10, 200, 10, 10, 304.43, 6.52862079, , 0, 
cec-sandwich, 10, 200, 10, 10, 453.00, 9.02502532, 21, 5.76896999999997, 39201
base-cec-sandwich, 10, 200, 10, 10, 319.81, 6.61353186, , 0, 
cec-sandwich, 10, 200, 10, 10, 463.55, 9.04100260, 14, 7.21773100000001, 26220
base-cec-sandwich, 10, 200, 10, 10, 328.91, 6.57389109, , 0, 
cec-sandwich, 10, 200, 10, 10, 436.69, 8.87691422, 32, 5.11978299999998, 59703
base-cec-sandwich, 10, 200, 10, 10, 308.49, 6.54409520, , 0, 
cec-sandwich, 10, 200, 10, 10, 439.71, 8.89481037, 46, 2.93712099999999, 85330
base-cec-sandwich, 10, 200, 10, 10, 344.59, 6.74353003, , 0, 
cec-sandwich, 10, 200, 10, 10, 449.71, 8.94451487, 36, 5.65955700000001, 66833
base-cec-sandwich, 10, 200, 10, 10, 355.67, 6.83536295, , 0, 
cec-sandwich, 10, 200, 10, 10, 500.32, 9.30920774, 15, 8.58362799999998, 28192
base-cec-sandwich, 10, 200, 10, 10, 360.28, 6.88479921, , 0, 
cec-sandwich, 10, 200, 10, 10, 448.14, 9.08687815, 22, 6.17846800000001, 41163
base-cec-sandwich, 10, 200, 10, 10, 321.48, 6.74681326, , 0, 
cec-sandwich, 10, 200, 10, 10, 417.69, 8.96974141, 16, 5.14372800000001, 29920
base-cec-sandwich, 10, 200, 10, 10, 288.39, 6.48395916, , 0, 
cec-sandwich, 10, 200, 10, 10, 412.64, 8.90922082, 28, 4.55848299999997, 52068
base-cec-sandwich, 10, 200, 10, 10, 308.25, 6.58768944, , 0, 
cec-sandwich, 10, 200, 10, 10, 466.79, 9.28475199, 27, 3.92955899999998, 50423
base-cec-sandwich, 10, 200, 10, 10, 308.26, 6.58796256, , 0, 
cec-sandwich, 10, 200, 10, 10, 426.99, 8.98234862, 23, 3.04781199999996, 42910
base-cec-sandwich, 10, 200, 10, 10, 339.88, 6.77146308, , 0, 
cec-sandwich, 10, 200, 10, 10, 451.02, 9.10859649, 15, 5.83290899999997, 28217
base-cec-sandwich, 10, 200, 10, 10, 336.24, 6.76693463, , 0, 
cec-sandwich, 10, 200, 10, 10, 463.63, 9.17461453, 15, 7.756395, 28003
base-cec-sandwich, 10, 200, 10, 10, 341.65, 6.77988527, , 0, 
cec-sandwich, 10, 200, 10, 10, 449.31, 9.07257141, 23, 4.372524, 42838
base-cec-sandwich, 10, 200, 10, 10, 297.09, 6.52205025, , 0, 
cec-sandwich, 10, 200, 10, 10, 457.78, 9.11463662, 18, 4.56518699999998, 33643
