work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations
base-ola-mixed, 3, 200, 10, 10, 534.44, 7.46502327, , 0, 
ola-mixed, 3, 200, 10, 10, 733.92, 10.42142519, 20, 0.000885999999979958, 36996
base-ola-mixed, 3, 200, 10, 10, 535.42, 7.53089324, , 0, 
ola-mixed, 3, 200, 10, 10, 743.99, 10.43929422, 27, 0.00108899999997902, 49569
base-ola-mixed, 3, 200, 10, 10, 549.33, 7.52906786, , 0, 
ola-mixed, 3, 200, 10, 10, 734.81, 10.41949483, 21, 0.00402299999996103, 38892
base-ola-mixed, 3, 200, 10, 10, 528.44, 7.48995719, , 0, 
ola-mixed, 3, 200, 10, 10, 755.37, 10.53365740, 16, 0.00733600000000934, 29701
base-ola-mixed, 3, 200, 10, 10, 529.70, 7.43405141, , 0, 
ola-mixed, 3, 200, 10, 10, 788.79, 10.59366059, 13, 0.000352999999961412, 24216
base-ola-mixed, 3, 200, 10, 10, 534.07, 7.50472784, , 0, 
ola-mixed, 3, 200, 10, 10, 742.39, 10.48399452, 31, 0.000824999999963438, 56902
base-ola-mixed, 3, 200, 10, 10, 541.24, 7.51788048, , 0, 
ola-mixed, 3, 200, 10, 10, 738.08, 10.45986319, 12, 0.00247400000000653, 22365
base-ola-mixed, 3, 200, 10, 10, 570.92, 7.73543408, , 0, 
ola-mixed, 3, 200, 10, 10, 756.71, 10.51462577, 17, 0.00306000000000495, 31458
base-ola-mixed, 3, 200, 10, 10, 544.26, 7.44557453, , 0, 
ola-mixed, 3, 200, 10, 10, 744.18, 10.44645489, 36, 6.9999999823267e-06, 65863
base-ola-mixed, 3, 200, 10, 10, 537.65, 7.48296665, , 0, 
ola-mixed, 3, 200, 10, 10, 751.85, 10.46695789, 25, 0.00369599999999082, 45977
base-ola-mixed, 3, 200, 10, 10, 544.98, 7.47587836, , 0, 
ola-mixed, 3, 200, 10, 10, 948.86, 11.11769624, 20, 0.00182499999999663, 36924
base-ola-mixed, 3, 200, 10, 10, 642.56, 7.83160460, , 0, 
ola-mixed, 3, 200, 10, 10, 864.41, 10.82806826, 28, 0.00373100000001614, 51427
base-ola-mixed, 3, 200, 10, 10, 525.08, 7.56346450, , 0, 
ola-mixed, 3, 200, 10, 10, 813.68, 10.84905196, 13, 0.00414100000000417, 24303
base-ola-mixed, 3, 200, 10, 10, 567.41, 7.63696526, , 0, 
ola-mixed, 3, 200, 10, 10, 888.92, 10.60898019, 22, 0.000820999999973537, 40493
base-ola-mixed, 3, 200, 10, 10, 462.56, 7.10732725, , 0, 
ola-mixed, 3, 200, 10, 10, 582.79, 9.66246168, 33, 0.0015369999999848, 60734
base-ola-mixed, 3, 200, 10, 10, 415.35, 6.90753147, , 0, 
ola-mixed, 3, 200, 10, 10, 615.47, 9.69352555, 27, 0.00124599999998054, 49747
base-ola-mixed, 3, 200, 10, 10, 443.66, 7.14834624, , 0, 
