work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-microopt-3, 10, 400, 10, 10, 16, 341.79, 4.88057426, , 0, , 1, 28.0, 27.1, 45.0, 36.6
microopt-3, 10, 400, 10, 10, 16, 598.09, 7.15042617, 31, 8.028706, 100932, 1, 43.2, 39.8, 45.1, 36.6
base-microopt-3, 10, 400, 10, 10, 16, 370.61, 4.32485587, , 0, , 1, 50.5, 39.4, 40.2, 37.8
microopt-3, 10, 400, 10, 10, 16, 561.22, 6.98997563, 13, 15.085512, 43423, 1, 35.6, 35.4, 43.0, 39.2
base-microopt-3, 10, 400, 10, 10, 16, 340.37, 4.20241294, , 0, , 1, 44.1, 41.4, 42.8, 37.8
microopt-3, 10, 400, 10, 10, 16, 532.05, 6.70411660, 23, 6.70805000000001, 75506, 1, 36.4, 33.0, 42.2, 38.2
base-microopt-3, 10, 400, 10, 10, 16, 329.83, 4.14630313, , 0, , 1, 39.1, 35.4, 42.8, 38.8
microopt-3, 10, 400, 10, 10, 16, 616.87, 7.11911917, 30, 5.89974799999999, 97685, 1, 44.6, 40.1, 45.1, 41.1
base-microopt-3, 10, 400, 10, 10, 16, 331.99, 4.14694591, , 0, , 1, 46.6, 45.5, 39.8, 36.1
microopt-3, 10, 400, 10, 10, 16, 272.26, 5.33443707, 18, 12.096984, 60000, 1, 41.2, 39.2, 38.9, 35.6
base-microopt-3, 10, 400, 10, 10, 16, 188.39, 3.72059908, , 0, , 1, 33.5, 30.6, 32.5, 30.6
microopt-3, 10, 400, 10, 10, 16, 292.69, 5.98122195, 57, 4.97906599999999, 184987, 1, 37.9, 34.9, 32.5, 29.4
base-microopt-3, 10, 400, 10, 10, 16, 181.80, 3.69120459, , 0, , 1, 31.5, 29.6, 34.4, 29.6
microopt-3, 10, 400, 10, 10, 16, 285.66, 6.00148776, 29, 4.47585500000002, 95585, 1, 33.0, 30.1, 36.1, 29.4
base-microopt-3, 10, 400, 10, 10, 16, 175.58, 3.69641662, , 0, , 1, 34.8, 29.9, 36.6, 31.8
microopt-3, 10, 400, 10, 10, 16, 290.72, 5.94321308, 15, 12.364634, 50055, 1, 36.4, 31.8, 39.4, 34.6
base-microopt-3, 10, 400, 10, 10, 16, 180.34, 3.71403693, , 0, , 1, 34.5, 31.6, 36.4, 33.8
microopt-3, 10, 400, 10, 10, 16, 420.78, 6.52552846, 51, 5.55374399999999, 164407, 1, 37.1, 33.9, 37.9, 35.6
base-microopt-3, 10, 400, 10, 10, 16, 188.16, 3.70936873, , 0, , 1, 41.2, 40.1, 30.6, 30.1
microopt-3, 10, 400, 10, 10, 16, 359.83, 6.22371649, 30, 8.09322200000003, 98334, 1, 31.0, 29.6, 37.4, 34.6
base-microopt-3, 10, 400, 10, 10, 16, 290.26, 4.08595052, , 0, , 1, 43.0, 38.0, 39.8, 34.1
microopt-3, 10, 400, 10, 10, 16, 345.53, 6.15512086, 25, 7.663141, 82027, 1, 42.2, 38.2, 33.8, 29.6
base-microopt-3, 10, 400, 10, 10, 16, 250.31, 3.91971514, , 0, , 1, 32.5, 30.6, 37.9, 32.8
microopt-3, 10, 400, 10, 10, 16, 404.06, 6.35500318, 37, 1.26731899999999, 121026, 1, 34.0, 31.8, 43.2, 39.2
base-microopt-3, 10, 400, 10, 10, 16, 212.24, 3.75960469, , 0, , 1, 44.6, 40.6, 39.4, 30.1
microopt-3, 10, 400, 10, 10, 16, 522.21, 6.89437384, 19, 7.77500500000002, 63295, 1, 38.9, 32.5, 36.4, 33.0
base-microopt-3, 10, 400, 10, 10, 16, 289.57, 4.10626568, , 0, , 1, 37.9, 33.8, 34.8, 30.5
microopt-3, 10, 400, 10, 10, 16, 360.53, 6.27576745, 26, 9.21446800000001, 85696, 1, 34.8, 31.0, 38.4, 34.1
base-microopt-3, 10, 400, 10, 10, 16, 203.24, 3.76790719, , 0, , 1, 38.9, 35.6, 41.8, 37.8
microopt-3, 10, 400, 10, 10, 16, 444.44, 6.54205124, 23, 11.812742, 75764, 1, 35.8, 34.9, 41.5, 34.6
