work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-gamma-upgrade-1, 10, 400, 10, 10, 16, 357.04, 7.37082041, , 0, , 2, 27.6, 27.6, 39.9, 39.4
gamma-upgrade-1, 10, 400, 10, 10, 16, 360.71, 7.10666637, 26, 15.092187, 84113, 1, 36.9, 36.6, 31.5, 30.4
base-gamma-upgrade-1, 10, 400, 10, 10, 16, 199.34, 4.17945011, , 0, , 1, 31.1, 30.5, 34.2, 30.5
gamma-upgrade-1, 10, 400, 10, 10, 16, 355.16, 7.79081410, 29, 4.71822300000001, 93513, 1, 36.1, 32.2, 33.8, 30.1
base-gamma-upgrade-1, 10, 400, 10, 10, 16, 189.17, 4.19449233, , 0, , 1, 33.5, 31.0, 38.1, 32.5
gamma-upgrade-1, 10, 400, 10, 10, 16, 372.22, 7.86076572, 24, 10.498563, 78491, 1, 35.4, 32.0, 33.2, 31.0
base-gamma-upgrade-1, 10, 400, 10, 10, 16, 206.07, 4.22129620, , 0, , 1, 33.2, 31.0, 42.0, 34.6
gamma-upgrade-1, 10, 400, 10, 10, 16, 384.67, 7.18930723, 28, 11.49745, 91349, 1, 34.4, 32.5, 43.0, 35.6
base-gamma-upgrade-1, 10, 400, 10, 10, 16, 252.60, 4.33490273, , 0, , 1, 35.9, 33.5, 42.2, 34.1
gamma-upgrade-1, 10, 400, 10, 10, 16, 434.87, 8.00274079, 45, 11.089314, 146156, 1, 35.9, 32.0, 38.4, 35.4
base-gamma-upgrade-1, 10, 400, 10, 10, 16, 205.01, 4.20059759, , 0, , 1, 36.4, 34.4, 36.1, 31.0
gamma-upgrade-1, 10, 400, 10, 10, 16, 375.98, 7.83408191, 22, 12.426218, 71495, 1, 35.4, 31.5, 35.9, 34.4
base-gamma-upgrade-1, 10, 400, 10, 10, 16, 365.97, 4.89266823, , 0, , 1, 36.4, 34.4, 41.0, 34.9
gamma-upgrade-1, 10, 400, 10, 10, 16, 478.83, 8.09285768, 15, 13.582645, 49513, 1, 35.4, 32.5, 40.2, 36.6
base-gamma-upgrade-1, 10, 400, 10, 10, 16, 195.15, 4.18092277, , 0, , 1, 37.4, 34.4, 34.0, 32.0
