work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2
base-taskset-1, 10, 400, 10, 10, 376.87, 6.98821161, , 0, , 27.6, 27.6
taskset-1, 10, 400, 10, 10, 487.51, 9.36546873, 30, 3.488264, 111680, 35.0, 35.6
base-taskset-1, 10, 400, 10, 10, 335.12, 6.81431562, , 0, , 31.2, 33.2
taskset-1, 10, 400, 10, 10, 447.64, 9.23757815, 18, 2.77959, 67161, 29.1, 29.1
base-taskset-1, 10, 400, 10, 10, 330.04, 6.83167773, , 0, , 29.6, 30.5
taskset-1, 10, 400, 10, 10, 454.53, 9.25454492, 12, 4.1194, 45268, 30.6, 32.0
base-taskset-1, 10, 400, 10, 10, 339.00, 6.83734706, , 0, , 30.6, 32.0
taskset-1, 10, 400, 10, 10, 450.78, 9.26863581, 22, 3.91568100000001, 81975, 41.0, 32.0
base-taskset-1, 10, 400, 10, 10, 335.51, 6.85625898, , 0, , 33.8, 33.9
taskset-1, 10, 400, 10, 10, 451.30, 9.26341919, 14, 8.973292, 52539, 30.1, 30.1
base-taskset-1, 10, 400, 10, 10, 335.86, 6.82329251, , 0, , 36.9, 36.1
taskset-1, 10, 400, 10, 10, 454.58, 9.31731302, 18, 5.82781300000001, 67326, 31.1, 32.5
base-taskset-1, 10, 400, 10, 10, 337.85, 6.84148941, , 0, , 32.0, 36.6
taskset-1, 10, 400, 10, 10, 452.03, 9.29106077, 15, 6.671639, 56157, 31.0, 32.5
base-taskset-1, 10, 400, 10, 10, 334.99, 6.81512404, , 0, , 31.5, 33.4
taskset-1, 10, 400, 10, 10, 452.09, 9.29657860, 18, 6.96088300000001, 67272, 34.4, 32.5
base-taskset-1, 10, 400, 10, 10, 334.97, 6.84753540, , 0, , 29.6, 29.6
taskset-1, 10, 400, 10, 10, 502.03, 9.39298628, 18, 5.772806, 67085, 31.5, 33.0
base-taskset-1, 10, 400, 10, 10, 416.87, 7.08031379, , 0, , 32.2, 34.6
taskset-1, 10, 400, 10, 10, 489.01, 9.34744072, 25, 7.214765, 93226, 39.6, 38.5
base-taskset-1, 10, 400, 10, 10, 384.95, 7.00802305, , 0, , 38.4, 37.0
taskset-1, 10, 400, 10, 10, 685.34, 10.13893725, 17, 7.035093, 63598, 31.5, 32.5
base-taskset-1, 10, 400, 10, 10, 421.06, 7.20729234, , 0, , 34.8, 34.4
taskset-1, 10, 400, 10, 10, 540.49, 9.60283745, 16, 7.86589000000001, 59882, 38.9, 38.2
base-taskset-1, 10, 400, 10, 10, 374.70, 6.95035227, , 0, , 33.2, 35.6
taskset-1, 10, 400, 10, 10, 478.03, 9.39703909, 39, 4.409763, 144679, 34.4, 33.9
base-taskset-1, 10, 400, 10, 10, 387.32, 6.98457123, , 0, , 32.0, 34.5
