work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2
base-unbalanced-3, 10, 400, 10, 10, 348.42, 8.25929597, , 0, , 25.2, 25.2
unbalanced-3, 10, 400, 10, 10, 844.58, 10.60683185, 13, 7.64449400000001, 48836, 29.5, 30.1
base-unbalanced-3, 10, 400, 10, 10, 813.77, 8.37534221, , 0, , 61.0, 58.0
unbalanced-3, 10, 400, 10, 10, 846.32, 10.74997259, 19, 5.666911, 71067, 36.6, 33.5
base-unbalanced-3, 10, 400, 10, 10, 333.78, 6.74885068, , 0, , 35.9, 35.1
unbalanced-3, 10, 400, 10, 10, 402.76, 8.98117183, 16, 6.96316300000001, 59998, 30.6, 29.1
base-unbalanced-3, 10, 400, 10, 10, 407.74, 7.02327754, , 0, , 31.1, 28.6
unbalanced-3, 10, 400, 10, 10, 637.52, 9.91970892, 19, 5.762578, 71050, 31.5, 29.6
base-unbalanced-3, 10, 400, 10, 10, 465.60, 7.20089589, , 0, , 32.5, 31.0
unbalanced-3, 10, 400, 10, 10, 635.85, 9.87377720, 28, 8.344346, 104165, 35.4, 31.5
base-unbalanced-3, 10, 400, 10, 10, 642.75, 8.00249974, , 0, , 37.6, 33.0
unbalanced-3, 10, 400, 10, 10, 527.22, 9.42530216, 15, 7.570071, 56142, 41.8, 36.4
base-unbalanced-3, 10, 400, 10, 10, 397.69, 6.96223035, , 0, , 34.8, 33.0
unbalanced-3, 10, 400, 10, 10, 677.84, 10.23770464, 16, 5.70538000000001, 59790, 34.0, 31.5
base-unbalanced-3, 10, 400, 10, 10, 418.47, 7.10102781, , 0, , 33.0, 31.0
unbalanced-3, 10, 400, 10, 10, 613.34, 9.79705822, 14, 7.58504500000001, 52554, 35.9, 32.0
base-unbalanced-3, 10, 400, 10, 10, 625.97, 7.91309422, , 0, , 35.4, 32.5
unbalanced-3, 10, 400, 10, 10, 546.49, 9.41995461, 14, 2.76566600000001, 52373, 32.5, 31.5
base-unbalanced-3, 10, 400, 10, 10, 493.53, 7.33140158, , 0, , 35.4, 32.5
unbalanced-3, 10, 400, 10, 10, 818.97, 10.71781136, 23, 5.094014, 85730, 34.0, 32.0
base-unbalanced-3, 10, 400, 10, 10, 454.40, 7.16722185, , 0, , 35.0, 31.5
unbalanced-3, 10, 400, 10, 10, 551.42, 9.48530064, 18, 7.25383600000001, 67288, 33.5, 32.5
base-unbalanced-3, 10, 400, 10, 10, 413.62, 7.06621874, , 0, , 34.8, 31.5
unbalanced-3, 10, 400, 10, 10, 776.25, 10.48573555, 17, 5.017562, 63798, 35.9, 34.0
base-unbalanced-3, 10, 400, 10, 10, 482.24, 7.29835704, , 0, , 34.5, 31.5
unbalanced-3, 10, 400, 10, 10, 519.33, 9.36065264, 24, 3.16553400000001, 89539, 36.9, 32.5
base-unbalanced-3, 10, 400, 10, 10, 414.27, 7.04313388, , 0, , 33.8, 31.0
unbalanced-3, 10, 400, 10, 10, 672.26, 10.03820390, 18, 8.20806300000001, 67442, 35.8, 32.5
base-unbalanced-3, 10, 400, 10, 10, 556.21, 7.35631239, , 0, , 38.4, 33.9
unbalanced-3, 10, 400, 10, 10, 725.61, 9.91415478, 15, 4.44034600000001, 56340, 56.5, 46.6
base-unbalanced-3, 10, 400, 10, 10, 474.13, 7.25215992, , 0, , 66.9, 35.9
unbalanced-3, 10, 400, 10, 10, 561.54, 9.50189907, 26, 6.65618400000001, 96913, 34.5, 32.5
base-unbalanced-3, 10, 400, 10, 10, 353.94, 6.79854095, , 0, , 39.9, 36.9
unbalanced-3, 10, 400, 10, 10, 486.31, 9.27849283, 30, 6.24385600000001, 111593, 34.8, 31.0
base-unbalanced-3, 10, 400, 10, 10, 411.20, 6.98048704, , 0, , 35.0, 32.0
unbalanced-3, 10, 400, 10, 10, 572.08, 9.50702119, 17, 8.088638, 63567, 34.5, 31.5
base-unbalanced-3, 10, 400, 10, 10, 360.31, 6.77624339, , 0, , 33.0, 31.5
unbalanced-3, 10, 400, 10, 10, 512.49, 9.35016292, 24, 7.38185, 89548, 34.0, 31.5
base-unbalanced-3, 10, 400, 10, 10, 347.72, 6.74024783, , 0, , 35.9, 32.5
unbalanced-3, 10, 400, 10, 10, 660.79, 10.06341284, 25, 5.68248800000001, 92997, 34.0, 31.5
base-unbalanced-3, 10, 400, 10, 10, 505.36, 7.38893564, , 0, , 42.2, 39.2
unbalanced-3, 10, 400, 10, 10, 568.65, 9.51354875, 19, 7.974165, 71017, 35.8, 31.5
base-unbalanced-3, 10, 400, 10, 10, 360.73, 6.79930870, , 0, , 34.0, 32.0
unbalanced-3, 10, 400, 10, 10, 513.68, 9.33273542, 16, 6.982454, 60164, 36.9, 33.8
base-unbalanced-3, 10, 400, 10, 10, 465.42, 7.24003264, , 0, , 35.0, 31.0
unbalanced-3, 10, 400, 10, 10, 470.72, 9.21701827, 41, 4.632974, 152171, 45.8, 36.9
base-unbalanced-3, 10, 400, 10, 10, 341.34, 6.75891039, , 0, , 32.5, 30.5
unbalanced-3, 10, 400, 10, 10, 531.92, 9.43918288, 19, 5.945717, 70958, 36.1, 31.0
base-unbalanced-3, 10, 400, 10, 10, 379.81, 6.88318211, , 0, , 33.2, 31.5
unbalanced-3, 10, 400, 10, 10, 633.82, 9.93981526, 16, 5.387316, 59909, 33.5, 31.0
base-unbalanced-3, 10, 400, 10, 10, 424.83, 7.04350351, , 0, , 33.5, 32.5
unbalanced-3, 10, 400, 10, 10, 652.76, 10.08811370, 15, 5.95630700000001, 56300, 35.9, 31.5
base-unbalanced-3, 10, 400, 10, 10, 503.53, 7.47021698, , 0, , 43.2, 39.2
unbalanced-3, 10, 400, 10, 10, 674.15, 10.01419628, 13, 7.73312200000001, 48835, 46.6, 33.0
base-unbalanced-3, 10, 400, 10, 10, 540.17, 7.52437534, , 0, , 76.1, 33.9
unbalanced-3, 10, 400, 10, 10, 510.44, 9.29171485, 25, 5.48065200000001, 93409, 33.0, 32.0
base-unbalanced-3, 10, 400, 10, 10, 335.22, 6.68275515, , 0, , 35.4, 32.5
unbalanced-3, 10, 400, 10, 10, 467.29, 9.11635099, 24, 5.43757500000001, 89422, 35.2, 31.5
