work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-v5, 10, 400, 10, 10, 16, 207.80, 4.66032173, , 0, , 1, 34.5, 33.4, 39.4, 36.8
v5, 10, 400, 10, 10, 16, 278.36, 5.95495897, 93, 0.00565100000000029, 250311, 1, 39.4, 37.0, 39.8, 36.8
base-v5, 10, 400, 10, 10, 16, 189.44, 3.75314659, , 0, , 1, 39.4, 37.2, 42.2, 36.9
v5, 10, 400, 10, 10, 16, 349.49, 6.25477433, 123, 0.00431900000000951, 322338, 1, 41.8, 37.0, 41.0, 37.2
base-v5, 10, 400, 10, 10, 16, 194.53, 3.71986803, , 0, , 1, 39.6, 37.8, 37.9, 36.2
v5, 10, 400, 10, 10, 16, 297.72, 6.02845638, 90, 0.0117099999999937, 246981, 1, 37.9, 36.2, 37.9, 36.8
base-v5, 10, 400, 10, 10, 16, 176.84, 3.73162925, , 0, , 1, 38.4, 36.8, 40.6, 36.2
v5, 10, 400, 10, 10, 16, 279.98, 5.96003740, 95, 0.00310300000001007, 258358, 1, 40.2, 36.2, 40.4, 37.8
base-v5, 10, 400, 10, 10, 16, 177.57, 3.73882463, , 0, , 1, 39.6, 37.8, 38.4, 36.8
v5, 10, 400, 10, 10, 16, 272.19, 5.95069769, 110, 0.0021499999999719, 293314, 1, 38.9, 36.8, 38.4, 37.2
base-v5, 10, 400, 10, 10, 16, 200.20, 3.75035387, , 0, , 1, 38.4, 37.2, 44.1, 38.5
v5, 10, 400, 10, 10, 16, 319.39, 6.02527938, 39, 0.048560000000009, 118701, 1, 41.0, 39.0, 50.8, 39.4
base-v5, 10, 400, 10, 10, 16, 192.18, 3.77019104, , 0, , 1, 43.5, 40.4, 42.0, 37.2
v5, 10, 400, 10, 10, 16, 315.08, 6.12269691, 103, 0.00403999999997495, 276412, 1, 41.2, 37.5, 39.4, 36.2
base-v5, 10, 400, 10, 10, 16, 211.55, 3.80959560, , 0, , 1, 39.8, 36.8, 38.9, 36.8
v5, 10, 400, 10, 10, 16, 279.10, 5.96930239, 83, 0.0143640000000005, 229375, 1, 39.8, 36.8, 38.9, 36.8
