work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-v3, 3, 400, 10, 10, 16, 247.47, 4.83028399, , 0, , 2, 32.5, 33.0, 49.9, 44.0
v3, 3, 400, 10, 10, 16, 472.73, 6.09383997, 17, 0.0744270000000142, 20417, 1, 50.0, 45.1, 62.0, 39.8
base-v3, 3, 400, 10, 10, 16, 258.84, 3.96884301, , 0, , 1, 58.6, 40.9, 41.5, 36.8
v3, 3, 400, 10, 10, 16, 325.02, 5.74048964, 18, 0.691161999999963, 21212, 1, 42.8, 36.8, 38.1, 36.2
base-v3, 3, 400, 10, 10, 16, 183.54, 3.75780401, , 0, , 1, 38.9, 36.2, 62.1, 37.2
v3, 3, 400, 10, 10, 16, 291.71, 5.74118704, 17, 0.744576999999992, 20295, 1, 55.5, 37.2, 39.8, 36.2
base-v3, 3, 400, 10, 10, 16, 163.85, 3.70858648, , 0, , 1, 38.9, 36.2, 36.9, 35.9
v3, 3, 400, 10, 10, 16, 242.01, 5.48424012, 16, 0.35641099999998, 19140, 1, 37.4, 35.4, 39.4, 36.8
base-v3, 3, 400, 10, 10, 16, 156.64, 3.69983672, , 0, , 1, 38.9, 37.2, 40.6, 35.9
v3, 3, 400, 10, 10, 16, 238.68, 5.44507723, 16, 0.393062999999984, 18993, 1, 39.6, 35.9, 37.9, 36.2
base-v3, 3, 400, 10, 10, 16, 163.39, 3.72097499, , 0, , 1, 38.4, 35.9, 37.4, 35.9
v3, 3, 400, 10, 10, 16, 246.93, 5.53858198, 15, 0.940775999999971, 17972, 1, 37.9, 36.2, 38.4, 36.2
base-v3, 3, 400, 10, 10, 16, 167.45, 3.69852709, , 0, , 1, 37.9, 36.8, 39.8, 36.8
v3, 3, 400, 10, 10, 16, 243.84, 5.53323801, 15, 0.0956699999999842, 18005, 1, 38.9, 36.8, 37.9, 36.2
base-v3, 3, 400, 10, 10, 16, 160.38, 3.69931658, , 0, , 1, 37.4, 36.8, 40.1, 36.2
v3, 3, 400, 10, 10, 16, 231.07, 5.46308853, 15, 0.540354999999977, 17912, 1, 39.1, 35.9, 37.9, 35.9
base-v3, 3, 400, 10, 10, 16, 250.01, 3.88866119, , 0, , 1, 37.9, 36.2, 46.8, 46.6
v3, 3, 400, 10, 10, 16, 247.73, 5.55531084, 15, 0.283839999999998, 17904, 1, 51.8, 45.1, 38.4, 36.2
base-v3, 3, 400, 10, 10, 16, 159.43, 3.69864793, , 0, , 1, 37.9, 36.2, 39.4, 37.2
v3, 3, 400, 10, 10, 16, 242.14, 5.50439485, 17, 0.190607999999997, 20272, 1, 38.9, 37.2, 37.6, 35.9
base-v3, 3, 400, 10, 10, 16, 159.16, 3.69588300, , 0, , 1, 37.9, 36.2, 39.4, 36.8
v3, 3, 400, 10, 10, 16, 237.90, 5.57192464, 14, 0.257533999999964, 16895, 1, 39.6, 36.8, 38.9, 36.2
base-v3, 3, 400, 10, 10, 16, 159.44, 3.70048246, , 0, , 1, 39.1, 36.2, 40.6, 36.8
v3, 3, 400, 10, 10, 16, 236.04, 5.49749102, 15, 0.774331000000018, 17961, 1, 39.4, 36.8, 39.4, 37.2
base-v3, 3, 400, 10, 10, 16, 159.27, 3.69134881, , 0, , 1, 38.4, 36.8, 39.8, 36.8
v3, 3, 400, 10, 10, 16, 230.66, 5.48223555, 13, 0.358302999999978, 16039, 1, 39.4, 36.8, 38.9, 36.2
base-v3, 3, 400, 10, 10, 16, 159.21, 3.71956895, , 0, , 1, 38.9, 36.8, 37.9, 36.2
v3, 3, 400, 10, 10, 16, 231.53, 5.49708612, 15, 0.311406999999974, 18334, 1, 37.9, 36.2, 40.8, 36.8
base-v3, 3, 400, 10, 10, 16, 158.31, 3.69308490, , 0, , 1, 38.4, 36.8, 40.1, 36.2
