work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2
base-taskset-2, 10, 400, 10, 10, 864.30, 8.66445668, , 0, , 30.1, 29.6
taskset-2, 10, 400, 10, 10, 675.16, 9.90809808, 32, 9.791392, 118821, 54.8, 45.6
base-taskset-2, 10, 400, 10, 10, 616.35, 7.52854063, , 0, , 34.5, 34.9
taskset-2, 10, 400, 10, 10, 848.52, 10.27825097, 29, 4.58456700000001, 107817, 41.2, 41.4
base-taskset-2, 10, 400, 10, 10, 618.52, 7.56081193, , 0, , 46.1, 37.8
taskset-2, 10, 400, 10, 10, 808.81, 10.12002678, 23, 1.39844500000001, 85615, 37.9, 37.2
base-taskset-2, 10, 400, 10, 10, 487.16, 7.10617733, , 0, , 38.9, 37.2
taskset-2, 10, 400, 10, 10, 835.08, 10.24051527, 13, 7.960926, 49004, 48.1, 36.2
base-taskset-2, 10, 400, 10, 10, 593.23, 7.44090044, , 0, , 43.2, 41.4
taskset-2, 10, 400, 10, 10, 826.23, 10.20487214, 18, 6.492878, 67256, 39.8, 38.5
base-taskset-2, 10, 400, 10, 10, 592.85, 7.32366243, , 0, , 45.1, 41.9
taskset-2, 10, 400, 10, 10, 654.05, 9.81778779, 37, 5.806286, 137649, 44.2, 41.9
base-taskset-2, 10, 400, 10, 10, 387.52, 6.99733497, , 0, , 33.5, 34.9
taskset-2, 10, 400, 10, 10, 719.77, 9.92305367, 36, 3.56723100000001, 133693, 33.0, 36.2
base-taskset-2, 10, 400, 10, 10, 625.37, 7.70533086, , 0, , 36.6, 36.8
taskset-2, 10, 400, 10, 10, 740.04, 9.83645562, 16, 6.42224400000001, 59913, 36.6, 38.8
base-taskset-2, 10, 400, 10, 10, 546.56, 7.24428754, , 0, , 36.9, 36.8
taskset-2, 10, 400, 10, 10, 747.64, 9.90492340, 25, 6.30134200000001, 93318, 36.6, 37.0
base-taskset-2, 10, 400, 10, 10, 528.17, 7.19888413, , 0, , 36.1, 37.8
taskset-2, 10, 400, 10, 10, 691.95, 9.77943521, 19, 7.58377200000001, 71041, 37.4, 37.2
base-taskset-2, 10, 400, 10, 10, 379.90, 6.94193319, , 0, , 34.8, 35.6
