work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2
base-taskset-3, 10, 400, 10, 10, 529.23, 8.54150682, , 0, , 32.8, 29.9
taskset-3, 10, 400, 10, 10, 821.62, 10.44008042, 13, 5.446615, 48903, 36.4, 33.4
base-taskset-3, 10, 400, 10, 10, 616.09, 7.77481350, , 0, , 61.6, 34.4
taskset-3, 10, 400, 10, 10, 665.78, 9.82994814, 14, 9.537904, 52423, 38.4, 34.4
base-taskset-3, 10, 400, 10, 10, 509.13, 7.33705405, , 0, , 37.4, 35.1
taskset-3, 10, 400, 10, 10, 683.85, 9.94639749, 16, 5.165112, 59714, 40.8, 38.0
base-taskset-3, 10, 400, 10, 10, 492.53, 7.24813603, , 0, , 38.1, 34.4
taskset-3, 10, 400, 10, 10, 745.66, 10.21545425, 14, 9.568177, 52635, 39.9, 37.5
base-taskset-3, 10, 400, 10, 10, 418.76, 7.29555879, , 0, , 35.9, 32.5
taskset-3, 10, 400, 10, 10, 483.27, 9.52582428, 18, 3.783391, 67271, 35.9, 33.4
base-taskset-3, 10, 400, 10, 10, 384.76, 7.07207984, , 0, , 46.9, 36.9
taskset-3, 10, 400, 10, 10, 565.21, 9.83383452, 24, 6.092545, 89504, 35.2, 32.5
base-taskset-3, 10, 400, 10, 10, 359.33, 6.99996350, , 0, , 59.6, 36.1
taskset-3, 10, 400, 10, 10, 541.20, 9.80916076, 16, 4.187463, 60028, 36.9, 31.8
base-taskset-3, 10, 400, 10, 10, 362.03, 7.05562516, , 0, , 36.9, 32.5
taskset-3, 10, 400, 10, 10, 526.17, 9.64057554, 17, 5.81637, 63673, 36.1, 33.0
base-taskset-3, 10, 400, 10, 10, 360.44, 7.02673955, , 0, , 45.9, 35.1
taskset-3, 10, 400, 10, 10, 465.33, 9.43118519, 20, 6.407415, 74403, 56.6, 32.0
base-taskset-3, 10, 400, 10, 10, 341.20, 6.97514863, , 0, , 38.9, 34.6
taskset-3, 10, 400, 10, 10, 441.73, 9.37189788, 14, 6.122028, 52520, 39.4, 36.4
base-taskset-3, 10, 400, 10, 10, 393.04, 7.16270261, , 0, , 37.4, 33.5
taskset-3, 10, 400, 10, 10, 512.08, 9.57728917, 16, 6.678699, 59649, 40.2, 37.0
base-taskset-3, 10, 400, 10, 10, 333.22, 6.94039717, , 0, , 44.6, 37.0
taskset-3, 10, 400, 10, 10, 719.62, 10.48677393, 25, 4.924526, 93055, 35.8, 33.5
base-taskset-3, 10, 400, 10, 10, 476.33, 7.49076205, , 0, , 35.9, 33.0
