work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-low-mutation-2, 10, 400, 10, 10, 16, 253.24, 3.83568738, , 0, , 1, 32.0, 31.5, 43.2, 39.8
low-mutation-2, 10, 400, 10, 10, 16, 418.97, 6.17894177, 74, 0.163903000000005, 206080, 1, 52.1, 40.9, 43.6, 40.1
base-low-mutation-2, 10, 400, 10, 10, 16, 248.37, 3.77894426, , 0, , 1, 40.8, 38.2, 42.2, 38.2
low-mutation-2, 10, 400, 10, 10, 16, 362.74, 5.41690219, 39, 0.179555999999991, 118300, 1, 38.9, 36.4, 46.2, 37.8
base-low-mutation-2, 10, 400, 10, 10, 16, 250.05, 3.75996249, , 0, , 1, 38.9, 35.4, 49.9, 38.2
low-mutation-2, 10, 400, 10, 10, 16, 401.00, 6.08065557, 33, 0.785735999999986, 101988, 1, 38.9, 35.9, 41.0, 43.8
base-low-mutation-2, 10, 400, 10, 10, 16, 251.19, 3.76955250, , 0, , 1, 38.6, 35.4, 46.9, 39.9
low-mutation-2, 10, 400, 10, 10, 16, 411.24, 6.15295124, 88, 0.223185000000001, 239983, 1, 37.6, 35.9, 44.1, 38.2
base-low-mutation-2, 10, 400, 10, 10, 16, 249.33, 3.78783447, , 0, , 1, 50.6, 40.9, 43.8, 37.8
low-mutation-2, 10, 400, 10, 10, 16, 424.72, 6.13344472, 27, 0.65625799999998, 84756, 1, 43.2, 38.8, 39.2, 35.9
base-low-mutation-2, 10, 400, 10, 10, 16, 248.89, 3.77454867, , 0, , 1, 37.9, 35.4, 45.6, 38.0
low-mutation-2, 10, 400, 10, 10, 16, 403.20, 6.06605387, 46, 0.45145500000001, 138245, 1, 39.4, 36.6, 46.2, 39.4
base-low-mutation-2, 10, 400, 10, 10, 16, 250.19, 3.78572407, , 0, , 1, 38.9, 36.1, 47.4, 37.5
low-mutation-2, 10, 400, 10, 10, 16, 403.63, 6.08889469, 40, 0.50638600000002, 121056, 1, 39.1, 35.4, 47.6, 39.0
base-low-mutation-2, 10, 400, 10, 10, 16, 248.02, 3.74054571, , 0, , 1, 38.4, 35.9, 43.0, 42.2
low-mutation-2, 10, 400, 10, 10, 16, 403.78, 6.09512485, 53, 0.306724999999972, 155001, 1, 37.1, 35.4, 43.2, 38.8
base-low-mutation-2, 10, 400, 10, 10, 16, 250.88, 3.77225012, , 0, , 1, 38.4, 35.9, 44.0, 42.8
low-mutation-2, 10, 400, 10, 10, 16, 403.25, 6.07475798, 81, 0.237486999999987, 222300, 1, 38.9, 35.4, 42.2, 44.2
base-low-mutation-2, 10, 400, 10, 10, 16, 249.09, 3.77566667, , 0, , 1, 38.9, 35.9, 48.0, 37.0
low-mutation-2, 10, 400, 10, 10, 16, 402.20, 6.09684995, 37, 0.486137999999983, 113116, 1, 41.2, 36.4, 48.9, 37.2
base-low-mutation-2, 10, 400, 10, 10, 16, 248.39, 3.75513775, , 0, , 1, 38.9, 36.8, 46.6, 38.8
low-mutation-2, 10, 400, 10, 10, 16, 415.78, 6.13805018, 55, 0.627026000000001, 159589, 1, 63.0, 38.0, 45.0, 39.0
base-low-mutation-2, 10, 400, 10, 10, 16, 264.90, 3.85707818, , 0, , 2, 37.6, 37.8, 43.2, 41.4
low-mutation-2, 10, 400, 10, 10, 16, 408.52, 6.15359943, 51, 0.449382000000014, 150613, 1, 41.8, 41.1, 49.1, 37.8
base-low-mutation-2, 10, 400, 10, 10, 16, 248.54, 3.79693323, , 0, , 1, 38.9, 36.1, 44.6, 37.5
low-mutation-2, 10, 400, 10, 10, 16, 405.03, 6.08610560, 43, 0.438875999999993, 130250, 1, 38.9, 35.6, 43.2, 39.2
base-low-mutation-2, 10, 400, 10, 10, 16, 247.47, 3.76385577, , 0, , 1, 38.9, 35.9, 45.8, 37.5
low-mutation-2, 10, 400, 10, 10, 16, 404.94, 6.07431783, 37, 0.825611999999978, 113105, 1, 38.1, 37.0, 46.2, 37.0
base-low-mutation-2, 10, 400, 10, 10, 16, 252.77, 3.78266103, , 0, , 1, 38.4, 35.4, 45.0, 41.1
low-mutation-2, 10, 400, 10, 10, 16, 410.85, 6.11184020, 64, 0.169832999999983, 182026, 1, 49.5, 38.5, 43.2, 40.4
base-low-mutation-2, 10, 400, 10, 10, 16, 251.27, 3.77700345, , 0, , 1, 39.4, 37.8, 40.2, 37.8
low-mutation-2, 10, 400, 10, 10, 16, 408.70, 6.11385994, 56, 0.547048000000018, 163240, 1, 42.5, 40.4, 41.5, 42.8
base-low-mutation-2, 10, 400, 10, 10, 16, 247.97, 3.75708464, , 0, , 1, 38.9, 36.1, 47.9, 37.0
low-mutation-2, 10, 400, 10, 10, 16, 412.43, 6.11343204, 54, 0.544740999999988, 158670, 1, 40.6, 36.9, 48.1, 37.5
base-low-mutation-2, 10, 400, 10, 10, 16, 258.86, 3.80953067, , 0, , 1, 38.9, 36.4, 39.8, 45.1
low-mutation-2, 10, 400, 10, 10, 16, 403.01, 6.05497866, 36, 1.23082099999999, 110089, 1, 37.9, 35.4, 46.1, 36.6
base-low-mutation-2, 10, 400, 10, 10, 16, 251.02, 3.78640428, , 0, , 1, 37.6, 36.8, 49.4, 39.6
low-mutation-2, 10, 400, 10, 10, 16, 403.24, 6.09617379, 40, 0.781817999999987, 121340, 1, 39.4, 36.6, 47.0, 37.2
base-low-mutation-2, 10, 400, 10, 10, 16, 249.84, 3.77156044, , 0, , 1, 38.4, 36.4, 45.8, 41.1
low-mutation-2, 10, 400, 10, 10, 16, 404.50, 6.09900359, 38, 0.625869000000023, 117896, 1, 38.9, 35.9, 51.2, 36.9
base-low-mutation-2, 10, 400, 10, 10, 16, 260.86, 3.80970499, , 0, , 1, 38.9, 35.9, 43.2, 39.9
low-mutation-2, 10, 400, 10, 10, 16, 405.11, 6.08921483, 28, 0.782480000000021, 88283, 1, 41.0, 38.0, 43.8, 40.9
base-low-mutation-2, 10, 400, 10, 10, 16, 250.72, 3.78046587, , 0, , 1, 39.1, 37.8, 47.1, 37.0
low-mutation-2, 10, 400, 10, 10, 16, 404.64, 6.08324091, 28, 0.553059000000019, 88502, 1, 38.4, 35.4, 40.2, 40.4
base-low-mutation-2, 10, 400, 10, 10, 16, 247.95, 3.75085933, , 0, , 1, 38.4, 35.9, 48.9, 37.2
low-mutation-2, 10, 400, 10, 10, 16, 401.73, 6.09041370, 24, 0.645239000000004, 76406, 1, 39.8, 36.4, 49.5, 40.4
base-low-mutation-2, 10, 400, 10, 10, 16, 251.78, 3.78540917, , 0, , 1, 39.8, 36.4, 35.4, 34.4
low-mutation-2, 10, 400, 10, 10, 16, 405.47, 6.09529957, 53, 0.428062000000011, 155480, 1, 39.8, 38.0, 43.6, 44.6
base-low-mutation-2, 10, 400, 10, 10, 16, 249.94, 3.78404719, , 0, , 1, 37.6, 35.9, 41.0, 37.0
low-mutation-2, 10, 400, 10, 10, 16, 441.01, 6.29672972, 48, 1.10098599999998, 142903, 2, 42.2, 43.2, 43.2, 43.2
base-low-mutation-2, 10, 400, 10, 10, 16, 300.09, 4.00339733, , 0, , 1, 52.4, 39.9, 45.0, 41.1
low-mutation-2, 10, 400, 10, 10, 16, 434.91, 6.22257975, 37, 0.888577999999995, 113281, 1, 46.1, 43.5, 48.0, 40.1
base-low-mutation-2, 10, 400, 10, 10, 16, 273.27, 3.86638280, , 0, , 1, 44.8, 41.4, 44.1, 41.1
