work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2
base-taskset-3, 10, 400, 10, 10, 591.25, 8.73727144, , 0, , 29.6, 29.1
taskset-3, 10, 400, 10, 10, 548.46, 9.58563508, 20, 8.138104, 74846, 34.0, 33.9
base-taskset-3, 10, 400, 10, 10, 361.63, 6.90083434, , 0, , 34.0, 35.4
taskset-3, 10, 400, 10, 10, 538.42, 9.49558839, 14, 7.335695, 52609, 32.5, 33.9
base-taskset-3, 10, 400, 10, 10, 460.71, 7.23218816, , 0, , 44.5, 35.9
taskset-3, 10, 400, 10, 10, 647.70, 9.75742335, 28, 5.617147, 104096, 38.6, 36.1
base-taskset-3, 10, 400, 10, 10, 495.78, 7.22712591, , 0, , 34.5, 39.4
taskset-3, 10, 400, 10, 10, 662.61, 9.76877966, 27, 8.687392, 100410, 57.8, 37.0
base-taskset-3, 10, 400, 10, 10, 442.81, 7.01349815, , 0, , 35.0, 36.2
taskset-3, 10, 400, 10, 10, 605.76, 9.58842809, 13, 6.642387, 48894, 35.0, 35.4
base-taskset-3, 10, 400, 10, 10, 533.16, 7.32587889, , 0, , 35.9, 36.2
taskset-3, 10, 400, 10, 10, 726.78, 10.02149185, 31, 6.479365, 115320, 39.8, 36.2
base-taskset-3, 10, 400, 10, 10, 390.21, 6.92059783, , 0, , 38.4, 36.5
taskset-3, 10, 400, 10, 10, 516.58, 9.44857172, 39, 3.97703300000001, 144579, 34.4, 34.9
base-taskset-3, 10, 400, 10, 10, 438.81, 7.10011219, , 0, , 34.5, 34.9
taskset-3, 10, 400, 10, 10, 751.94, 10.17702673, 14, 6.60164300000001, 52679, 35.0, 35.9
base-taskset-3, 10, 400, 10, 10, 542.04, 7.43934740, , 0, , 35.2, 35.9
taskset-3, 10, 400, 10, 10, 708.61, 10.10283423, 59, 7.06474, 218805, 36.9, 35.9
base-taskset-3, 10, 400, 10, 10, 423.23, 6.99510315, , 0, , 37.1, 36.8
taskset-3, 10, 400, 10, 10, 742.10, 10.15570372, 25, 6.53970000000001, 93092, 35.8, 36.8
base-taskset-3, 10, 400, 10, 10, 528.48, 7.21068058, , 0, , 43.2, 37.5
taskset-3, 10, 400, 10, 10, 615.86, 9.60177527, 33, 5.378782, 122585, 35.9, 35.9
base-taskset-3, 10, 400, 10, 10, 447.38, 7.06739427, , 0, , 36.6, 37.2
taskset-3, 10, 400, 10, 10, 650.92, 9.79708322, 19, 2.470552, 70887, 37.4, 36.2
base-taskset-3, 10, 400, 10, 10, 463.79, 7.12692912, , 0, , 35.8, 36.8
taskset-3, 10, 400, 10, 10, 775.75, 10.28034149, 23, 5.775171, 85763, 42.2, 40.4
base-taskset-3, 10, 400, 10, 10, 565.92, 7.55084278, , 0, , 42.5, 39.0
taskset-3, 10, 400, 10, 10, 613.48, 9.77825391, 37, 6.87183, 137795, 39.4, 38.5
base-taskset-3, 10, 400, 10, 10, 381.52, 7.03011560, , 0, , 34.0, 35.9
