work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-v1, 3, 400, 10, 10, 16, 220.85, 4.78943753, , 0, , 1, 45.2, 35.6, 43.0, 37.8
v1, 3, 400, 10, 10, 16, 288.38, 5.63089297, 15, 0.300090000000012, 18213, 1, 39.9, 37.8, 42.2, 36.8
base-v1, 3, 400, 10, 10, 16, 198.57, 3.82851668, , 0, , 1, 40.6, 37.2, 39.8, 37.2
v1, 3, 400, 10, 10, 16, 306.08, 5.68548603, 17, 0.352139999999963, 20262, 1, 40.2, 37.8, 43.5, 38.2
base-v1, 3, 400, 10, 10, 16, 200.66, 3.84815484, , 0, , 1, 42.0, 38.2, 42.2, 37.2
v1, 3, 400, 10, 10, 16, 304.77, 5.70605605, 17, 0.783532999999977, 20252, 1, 41.2, 37.8, 40.4, 37.8
base-v1, 3, 400, 10, 10, 16, 200.05, 3.84213532, , 0, , 1, 40.4, 38.2, 41.0, 37.8
v1, 3, 400, 10, 10, 16, 298.90, 5.70063324, 16, 0.312166999999988, 19154, 1, 40.1, 37.8, 40.8, 38.2
base-v1, 3, 400, 10, 10, 16, 204.89, 3.82552621, , 0, , 1, 42.5, 38.8, 41.2, 37.8
v1, 3, 400, 10, 10, 16, 305.45, 5.70664581, 15, 0.201442999999983, 17889, 1, 40.8, 37.8, 39.8, 37.8
base-v1, 3, 400, 10, 10, 16, 196.32, 3.79617870, , 0, , 1, 40.1, 37.8, 40.8, 38.8
v1, 3, 400, 10, 10, 16, 279.31, 5.64843662, 14, 0.351790999999992, 16707, 1, 44.5, 38.8, 41.2, 37.8
base-v1, 3, 400, 10, 10, 16, 189.56, 3.78039923, , 0, , 1, 40.4, 37.8, 41.2, 37.8
v1, 3, 400, 10, 10, 16, 471.87, 6.40109303, 12, 0.606177000000002, 14540, 2, 41.5, 41.9, 52.8, 56.0
base-v1, 3, 400, 10, 10, 16, 220.59, 3.93995524, , 0, , 2, 46.9, 63.8, 48.1, 39.4
v1, 3, 400, 10, 10, 16, 332.49, 5.81558395, 14, 0.452141999999981, 16781, 1, 42.8, 38.2, 41.2, 38.2
base-v1, 3, 400, 10, 10, 16, 191.74, 3.82708732, , 0, , 1, 41.8, 38.8, 45.6, 38.2
v1, 3, 400, 10, 10, 16, 360.64, 5.72734167, 17, 0.319371999999987, 20525, 1, 41.8, 38.8, 45.5, 43.5
