work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations
base-cec-mixed-v5, 10, 400, 10, 10, 381.63, 7.38612462, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 603.39, 10.41180558, 16, 8.70146, 59827
base-cec-mixed-v5, 10, 400, 10, 10, 621.08, 8.25301504, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 692.78, 10.77337862, 17, 8.723744, 63441
base-cec-mixed-v5, 10, 400, 10, 10, 395.37, 7.43600650, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 532.22, 10.13166519, 29, 4.11433600000001, 107896
base-cec-mixed-v5, 10, 400, 10, 10, 383.90, 7.30062402, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 521.61, 10.06020589, 34, 6.901853, 126008
base-cec-mixed-v5, 10, 400, 10, 10, 394.20, 7.37519334, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 491.84, 9.95797826, 13, 5.016957, 48804
base-cec-mixed-v5, 10, 400, 10, 10, 375.07, 7.30045074, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 509.82, 10.01329152, 17, 7.920462, 63558
base-cec-mixed-v5, 10, 400, 10, 10, 361.24, 7.20554018, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 657.62, 10.62173258, 15, 6.540426, 56201
base-cec-mixed-v5, 10, 400, 10, 10, 460.79, 7.47478321, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 608.97, 10.21734150, 12, 8.46775100000001, 45152
base-cec-mixed-v5, 10, 400, 10, 10, 368.80, 7.17094484, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 483.91, 9.87074571, 18, 7.39116300000001, 67163
base-cec-mixed-v5, 10, 400, 10, 10, 372.88, 7.26842547, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 531.36, 10.08100661, 42, 6.159357, 156036
base-cec-mixed-v5, 10, 400, 10, 10, 443.67, 7.48322994, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 564.83, 10.24077909, 17, 6.794214, 63598
base-cec-mixed-v5, 10, 400, 10, 10, 414.28, 7.39418375, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 530.58, 10.05950883, 15, 6.09737700000001, 56065
base-cec-mixed-v5, 10, 400, 10, 10, 355.62, 7.18664335, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 543.42, 10.14408958, 13, 4.710179, 48743
base-cec-mixed-v5, 10, 400, 10, 10, 362.54, 7.28719745, , 0, 
cec-mixed-v5, 10, 400, 10, 10, 479.01, 9.90511708, 27, 7.131455, 100439
