work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2
base-hc-64-1, 10, 400, 10, 10, 329.19, 4.51064040, , 0, , 34.4, 36.4
hc-64-1, 10, 400, 10, 10, 524.84, 7.50141273, 17, 16.652565, 207919, 43.2, 42.2
base-hc-64-1, 10, 400, 10, 10, 315.45, 4.50282912, , 0, , 45.2, 41.4
hc-64-1, 10, 400, 10, 10, 530.80, 7.51291450, 31, 11.455478, 374369, 44.8, 40.9
base-hc-64-1, 10, 400, 10, 10, 310.89, 4.44782488, , 0, , 43.2, 39.0
hc-64-1, 10, 400, 10, 10, 528.09, 7.50853527, 21, 11.536545, 253984, 48.5, 38.2
base-hc-64-1, 10, 400, 10, 10, 312.98, 4.43613615, , 0, , 46.4, 41.6
hc-64-1, 10, 400, 10, 10, 521.05, 7.45493159, 22, 9.258944, 267267, 45.6, 42.6
base-hc-64-1, 10, 400, 10, 10, 312.10, 4.42106955, , 0, , 52.9, 37.8
hc-64-1, 10, 400, 10, 10, 580.86, 7.65165586, 18, 9.268506, 213890, 41.8, 43.8
base-hc-64-1, 10, 400, 10, 10, 313.63, 4.47847423, , 0, , 49.1, 45.1
hc-64-1, 10, 400, 10, 10, 522.66, 7.47335100, 31, 9.26568400000001, 372809, 49.1, 44.6
base-hc-64-1, 10, 400, 10, 10, 310.60, 4.43774121, , 0, , 46.2, 43.5
hc-64-1, 10, 400, 10, 10, 525.27, 7.49378761, 16, 12.783352, 192676, 46.2, 41.1
base-hc-64-1, 10, 400, 10, 10, 310.92, 4.41854629, , 0, , 49.1, 42.1
hc-64-1, 10, 400, 10, 10, 537.15, 7.44360076, 32, 7.334204, 389858, 44.1, 46.1
base-hc-64-1, 10, 400, 10, 10, 374.13, 4.72675470, , 0, , 45.0, 43.2
hc-64-1, 10, 400, 10, 10, 539.63, 7.53807508, 31, 11.438357, 373999, 50.0, 44.5
base-hc-64-1, 10, 400, 10, 10, 309.75, 4.45663549, , 0, , 44.8, 42.2
hc-64-1, 10, 400, 10, 10, 731.76, 8.60789498, 25, 10.294838, 298457, 46.2, 42.1
base-hc-64-1, 10, 400, 10, 10, 440.44, 5.05106118, , 0, , 49.6, 46.4
hc-64-1, 10, 400, 10, 10, 793.64, 8.65889814, 35, 8.481955, 422806, 56.5, 50.9
base-hc-64-1, 10, 400, 10, 10, 525.01, 5.43069694, , 0, , 72.2, 45.5
hc-64-1, 10, 400, 10, 10, 758.20, 8.55082276, 32, 6.06791700000001, 385800, 50.0, 49.8
base-hc-64-1, 10, 400, 10, 10, 477.91, 5.18501039, , 0, , 50.0, 45.6
hc-64-1, 10, 400, 10, 10, 696.94, 8.32863009, 28, 9.29106300000001, 335719, 51.1, 47.5
base-hc-64-1, 10, 400, 10, 10, 403.12, 4.81377947, , 0, , 51.0, 47.5
hc-64-1, 10, 400, 10, 10, 631.32, 7.83600743, 18, 9.07549900000001, 219147, 47.1, 47.1
base-hc-64-1, 10, 400, 10, 10, 340.45, 4.55190038, , 0, , 44.2, 47.1
hc-64-1, 10, 400, 10, 10, 577.70, 7.76973997, 22, 10.480256, 268122, 52.2, 41.9
base-hc-64-1, 10, 400, 10, 10, 347.80, 4.64288755, , 0, , 49.4, 42.8
