work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2
base-hc-64-2, 10, 400, 10, 10, 226.84, 5.28675197, , 0, , 27.6, 27.6
hc-64-2, 10, 400, 10, 10, 342.64, 7.18498665, 22, 12.527794, 266134, 36.4, 37.5
base-hc-64-2, 10, 400, 10, 10, 205.98, 4.27055433, , 0, , 34.0, 34.6
hc-64-2, 10, 400, 10, 10, 342.80, 7.18900668, 26, 15.928214, 311684, 31.1, 32.5
base-hc-64-2, 10, 400, 10, 10, 212.47, 4.31188267, , 0, , 30.8, 33.0
hc-64-2, 10, 400, 10, 10, 346.15, 7.17471620, 14, 16.187966, 171798, 31.1, 32.0
base-hc-64-2, 10, 400, 10, 10, 207.04, 4.26684852, , 0, , 31.5, 33.0
hc-64-2, 10, 400, 10, 10, 345.84, 7.17651095, 17, 11.986849, 208349, 31.1, 32.5
base-hc-64-2, 10, 400, 10, 10, 213.14, 4.24718578, , 0, , 55.5, 33.4
hc-64-2, 10, 400, 10, 10, 443.16, 7.51039592, 25, 8.72374600000001, 302032, 38.1, 32.5
base-hc-64-2, 10, 400, 10, 10, 377.88, 4.94916403, , 0, , 39.4, 34.9
hc-64-2, 10, 400, 10, 10, 402.86, 7.38339332, 15, 9.170473, 181044, 40.8, 38.0
base-hc-64-2, 10, 400, 10, 10, 313.26, 4.68514285, , 0, , 34.4, 31.0
hc-64-2, 10, 400, 10, 10, 420.05, 7.37567252, 16, 10.108145, 194146, 35.9, 33.9
base-hc-64-2, 10, 400, 10, 10, 241.82, 4.33870671, , 0, , 33.8, 31.0
hc-64-2, 10, 400, 10, 10, 549.94, 7.91632818, 16, 8.61926100000001, 194779, 43.6, 35.1
base-hc-64-2, 10, 400, 10, 10, 288.60, 4.58099388, , 0, , 50.1, 42.2
hc-64-2, 10, 400, 10, 10, 502.49, 7.71375989, 36, 12.045279, 429556, 43.8, 41.1
base-hc-64-2, 10, 400, 10, 10, 347.34, 4.84903272, , 0, , 34.5, 32.0
hc-64-2, 10, 400, 10, 10, 455.08, 7.55364812, 29, 7.693957, 351751, 36.9, 34.0
base-hc-64-2, 10, 400, 10, 10, 244.70, 4.37034303, , 0, , 42.2, 40.1
hc-64-2, 10, 400, 10, 10, 412.20, 7.36912887, 21, 13.003716, 253559, 40.8, 38.8
base-hc-64-2, 10, 400, 10, 10, 307.76, 4.67505627, , 0, , 41.5, 38.0
hc-64-2, 10, 400, 10, 10, 519.46, 7.86395039, 31, 11.582343, 374903, 42.8, 39.2
base-hc-64-2, 10, 400, 10, 10, 361.43, 4.83616185, , 0, , 40.8, 42.6
hc-64-2, 10, 400, 10, 10, 575.16, 7.93643342, 18, 6.811232, 216111, 51.2, 43.8
base-hc-64-2, 10, 400, 10, 10, 368.39, 4.73283152, , 0, , 38.4, 35.9
hc-64-2, 10, 400, 10, 10, 365.05, 7.12518107, 32, 6.614424, 384951, 35.0, 33.4
base-hc-64-2, 10, 400, 10, 10, 210.21, 4.23847330, , 0, , 40.4, 37.8
hc-64-2, 10, 400, 10, 10, 410.77, 7.25018271, 22, 8.318698, 265861, 34.8, 32.5
base-hc-64-2, 10, 400, 10, 10, 211.55, 4.24026657, , 0, , 34.0, 32.0
hc-64-2, 10, 400, 10, 10, 525.25, 7.86539757, 11, 10.258386, 132611, 34.4, 32.2
base-hc-64-2, 10, 400, 10, 10, 253.03, 4.38003895, , 0, , 46.6, 39.4
hc-64-2, 10, 400, 10, 10, 574.89, 8.06941762, 20, 14.720997, 242327, 39.8, 36.6
base-hc-64-2, 10, 400, 10, 10, 320.45, 4.52459137, , 0, , 37.1, 34.9
hc-64-2, 10, 400, 10, 10, 512.58, 7.69944150, 13, 11.255653, 157620, 35.9, 33.9
base-hc-64-2, 10, 400, 10, 10, 266.85, 4.49553346, , 0, , 35.0, 32.5
hc-64-2, 10, 400, 10, 10, 486.15, 7.60417674, 23, 11.789452, 279451, 35.4, 32.5
base-hc-64-2, 10, 400, 10, 10, 343.83, 4.80060272, , 0, , 35.4, 32.5
hc-64-2, 10, 400, 10, 10, 470.70, 7.60319582, 20, 10.233333, 243568, 35.0, 32.5
base-hc-64-2, 10, 400, 10, 10, 254.62, 4.54129315, , 0, , 36.4, 33.4
hc-64-2, 10, 400, 10, 10, 556.78, 7.99401323, 24, 4.565798, 292260, 33.5, 32.0
base-hc-64-2, 10, 400, 10, 10, 257.30, 4.46487817, , 0, , 35.2, 33.4
hc-64-2, 10, 400, 10, 10, 484.62, 7.65967838, 31, 5.04989400000001, 379587, 35.0, 33.4
base-hc-64-2, 10, 400, 10, 10, 309.83, 4.65598449, , 0, , 35.9, 33.9
