work,dimension,population_size,max_gens,alpha,RAM,PKG,seconds,generations,diff_fitness,evaluations,initial_temp
intel, 5, 400, 10, 10, 37.31, 160.63, 28.18911262, 13, 0.219788999999992, 48969, 60.0
base-intel, 5, 400, 10, 10, 28.00, 113.66, 20.33371049, , 0, , 60.0
intel, 5, 400, 10, 10, 51.92, 176.56, 33.34856647, 26, 0.0691110000000208, 96980, 60.0
base-intel, 5, 400, 10, 10, 24.48, 121.51, 20.35913377, , 0, , 60.0
intel, 5, 400, 10, 10, 30.36, 159.07, 26.66058338, 24, 0.121753000000012, 89776, 60.0
base-intel, 5, 400, 10, 10, 22.25, 116.76, 19.59816775, , 0, , 62.0
intel, 5, 400, 10, 10, 32.13, 158.40, 27.44792898, 14, 0.236331000000007, 52798, 60.0
base-intel, 5, 400, 10, 10, 23.78, 118.88, 19.90986621, , 0, , 59.0
intel, 5, 400, 10, 10, 32.58, 163.28, 27.50112012, 27, 0.283070000000009, 100745, 61.0
base-intel, 5, 400, 10, 10, 24.87, 117.63, 19.84354554, , 0, , 60.0
intel, 5, 400, 10, 10, 33.69, 153.72, 27.21760508, 22, 0.117521000000011, 82263, 59.0
base-intel, 5, 400, 10, 10, 28.16, 112.80, 20.44532051, , 0, , 60.0
intel, 5, 400, 10, 10, 38.00, 153.82, 28.13259716, 39, 0.10083800000001, 145187, 59.0
base-intel, 5, 400, 10, 10, 15.45, 106.76, 17.05753152, , 0, , 59.0
intel, 5, 400, 10, 10, 24.50, 148.53, 24.32167378, 19, 0.0410340000000247, 71319, 59.0
base-intel, 5, 400, 10, 10, 27.69, 112.93, 20.07657521, , 0, , 59.0
intel, 5, 400, 10, 10, 39.00, 155.59, 27.93137283, 17, 0.038503999999989, 63779, 59.0
base-intel, 5, 400, 10, 10, 24.72, 111.06, 19.53627669, , 0, , 58.0
intel, 5, 400, 10, 10, 35.11, 165.05, 28.53428271, 24, 0.0457470000000058, 89670, 58.0
base-intel, 5, 400, 10, 10, 23.46, 117.71, 19.79802876, , 0, , 59.0
intel, 5, 400, 10, 10, 30.02, 158.69, 26.64727919, 30, 0.116489999999999, 111725, 65.0
base-intel, 5, 400, 10, 10, 32.36, 133.09, 23.67814241, , 0, , 59.0
base-intel, 5, 400, 25, 10, 27.56, 115.62, 20.83573597, , 0, , 61.0
intel, 5, 400, 25, 10, 41.23, 159.67, 29.18446129, 34, 0.0782229999999799, 127023, 58.0
base-intel, 5, 400, 25, 10, 28.30, 114.84, 20.36232649, , 0, , 60.0
intel, 5, 400, 25, 10, 38.08, 157.34, 28.20792890, 39, 0.0543160000000285, 145229, 60.0
base-intel, 5, 400, 25, 10, 25.47, 122.73, 20.50273460, , 0, , 60.0
intel, 5, 400, 25, 10, 32.60, 160.38, 27.52153759, 43, 0.124402000000032, 160059, 60.0
base-intel, 5, 400, 25, 10, 24.52, 115.86, 19.82780415, , 0, , 60.0
intel, 5, 400, 25, 10, 33.18, 160.71, 27.46269625, 27, 0.032369000000017, 100751, 59.0
base-intel, 5, 400, 25, 10, 26.99, 125.31, 20.96668340, , 0, , 65.0
intel, 5, 400, 25, 10, 33.63, 157.59, 27.65580063, 38, 0.115218000000027, 141724, 62.0
base-intel, 5, 400, 25, 10, 28.56, 117.86, 20.79195864, , 0, , 60.0
intel, 5, 400, 25, 10, 38.11, 165.48, 28.93077942, 40, 0.190512000000012, 148444, 60.0
base-intel, 5, 400, 25, 10, 23.04, 115.60, 19.51560017, , 0, , 59.0
intel, 5, 400, 25, 10, 31.46, 159.58, 26.95931619, 66, 0.0337680000000091, 245118, 66.0
base-intel, 5, 400, 25, 10, 24.69, 119.13, 20.18305464, , 0, , 60.0
intel, 5, 400, 25, 10, 39.39, 174.94, 30.41013776, 91, 0.0760210000000257, 337841, 60.0
base-intel, 5, 400, 25, 10, 19.34, 108.53, 18.31883678, , 0, , 59.0
intel, 5, 400, 25, 10, 28.81, 159.57, 25.94754990, 66, 0.147430999999983, 244729, 58.0
base-intel, 5, 400, 25, 10, 20.06, 108.66, 18.45437359, , 0, , 63.0
intel, 5, 400, 25, 10, 27.09, 149.84, 25.33270656, 42, 0.0765140000000315, 156262, 59.0
base-intel, 5, 400, 25, 10, 26.43, 126.06, 21.33618814, , 0, , 59.0
intel, 5, 400, 25, 10, 36.80, 169.27, 28.97749705, 48, 0.177884000000006, 178953, 59.0
base-intel, 5, 400, 25, 10, 19.03, 111.05, 18.40216995, , 0, , 59.0
intel, 5, 400, 25, 10, 28.29, 156.11, 26.23066319, 28, 0.131388000000015, 104388, 60.0
base-intel, 5, 400, 25, 10, 19.07, 113.53, 18.29862588, , 0, , 58.0
intel, 5, 400, 25, 10, 38.60, 170.04, 29.43104684, 34, 0.172134000000028, 126413, 60.0
base-intel, 5, 400, 25, 10, 25.31, 120.06, 20.32470196, , 0, , 59.0
intel, 5, 400, 25, 10, 30.84, 162.27, 26.75572229, 28, 0.182335000000023, 104571, 58.0
base-intel, 5, 400, 25, 10, 19.74, 113.31, 18.37860575, , 0, , 59.0
intel, 5, 400, 25, 10, 27.49, 155.95, 25.68834333, 61, 0.055548999999985, 226594, 59.0
base-intel, 5, 400, 25, 10, 28.28, 127.36, 21.71252383, , 0, , 60.0
intel, 5, 400, 25, 10, 31.82, 161.72, 27.18428881, 79, 0.0613450000000171, 293367, 60.0
base-intel, 5, 400, 25, 10, 30.98, 118.05, 21.27622405, , 0, , 60.0
intel, 5, 400, 25, 10, 39.68, 157.94, 28.86537733, 95, 0.0867739999999912, 352374, 59.0
base-intel, 5, 400, 25, 10, 29.61, 127.44, 21.83858726, , 0, , 60.0
intel, 5, 400, 25, 10, 30.19, 160.23, 26.72747218, 58, 0.0874979999999823, 215552, 60.0
base-intel, 5, 400, 25, 10, 28.13, 125.64, 21.24948565, , 0, , 59.0
intel, 5, 400, 25, 10, 36.17, 162.18, 28.11055542, 38, 0.130082000000016, 141393, 59.0
base-intel, 5, 400, 25, 10, 22.00, 115.14, 19.36362309, , 0, , 61.0
intel, 5, 400, 25, 10, 31.49, 157.12, 26.66540175, 49, 0.128128000000004, 182180, 59.0
base-intel, 5, 400, 25, 10, 30.64, 126.47, 22.07995046, , 0, , 63.0
intel, 5, 400, 25, 10, 33.27, 163.12, 27.51565805, 67, 0.126502000000016, 248891, 59.0
base-intel, 5, 400, 25, 10, 26.06, 116.42, 20.45870102, , 0, , 59.0
intel, 5, 400, 25, 10, 30.33, 158.04, 26.39808483, 31, 0.191015999999991, 115504, 63.0
base-intel, 5, 400, 25, 10, 26.26, 113.53, 20.25237981, , 0, , 60.0
intel, 5, 400, 25, 10, 62.49, 209.31, 37.70278406, 64, 0.0342600000000175, 237739, 59.0
base-intel, 5, 400, 25, 10, 32.01, 129.65, 22.90562251, , 0, , 61.0
intel, 5, 400, 25, 10, 33.39, 164.13, 27.67859841, 38, 0.0705389999999966, 141507, 60.0
base-intel, 5, 400, 25, 10, 29.62, 119.01, 21.31618364, , 0, , 60.0
intel, 5, 400, 25, 10, 37.21, 158.34, 27.94010702, 50, 0.163352000000032, 185621, 60.0
base-intel, 5, 400, 25, 10, 34.41, 119.27, 22.25179465, , 0, , 59.0
intel, 5, 400, 25, 10, 42.47, 152.42, 28.83397280, 32, 0.191380999999978, 119134, 59.0
base-intel, 5, 400, 25, 10, 27.05, 113.00, 20.21120312, , 0, , 59.0
intel, 5, 400, 25, 10, 44.09, 171.13, 30.70932727, 64, 0.0609670000000051, 237650, 60.0
base-intel, 5, 400, 25, 10, 38.59, 132.44, 24.82336237, , 0, , 63.0
intel, 5, 400, 25, 10, 47.04, 167.22, 31.92380792, 28, 0.0917830000000208, 104661, 59.0
base-intel, 5, 400, 25, 10, 34.95, 126.12, 23.33418285, , 0, , 61.0
intel, 5, 400, 25, 10, 42.23, 168.90, 30.43159736, 39, 0.0530650000000037, 145034, 62.0
base-intel, 5, 400, 25, 10, 32.76, 125.55, 22.86635567, , 0, , 60.0
intel, 5, 400, 25, 10, 34.75, 169.12, 29.18740956, 36, 0.104342000000031, 134235, 60.0
base-intel, 5, 400, 25, 10, 23.62, 118.63, 20.05141644, , 0, , 60.0
base-intel, 5, 200, 10, 10, 25.99, 115.04, 20.22153390, , 0, , 63.0
intel, 5, 200, 10, 10, 35.59, 158.82, 27.64652620, 35, 0.0932359999999903, 65339, 60.0
base-intel, 5, 200, 10, 10, 19.81, 108.29, 18.30501843, , 0, , 60.0
intel, 5, 200, 10, 10, 39.05, 156.70, 28.84611424, 32, 0.187901000000011, 59550, 60.0
base-intel, 5, 200, 10, 10, 26.22, 119.16, 20.65307913, , 0, , 59.0
intel, 5, 200, 10, 10, 39.15, 158.96, 28.54374524, 19, 0.328632000000027, 35596, 59.0
base-intel, 5, 200, 10, 10, 28.00, 120.83, 20.60113512, , 0, , 60.0
intel, 5, 200, 10, 10, 43.81, 165.71, 30.66521958, 23, 0.0999310000000264, 42858, 62.0
base-intel, 5, 200, 10, 10, 27.24, 117.02, 21.02678099, , 0, , 60.0
intel, 5, 200, 10, 10, 35.92, 156.78, 28.13466253, 16, 0.174441999999999, 30112, 60.0
base-intel, 5, 200, 10, 10, 27.49, 117.58, 21.11057451, , 0, , 60.0
intel, 5, 200, 10, 10, 33.90, 152.56, 27.40891214, 15, 0.232324000000006, 28356, 60.0
base-intel, 5, 200, 10, 10, 25.78, 113.07, 20.30375926, , 0, , 60.0
intel, 5, 200, 10, 10, 34.58, 155.44, 27.52341353, 16, 0.270821000000012, 29996, 60.0
base-intel, 5, 200, 10, 10, 24.40, 112.87, 19.78476432, , 0, , 60.0
intel, 5, 200, 10, 10, 33.23, 153.13, 27.14365736, 27, 0.0381419999999935, 50265, 60.0
base-intel, 5, 200, 10, 10, 16.65, 106.23, 17.50919877, , 0, , 60.0
intel, 5, 200, 10, 10, 22.43, 146.32, 23.77499496, 23, 0.162923000000035, 43094, 60.0
base-intel, 5, 200, 10, 10, 15.56, 107.19, 17.09560551, , 0, , 61.0
intel, 5, 200, 10, 10, 22.66, 146.79, 23.79490884, 16, 0.0731130000000348, 30053, 60.0
base-intel, 5, 200, 10, 10, 16.16, 106.96, 17.17822899, , 0, , 60.0
intel, 5, 200, 10, 10, 21.03, 145.36, 23.32279617, 32, 0.241208000000029, 59517, 59.0
base-intel, 5, 200, 10, 10, 16.42, 109.65, 17.34223884, , 0, , 59.0
intel, 5, 200, 10, 10, 21.31, 143.34, 23.40096899, 20, 0.150062999999989, 37407, 59.0
base-intel, 5, 200, 10, 10, 16.49, 106.02, 17.24571644, , 0, , 60.0
intel, 5, 200, 10, 10, 22.28, 149.09, 23.65030295, 15, 0.123169000000019, 28274, 59.0
base-intel, 5, 200, 10, 10, 16.25, 108.99, 17.30103131, , 0, , 58.0
intel, 5, 200, 10, 10, 21.36, 146.64, 23.44821180, 19, 0.158202000000017, 35564, 64.0
base-intel, 5, 200, 10, 10, 16.47, 107.29, 17.36511071, , 0, , 59.0
intel, 5, 200, 10, 10, 22.02, 144.75, 23.64610893, 16, 0.261477000000014, 29970, 59.0
base-intel, 5, 200, 10, 10, 15.77, 106.80, 17.29167392, , 0, , 59.0
intel, 5, 200, 10, 10, 22.28, 149.12, 23.73928757, 16, 0.257044000000008, 30057, 60.0
base-intel, 5, 200, 10, 10, 16.79, 107.67, 17.51819415, , 0, , 58.0
intel, 5, 200, 10, 10, 21.73, 147.74, 23.44277706, 15, 0.300121999999988, 28328, 58.0
base-intel, 5, 200, 10, 10, 15.93, 109.40, 17.07850676, , 0, , 59.0
intel, 5, 200, 10, 10, 24.42, 152.14, 24.88831504, 28, 0.0663049999999998, 52302, 59.0
base-intel, 5, 200, 10, 10, 17.25, 109.17, 17.81280927, , 0, , 60.0
intel, 5, 200, 10, 10, 22.12, 147.76, 23.78233170, 18, 0.23034899999999, 33578, 62.0
base-intel, 5, 200, 10, 10, 15.96, 108.90, 17.24767625, , 0, , 61.0
intel, 5, 200, 10, 10, 21.22, 145.64, 23.38416235, 14, 0.418006999999989, 26297, 59.0
base-intel, 5, 200, 10, 10, 16.20, 108.99, 17.22645490, , 0, , 58.0
intel, 5, 200, 10, 10, 22.14, 151.83, 23.81920708, 15, 0.358424000000014, 28245, 58.0
base-intel, 5, 200, 10, 10, 16.04, 105.75, 17.23252554, , 0, , 61.0
intel, 5, 200, 10, 10, 22.03, 149.61, 23.71607676, 34, 0.176807999999994, 63399, 61.0
base-intel, 5, 200, 10, 10, 16.18, 109.75, 17.44100043, , 0, , 63.0
intel, 5, 200, 10, 10, 21.01, 145.00, 23.37603691, 15, 0.405505000000005, 28200, 61.0
base-intel, 5, 200, 10, 10, 15.84, 105.71, 17.14785933, , 0, , 62.0
intel, 5, 200, 10, 10, 23.09, 148.99, 24.24490565, 15, 0.420187999999996, 28182, 61.0
base-intel, 5, 200, 10, 10, 19.05, 111.29, 18.19355035, , 0, , 60.0
intel, 5, 200, 10, 10, 33.34, 159.11, 27.61991375, 21, 0.284149000000014, 39301, 61.0
base-intel, 5, 200, 10, 10, 16.13, 109.41, 17.31522677, , 0, , 62.0
intel, 5, 200, 10, 10, 23.94, 147.15, 23.96101318, 15, 0.162959999999998, 28195, 61.0
base-intel, 5, 200, 10, 10, 16.00, 105.16, 17.21855911, , 0, , 59.0
intel, 5, 200, 10, 10, 22.37, 147.74, 23.59783477, 17, 0.28115600000001, 31723, 58.0
base-intel, 5, 200, 10, 10, 16.02, 107.55, 17.23464957, , 0, , 60.0
intel, 5, 200, 10, 10, 22.80, 144.71, 23.84661279, 15, 0.171522999999979, 28083, 58.0
base-intel, 5, 200, 10, 10, 17.19, 108.01, 17.52087281, , 0, , 59.0
intel, 5, 200, 10, 10, 23.19, 148.50, 24.02149474, 32, 0.360150000000033, 59509, 60.0
base-intel, 5, 200, 10, 10, 16.72, 106.90, 17.51471071, , 0, , 60.0
intel, 5, 200, 10, 10, 23.60, 152.59, 24.07584452, 16, 0.134037000000035, 29953, 62.0
base-intel, 5, 200, 10, 10, 15.59, 107.12, 17.23163289, , 0, , 62.0
base-intel, 5, 200, 25, 10, 16.25, 107.71, 17.37377750, , 0, , 60.0
intel, 5, 200, 25, 10, 23.15, 143.84, 23.90572500, 37, 0.0977730000000179, 68911, 65.0
base-intel, 5, 200, 25, 10, 16.10, 108.02, 17.39373601, , 0, , 60.0
intel, 5, 200, 25, 10, 22.83, 150.05, 24.08032971, 45, 0.093640999999991, 83604, 60.0
base-intel, 5, 200, 25, 10, 17.12, 106.92, 17.52795848, , 0, , 59.0
intel, 5, 200, 25, 10, 43.64, 176.31, 30.55745965, 106, 0.123996000000034, 196374, 60.0
base-intel, 5, 200, 25, 10, 17.54, 109.73, 17.86470597, , 0, , 64.0
intel, 5, 200, 25, 10, 36.35, 162.89, 28.44556937, 55, 0.102499000000023, 102191, 60.0
base-intel, 5, 200, 25, 10, 19.78, 111.03, 18.35294807, , 0, , 62.0
intel, 5, 200, 25, 10, 23.83, 147.77, 24.41899250, 54, 0.139126000000033, 100381, 61.0
base-intel, 5, 200, 25, 10, 18.02, 109.79, 17.81076351, , 0, , 61.0
intel, 5, 200, 25, 10, 21.46, 146.22, 23.81903662, 56, 0.0727570000000242, 104205, 60.0
base-intel, 5, 200, 25, 10, 15.47, 107.39, 17.00484605, , 0, , 61.0
intel, 5, 200, 25, 10, 21.79, 149.82, 23.95149909, 62, 0.0955170000000294, 115183, 60.0
base-intel, 5, 200, 25, 10, 15.26, 103.60, 16.94170177, , 0, , 58.0
intel, 5, 200, 25, 10, 23.06, 151.93, 24.06284307, 56, 0.0330769999999916, 104061, 58.0
base-intel, 5, 200, 25, 10, 27.41, 119.50, 20.68514887, , 0, , 62.0
intel, 5, 200, 25, 10, 44.74, 174.71, 30.62889289, 53, 0.046779000000015, 98468, 66.0
base-intel, 5, 200, 25, 10, 21.83, 114.37, 18.79280581, , 0, , 61.0
intel, 5, 200, 25, 10, 40.26, 168.56, 29.14791655, 43, 0.0628360000000043, 79969, 63.0
base-intel, 5, 200, 25, 10, 27.23, 118.46, 20.34174607, , 0, , 60.0
intel, 5, 200, 25, 10, 53.55, 173.70, 33.07127575, 33, 0.115963000000022, 61520, 62.0
base-intel, 5, 200, 25, 10, 39.37, 128.50, 24.11926447, , 0, , 60.0
intel, 5, 200, 25, 10, 50.68, 180.53, 32.00065589, 118, 0.0174710000000005, 218338, 61.0
base-intel, 5, 200, 25, 10, 32.26, 124.97, 22.15846838, , 0, , 61.0
intel, 5, 200, 25, 10, 48.92, 170.43, 31.88048094, 51, 0.0648970000000304, 94749, 60.0
base-intel, 5, 200, 25, 10, 31.08, 121.88, 21.77136033, , 0, , 66.0
intel, 5, 200, 25, 10, 36.69, 163.95, 28.06574543, 27, 0.401407000000006, 50212, 59.0
base-intel, 5, 200, 25, 10, 21.96, 111.88, 19.00651080, , 0, , 59.0
intel, 5, 200, 25, 10, 45.79, 172.80, 30.71092754, 61, 0.0585010000000352, 113139, 60.0
base-intel, 5, 200, 25, 10, 36.94, 127.52, 23.27430294, , 0, , 60.0
intel, 5, 200, 25, 10, 85.42, 229.73, 45.47712683, 69, 0.22607099999999, 127568, 58.0
base-intel, 5, 200, 25, 10, 37.13, 127.97, 23.92783833, , 0, , 59.0
intel, 5, 200, 25, 10, 59.82, 195.21, 35.96245782, 50, 0.210583999999983, 93024, 58.0
base-intel, 5, 200, 25, 10, 30.28, 123.01, 21.53748629, , 0, , 62.0
intel, 5, 200, 25, 10, 39.00, 163.94, 28.83580072, 79, 0.161323999999979, 146601, 59.0
base-intel, 5, 200, 25, 10, 34.99, 123.48, 22.77711252, , 0, , 60.0
intel, 5, 200, 25, 10, 32.40, 160.05, 27.17228304, 40, 0.0931390000000079, 74481, 59.0
base-intel, 5, 200, 25, 10, 29.42, 122.68, 21.32813568, , 0, , 60.0
intel, 5, 200, 25, 10, 44.41, 169.14, 30.57838209, 47, 0.144976999999983, 87338, 60.0
base-intel, 5, 200, 25, 10, 31.69, 118.68, 21.84430700, , 0, , 59.0
intel, 5, 200, 25, 10, 41.83, 159.90, 29.61069995, 41, 0.0376939999999877, 76166, 58.0
base-intel, 5, 200, 25, 10, 19.62, 110.86, 18.27771724, , 0, , 60.0
intel, 5, 200, 25, 10, 41.25, 161.47, 29.17107742, 31, 0.045784000000026, 57779, 59.0
base-intel, 5, 200, 25, 10, 33.90, 122.55, 22.89403699, , 0, , 58.0
intel, 5, 200, 25, 10, 34.54, 160.83, 27.95070629, 43, 0.149783000000014, 79727, 60.0
base-intel, 5, 200, 25, 10, 27.14, 124.71, 21.02461270, , 0, , 60.0
intel, 5, 200, 25, 10, 33.32, 164.64, 27.75323333, 36, 0.209562000000005, 66859, 62.0
base-intel, 5, 200, 25, 10, 25.99, 124.65, 20.63367951, , 0, , 58.0
intel, 5, 200, 25, 10, 46.93, 167.99, 30.63147003, 43, 0.137962000000016, 79815, 60.0
base-intel, 5, 200, 25, 10, 30.71, 114.22, 21.22260998, , 0, , 59.0
intel, 5, 200, 25, 10, 38.83, 158.16, 28.43374576, 40, 0.224080000000015, 74219, 58.0
base-intel, 5, 200, 25, 10, 21.99, 109.40, 18.89124841, , 0, , 60.0
intel, 5, 200, 25, 10, 39.62, 160.89, 29.02282299, 38, 0.217786999999987, 70587, 60.0
base-intel, 5, 200, 25, 10, 33.05, 116.21, 22.01190422, , 0, , 61.0
intel, 5, 200, 25, 10, 39.19, 162.19, 29.17481894, 45, 0.120900000000006, 83545, 60.0
base-intel, 5, 200, 25, 10, 23.21, 118.41, 19.76614640, , 0, , 59.0
intel, 5, 200, 25, 10, 37.86, 166.40, 29.21960776, 42, 0.102349000000004, 77872, 60.0
base-intel, 5, 200, 25, 10, 26.16, 125.33, 20.87884279, , 0, , 59.0
intel, 5, 200, 25, 10, 37.79, 166.72, 29.44891910, 38, 0.185643000000027, 70834, 60.0
base-intel, 5, 200, 25, 10, 25.69, 119.12, 20.56066314, , 0, , 59.0
base-intel, 3, 400, 10, 10, 29.54, 126.29, 22.02512389, , 0, , 59.0
intel, 3, 400, 10, 10, 32.97, 161.16, 27.65645197, 28, 0.000294999999994161, 102900, 59.0
base-intel, 3, 400, 10, 10, 25.00, 119.22, 20.30314097, , 0, , 59.0
intel, 3, 400, 10, 10, 31.60, 163.68, 26.96886977, 21, 0.000599000000022443, 77480, 60.0
base-intel, 3, 400, 10, 10, 20.97, 116.62, 19.09049059, , 0, , 63.0
intel, 3, 400, 10, 10, 37.92, 164.74, 28.99903263, 20, 0.00419099999999162, 73842, 60.0
base-intel, 3, 400, 10, 10, 27.76, 115.30, 20.65966983, , 0, , 59.0
intel, 3, 400, 10, 10, 48.92, 172.73, 32.51722554, 43, 0.000303000000030806, 157152, 64.0
base-intel, 3, 400, 10, 10, 26.43, 124.51, 21.01734663, , 0, , 59.0
intel, 3, 400, 10, 10, 32.57, 161.16, 27.62306565, 15, 0.00262100000003329, 55661, 60.0
base-intel, 3, 400, 10, 10, 30.25, 131.88, 22.24926775, , 0, , 58.0
intel, 3, 400, 10, 10, 34.08, 160.70, 27.55440538, 20, 0.000270000000000437, 73790, 58.0
base-intel, 3, 400, 10, 10, 26.46, 120.91, 20.73040534, , 0, , 59.0
intel, 3, 400, 10, 10, 41.91, 173.46, 29.97096101, 35, 0.00160199999999122, 128524, 59.0
base-intel, 3, 400, 10, 10, 27.37, 123.89, 21.12123891, , 0, , 60.0
intel, 3, 400, 10, 10, 41.07, 176.77, 30.26017779, 21, 0.00344200000000683, 77630, 59.0
base-intel, 3, 400, 10, 10, 25.42, 121.71, 20.78443091, , 0, , 58.0
intel, 3, 400, 10, 10, 29.55, 157.50, 26.42358772, 30, 0.000152000000014141, 110342, 60.0
base-intel, 3, 400, 10, 10, 23.00, 114.95, 19.72484990, , 0, , 59.0
intel, 3, 400, 10, 10, 32.57, 157.68, 27.02236656, 18, 0.000966000000005351, 66596, 58.0
base-intel, 3, 400, 10, 10, 33.99, 117.43, 22.66254534, , 0, , 60.0
intel, 3, 400, 10, 10, 36.66, 153.06, 27.75677169, 23, 0.000152000000014141, 84684, 59.0
base-intel, 3, 400, 10, 10, 27.85, 115.66, 20.59621254, , 0, , 59.0
intel, 3, 400, 10, 10, 42.67, 157.03, 29.74672496, 24, 0.000940000000014152, 88460, 60.0
base-intel, 3, 400, 10, 10, 30.35, 116.79, 20.93209734, , 0, , 60.0
intel, 3, 400, 10, 10, 33.24, 158.78, 27.66039827, 26, 0.00126199999999699, 95751, 59.0
base-intel, 3, 400, 10, 10, 29.06, 127.44, 21.91701382, , 0, , 61.0
intel, 3, 400, 10, 10, 32.07, 158.24, 27.10657515, 22, 0.00155999999998357, 81344, 60.0
base-intel, 3, 400, 10, 10, 25.36, 121.60, 20.59528365, , 0, , 59.0
intel, 3, 400, 10, 10, 37.54, 169.92, 29.14683065, 18, 0.000277999999980238, 66645, 63.0
base-intel, 3, 400, 10, 10, 24.34, 117.23, 20.30276384, , 0, , 61.0
intel, 3, 400, 10, 10, 42.35, 169.49, 30.24976808, 21, 0.00208500000002232, 77539, 64.0
base-intel, 3, 400, 10, 10, 24.45, 116.16, 20.18792004, , 0, , 61.0
intel, 3, 400, 10, 10, 35.01, 162.37, 28.28256442, 32, 0.00074899999998479, 117590, 61.0
base-intel, 3, 400, 10, 10, 33.13, 119.28, 22.43162590, , 0, , 65.0
intel, 3, 400, 10, 10, 41.68, 159.41, 29.32230213, 15, 0.001041999999984, 55635, 59.0
base-intel, 3, 400, 10, 10, 32.59, 116.66, 21.96293336, , 0, , 61.0
intel, 3, 400, 10, 10, 36.39, 160.35, 28.25141671, 27, 0.00043199999998933, 99190, 59.0
base-intel, 3, 400, 10, 10, 24.13, 119.91, 20.20883229, , 0, , 60.0
intel, 3, 400, 10, 10, 28.11, 156.83, 25.77720271, 19, 0.00247400000000653, 70136, 62.0
base-intel, 3, 400, 10, 10, 27.34, 119.08, 20.75637893, , 0, , 61.0
intel, 3, 400, 10, 10, 39.29, 162.91, 29.30531329, 38, 0.000303000000030806, 139279, 59.0
base-intel, 3, 400, 10, 10, 25.37, 118.52, 20.32742769, , 0, , 60.0
intel, 3, 400, 10, 10, 38.76, 158.08, 28.53388164, 18, 0.00114100000001827, 66449, 60.0
base-intel, 3, 400, 10, 10, 30.53, 124.69, 22.16638100, , 0, , 64.0
intel, 3, 400, 10, 10, 30.57, 155.93, 26.44815180, 19, 0.000183999999990192, 70361, 60.0
base-intel, 3, 400, 10, 10, 25.41, 118.98, 20.25402955, , 0, , 58.0
intel, 3, 400, 10, 10, 38.44, 166.71, 29.26269842, 18, 0.000603000000012344, 66677, 59.0
base-intel, 3, 400, 10, 10, 31.20, 128.38, 22.47870917, , 0, , 59.0
intel, 3, 400, 10, 10, 31.58, 156.12, 26.88265101, 20, 0.00132999999999583, 73890, 61.0
base-intel, 3, 400, 10, 10, 31.95, 128.72, 23.04637759, , 0, , 62.0
intel, 3, 400, 10, 10, 33.02, 163.05, 27.72131856, 15, 0.00293099999998958, 55609, 59.0
base-intel, 3, 400, 10, 10, 23.54, 113.57, 19.99344436, , 0, , 63.0
intel, 3, 400, 10, 10, 21.92, 147.85, 23.94867602, 37, 0.000423000000012053, 135669, 60.0
base-intel, 3, 400, 10, 10, 18.12, 113.76, 18.18076155, , 0, , 60.0
intel, 3, 400, 10, 10, 24.06, 151.25, 24.86309912, 15, 6.00000000190448e-05, 55844, 58.0
base-intel, 3, 400, 10, 10, 16.16, 107.77, 17.45492398, , 0, , 63.0
intel, 3, 400, 10, 10, 22.39, 150.72, 24.04797952, 41, 0.00055400000002237, 150294, 59.0
base-intel, 3, 400, 10, 10, 17.54, 111.23, 18.09441072, , 0, , 58.0
intel, 3, 400, 10, 10, 23.59, 152.09, 24.87454111, 36, 0.000631999999995969, 131954, 61.0
base-intel, 3, 400, 10, 10, 16.12, 108.28, 17.25425303, , 0, , 59.0
base-intel, 3, 400, 25, 10, 15.91, 109.99, 17.41394333, , 0, , 59.0
intel, 3, 400, 25, 10, 21.79, 147.28, 23.87620517, 62, 0.000146000000029289, 226733, 60.0
base-intel, 3, 400, 25, 10, 16.62, 108.63, 17.60143920, , 0, , 59.0
intel, 3, 400, 25, 10, 22.92, 148.07, 24.30322566, 32, 0.000652999999999793, 117747, 60.0
base-intel, 3, 400, 25, 10, 17.55, 108.01, 17.92520695, , 0, , 60.0
intel, 3, 400, 25, 10, 24.96, 154.55, 25.16149694, 49, 0.00154500000002145, 178984, 58.0
base-intel, 3, 400, 25, 10, 17.53, 109.93, 17.97823981, , 0, , 60.0
intel, 3, 400, 25, 10, 24.60, 152.23, 25.05601074, 41, 0.00172600000001921, 150424, 60.0
base-intel, 3, 400, 25, 10, 17.83, 112.03, 18.12620417, , 0, , 60.0
intel, 3, 400, 25, 10, 24.16, 153.74, 24.81858737, 64, 0.000524999999981901, 233822, 58.0
base-intel, 3, 400, 25, 10, 17.63, 111.16, 18.10547739, , 0, , 60.0
intel, 3, 400, 25, 10, 23.95, 149.75, 24.62795096, 53, 0.000854000000003907, 193909, 61.0
base-intel, 3, 400, 25, 10, 17.72, 108.42, 18.13707677, , 0, , 59.0
intel, 3, 400, 25, 10, 24.68, 150.79, 25.21440231, 65, 0.000769999999988613, 237360, 58.0
base-intel, 3, 400, 25, 10, 17.79, 111.24, 18.09025062, , 0, , 60.0
intel, 3, 400, 25, 10, 24.36, 156.69, 25.01878026, 52, 0.00107700000000932, 189809, 58.0
base-intel, 3, 400, 25, 10, 17.53, 111.58, 17.95730230, , 0, , 60.0
intel, 3, 400, 25, 10, 23.71, 152.02, 24.58330033, 29, 0.00151699999997845, 106616, 58.0
base-intel, 3, 400, 25, 10, 17.70, 110.35, 18.15820234, , 0, , 65.0
intel, 3, 400, 25, 10, 23.68, 147.29, 24.57423959, 38, 0.00023199999998269, 139256, 58.0
