work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-v2, 10, 400, 10, 10, 16, 202.99, 3.85957064, , 0, , 1, 36.4, 35.4, 56.2, 38.2
v2, 10, 400, 10, 10, 16, 279.84, 6.03996082, 84, 0.00507700000002842, 232425, 1, 64.4, 38.8, 40.2, 38.2
base-v2, 10, 400, 10, 10, 16, 158.88, 3.69723828, , 0, , 1, 40.2, 38.8, 45.5, 37.8
v2, 10, 400, 10, 10, 16, 280.94, 5.96883987, 85, 0.00589600000000701, 234725, 1, 42.0, 38.2, 40.8, 37.8
base-v2, 10, 400, 10, 10, 16, 182.72, 3.72898583, , 0, , 1, 40.6, 38.2, 40.2, 38.8
v2, 10, 400, 10, 10, 16, 268.44, 5.93301051, 159, 0.00202100000001337, 407132, 1, 39.8, 39.0, 40.1, 38.2
base-v2, 10, 400, 10, 10, 16, 167.30, 3.67277027, , 0, , 1, 40.1, 38.2, 41.2, 38.8
v2, 10, 400, 10, 10, 16, 266.17, 5.99352538, 119, 0.00130400000000463, 314580, 1, 40.2, 38.8, 42.0, 37.8
base-v2, 10, 400, 10, 10, 16, 166.71, 3.69475452, , 0, , 1, 41.2, 38.8, 41.2, 38.8
v2, 10, 400, 10, 10, 16, 266.11, 5.96619786, 74, 0.00738400000000183, 207535, 1, 41.5, 39.2, 40.8, 38.2
base-v2, 10, 400, 10, 10, 16, 157.86, 3.67766372, , 0, , 1, 40.8, 37.8, 41.8, 38.2
v2, 10, 400, 10, 10, 16, 270.88, 5.94848960, 131, 0.00305500000001757, 343108, 1, 40.8, 39.0, 41.8, 39.0
base-v2, 10, 400, 10, 10, 16, 201.16, 3.78179158, , 0, , 1, 41.2, 38.8, 43.0, 39.8
v2, 10, 400, 10, 10, 16, 314.26, 6.07512192, 70, 0.0120709999999917, 195615, 1, 41.8, 39.0, 42.2, 39.0
base-v2, 10, 400, 10, 10, 16, 200.75, 3.79648332, , 0, , 1, 41.8, 40.9, 43.0, 38.8
v2, 10, 400, 10, 10, 16, 320.54, 6.18328790, 90, 0.013418999999999, 246265, 1, 42.0, 39.0, 50.5, 39.0
base-v2, 10, 400, 10, 10, 16, 194.68, 3.77855550, , 0, , 1, 61.0, 39.2, 42.2, 38.2
v2, 10, 400, 10, 10, 16, 327.53, 6.17214108, 99, 0.00344400000000178, 266164, 1, 42.2, 39.2, 41.8, 39.6
base-v2, 10, 400, 10, 10, 16, 162.44, 3.69292429, , 0, , 1, 41.0, 39.2, 42.2, 38.2
v2, 10, 400, 10, 10, 16, 265.66, 6.02595184, 81, 0.0184590000000071, 225471, 1, 41.5, 38.8, 40.6, 38.2
base-v2, 10, 400, 10, 10, 16, 158.48, 3.66859292, , 0, , 1, 40.2, 38.2, 40.8, 37.8
v2, 10, 400, 10, 10, 16, 227.81, 5.27636798, 61, 0.0114040000000273, 174241, 1, 40.2, 37.8, 41.5, 38.2
base-v2, 10, 400, 10, 10, 16, 168.17, 3.70783171, , 0, , 1, 41.8, 38.8, 40.8, 38.8
v2, 10, 400, 10, 10, 16, 265.27, 5.93509132, 67, 0.036547999999982, 192117, 1, 41.0, 38.8, 39.8, 38.2
base-v2, 10, 400, 10, 10, 16, 162.35, 3.69751511, , 0, , 1, 39.4, 38.8, 42.0, 38.2
v2, 10, 400, 10, 10, 16, 230.88, 5.31401091, 77, 0.00856599999997343, 213934, 1, 41.0, 38.8, 40.1, 38.2
base-v2, 10, 400, 10, 10, 16, 181.55, 3.71149322, , 0, , 1, 40.2, 38.2, 39.5, 38.2
v2, 10, 400, 10, 10, 16, 361.58, 6.29141801, 105, 0.00242100000002665, 278630, 2, 45.6, 48.4, 40.1, 41.6
base-v2, 10, 400, 10, 10, 16, 217.38, 3.84010306, , 0, , 2, 40.2, 41.9, 40.8, 47.1
v2, 10, 400, 10, 10, 16, 301.57, 5.47134342, 85, 0.0118479999999863, 233130, 2, 41.2, 42.8, 39.8, 41.1
base-v2, 10, 400, 10, 10, 16, 198.20, 3.78523534, , 0, , 2, 39.4, 40.1, 41.0, 42.1
v2, 10, 400, 10, 10, 16, 297.20, 5.47584123, 94, 0.0180639999999812, 254181, 2, 41.0, 41.1, 39.8, 41.9
base-v2, 10, 400, 10, 10, 16, 205.40, 3.80271971, , 0, , 2, 40.6, 41.6, 40.1, 40.6
