work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2
base-unbalanced-4, 10, 400, 10, 10, 551.00, 8.43574080, , 0, , 29.1, 29.1
unbalanced-4, 10, 400, 10, 10, 720.03, 9.83952141, 17, 8.532044, 63630, 38.1, 36.4
base-unbalanced-4, 10, 400, 10, 10, 510.72, 7.18206188, , 0, , 44.8, 42.1
unbalanced-4, 10, 400, 10, 10, 642.16, 9.41226248, 14, 2.978897, 52399, 36.9, 34.0
base-unbalanced-4, 10, 400, 10, 10, 494.60, 7.02503146, , 0, , 35.0, 33.4
unbalanced-4, 10, 400, 10, 10, 713.47, 9.83084198, 20, 6.326937, 74770, 39.9, 37.2
base-unbalanced-4, 10, 400, 10, 10, 503.97, 7.11383143, , 0, , 46.9, 41.9
unbalanced-4, 10, 400, 10, 10, 900.39, 10.90543207, 16, 7.97650300000001, 59914, 42.5, 36.9
base-unbalanced-4, 10, 400, 10, 10, 523.31, 7.14490161, , 0, , 42.8, 40.1
unbalanced-4, 10, 400, 10, 10, 720.17, 9.79228754, 13, 8.545165, 48862, 37.9, 35.4
base-unbalanced-4, 10, 400, 10, 10, 654.69, 7.83022759, , 0, , 48.0, 40.4
unbalanced-4, 10, 400, 10, 10, 777.75, 10.02209957, 13, 5.515906, 48881, 39.8, 37.5
base-unbalanced-4, 10, 400, 10, 10, 823.12, 8.78244951, , 0, , 45.2, 43.5
unbalanced-4, 10, 400, 10, 10, 1145.68, 12.26153152, 18, 2.594403, 67296, 45.2, 43.0
base-unbalanced-4, 10, 400, 10, 10, 610.59, 7.58547089, , 0, , 44.2, 42.2
unbalanced-4, 10, 400, 10, 10, 675.40, 9.64248638, 23, 5.470641, 85872, 40.1, 37.0
base-unbalanced-4, 10, 400, 10, 10, 509.11, 7.10960250, , 0, , 35.9, 35.4
unbalanced-4, 10, 400, 10, 10, 723.87, 9.81594296, 36, 2.836089, 133787, 58.5, 35.9
base-unbalanced-4, 10, 400, 10, 10, 626.62, 7.63587244, , 0, , 44.1, 41.6
unbalanced-4, 10, 400, 10, 10, 907.20, 10.95132478, 25, 7.503619, 93022, 41.8, 39.2
base-unbalanced-4, 10, 400, 10, 10, 515.32, 7.55646212, , 0, , 41.8, 36.6
unbalanced-4, 10, 400, 10, 10, 740.88, 10.37968735, 15, 7.575644, 56208, 57.2, 34.9
base-unbalanced-4, 10, 400, 10, 10, 596.62, 7.62407981, , 0, , 56.0, 46.0
unbalanced-4, 10, 400, 10, 10, 575.11, 9.69574505, 15, 6.03175900000001, 56198, 42.8, 39.0
base-unbalanced-4, 10, 400, 10, 10, 363.01, 6.91916546, , 0, , 35.9, 33.0
unbalanced-4, 10, 400, 10, 10, 637.90, 10.04293615, 20, 8.023172, 74644, 41.8, 38.2
base-unbalanced-4, 10, 400, 10, 10, 425.87, 7.23455468, , 0, , 40.8, 37.5
unbalanced-4, 10, 400, 10, 10, 503.84, 9.41154420, 13, 7.595287, 48991, 37.9, 34.9
base-unbalanced-4, 10, 400, 10, 10, 301.16, 6.71200854, , 0, , 34.2, 32.2
