work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-gradient-descent-2, 10, 400, 10, 10, 16, 318.08, 5.40606449, , 0, , 1, 29.6, 29.1, 37.6, 33.9
gradient-descent-2, 10, 400, 10, 10, 16, 506.53, 8.21632440, 27, 14.926082, 89325, 1, 37.4, 34.9, 39.4, 36.4
base-gradient-descent-2, 10, 400, 10, 10, 16, 267.13, 4.40018129, , 0, , 1, 45.6, 35.9, 37.6, 32.1
gradient-descent-2, 10, 400, 10, 10, 16, 549.96, 8.37439460, 19, 11.388381, 62735, 1, 44.1, 33.0, 40.4, 36.8
base-gradient-descent-2, 10, 400, 10, 10, 16, 345.34, 4.75154776, , 0, , 1, 37.9, 33.5, 44.2, 41.6
gradient-descent-2, 10, 400, 10, 10, 16, 551.36, 8.35955419, 21, 18.385644, 69626, 1, 47.1, 44.4, 36.4, 33.9
base-gradient-descent-2, 10, 400, 10, 10, 16, 275.67, 4.44313384, , 0, , 1, 36.4, 33.4, 35.2, 32.5
gradient-descent-2, 10, 400, 10, 10, 16, 539.17, 8.26958239, 26, 13.544941, 85657, 1, 35.0, 33.0, 35.9, 33.9
base-gradient-descent-2, 10, 400, 10, 10, 16, 272.22, 4.36550530, , 0, , 2, 36.4, 44.6, 36.6, 36.4
gradient-descent-2, 10, 400, 10, 10, 16, 537.19, 8.27013914, 26, 11.147134, 85896, 2, 40.8, 41.4, 36.1, 35.4
base-gradient-descent-2, 10, 400, 10, 10, 16, 270.29, 4.40286640, , 0, , 1, 37.4, 34.9, 36.1, 33.0
gradient-descent-2, 10, 400, 10, 10, 16, 498.44, 8.18227506, 34, 3.57598200000001, 111675, 1, 39.4, 33.0, 35.8, 33.4
base-gradient-descent-2, 10, 400, 10, 10, 16, 276.45, 4.42337995, , 0, , 1, 35.4, 33.5, 41.0, 33.2
gradient-descent-2, 10, 400, 10, 10, 16, 448.44, 7.39714579, 43, 12.687915, 140630, 1, 35.4, 33.0, 36.4, 33.4
base-gradient-descent-2, 10, 400, 10, 10, 16, 257.00, 4.38688464, , 0, , 1, 45.9, 33.4, 36.4, 32.5
gradient-descent-2, 10, 400, 10, 10, 16, 554.62, 7.97626118, 34, 12.587001, 112418, 1, 35.0, 33.4, 36.9, 33.9
base-gradient-descent-2, 10, 400, 10, 10, 16, 207.81, 4.22155258, , 0, , 1, 42.8, 38.5, 32.5, 31.0
gradient-descent-2, 10, 400, 10, 10, 16, 496.29, 8.32834891, 16, 15.312788, 53530, 1, 32.0, 31.5, 32.5, 31.5
base-gradient-descent-2, 10, 400, 10, 10, 16, 260.68, 4.49122482, , 0, , 1, 33.0, 32.5, 35.0, 31.0
gradient-descent-2, 10, 400, 10, 10, 16, 539.38, 8.47903715, 18, 3.91472800000001, 60013, 1, 34.0, 31.5, 37.4, 33.5
base-gradient-descent-2, 10, 400, 10, 10, 16, 255.53, 4.37699545, , 0, , 1, 41.8, 33.4, 43.2, 33.0
gradient-descent-2, 10, 400, 10, 10, 16, 611.34, 8.72785764, 26, 11.261905, 85753, 1, 35.8, 33.0, 37.1, 34.4
base-gradient-descent-2, 10, 400, 10, 10, 16, 388.19, 4.96340594, , 0, , 1, 38.9, 34.4, 39.8, 35.6
gradient-descent-2, 10, 400, 10, 10, 16, 576.65, 8.73404252, 13, 11.804531, 43682, 1, 39.8, 34.9, 34.0, 32.5
base-gradient-descent-2, 10, 400, 10, 10, 16, 220.05, 4.29459186, , 0, , 1, 34.0, 33.4, 36.4, 33.5
gradient-descent-2, 10, 400, 10, 10, 16, 390.30, 7.29903819, 12, 6.983755, 40524, 2, 35.9, 45.1, 33.0, 35.4
base-gradient-descent-2, 10, 400, 10, 10, 16, 232.12, 4.32224594, , 0, , 2, 32.5, 33.9, 32.0, 33.0
gradient-descent-2, 10, 400, 10, 10, 16, 387.55, 8.01526454, 21, 12.190508, 69620, 2, 33.0, 33.4, 31.5, 32.5
base-gradient-descent-2, 10, 400, 10, 10, 16, 395.20, 4.95165404, , 0, , 2, 31.5, 32.5, 50.5, 39.0
gradient-descent-2, 10, 400, 10, 10, 16, 529.99, 7.90149254, 19, 16.100585, 63889, 1, 43.2, 40.1, 43.2, 33.0
base-gradient-descent-2, 10, 400, 10, 10, 16, 296.00, 4.54662829, , 0, , 1, 36.4, 33.4, 35.4, 33.9
gradient-descent-2, 10, 400, 10, 10, 16, 539.06, 8.42097169, 25, 11.505143, 82802, 1, 35.0, 33.4, 37.6, 33.0
base-gradient-descent-2, 10, 400, 10, 10, 16, 290.70, 4.54946151, , 0, , 1, 36.4, 32.5, 35.8, 34.4
gradient-descent-2, 10, 400, 10, 10, 16, 598.65, 8.78379383, 20, 11.582357, 66059, 1, 35.4, 33.9, 38.4, 34.6
base-gradient-descent-2, 10, 400, 10, 10, 16, 245.41, 4.46003171, , 0, , 1, 38.9, 33.9, 33.8, 32.5
gradient-descent-2, 10, 400, 10, 10, 16, 416.87, 7.96905101, 18, 10.254491, 60081, 1, 34.0, 32.5, 36.9, 34.4
base-gradient-descent-2, 10, 400, 10, 10, 16, 203.81, 4.25358790, , 0, , 1, 36.9, 34.4, 33.5, 32.0
