work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2
base-hc-64-4, 10, 400, 10, 10, 269.09, 4.54550870, , 0, , 28.1, 28.1
hc-64-4, 10, 400, 10, 10, 352.22, 7.12762306, 25, 12.002235, 299208, 42.8, 40.9
base-hc-64-4, 10, 400, 10, 10, 211.41, 4.21099144, , 0, , 39.9, 37.2
hc-64-4, 10, 400, 10, 10, 368.46, 7.17284590, 27, 9.43569600000001, 328458, 33.2, 29.9
base-hc-64-4, 10, 400, 10, 10, 290.61, 4.59646380, , 0, , 40.8, 33.9
hc-64-4, 10, 400, 10, 10, 412.61, 7.34637929, 25, 6.474834, 299732, 37.1, 33.2
base-hc-64-4, 10, 400, 10, 10, 218.38, 4.26845780, , 0, , 36.1, 32.8
hc-64-4, 10, 400, 10, 10, 554.89, 7.86678096, 25, 14.212943, 299924, 41.2, 41.6
base-hc-64-4, 10, 400, 10, 10, 273.63, 4.47122149, , 0, , 40.8, 40.4
hc-64-4, 10, 400, 10, 10, 331.85, 7.02578644, 21, 13.375411, 254188, 41.2, 37.8
base-hc-64-4, 10, 400, 10, 10, 272.54, 4.50387280, , 0, , 33.5, 30.4
hc-64-4, 10, 400, 10, 10, 425.80, 7.37160062, 23, 9.684809, 280970, 33.2, 30.4
base-hc-64-4, 10, 400, 10, 10, 220.49, 4.25487993, , 0, , 36.9, 33.9
hc-64-4, 10, 400, 10, 10, 372.54, 7.09561551, 20, 12.76356, 241466, 39.6, 32.8
base-hc-64-4, 10, 400, 10, 10, 247.97, 4.34662723, , 0, , 34.4, 31.6
hc-64-4, 10, 400, 10, 10, 442.18, 7.48086356, 15, 11.754325, 180365, 38.4, 36.1
base-hc-64-4, 10, 400, 10, 10, 229.62, 4.27957621, , 0, , 35.4, 32.2
hc-64-4, 10, 400, 10, 10, 401.07, 7.34096504, 24, 11.169205, 288685, 35.4, 33.2
base-hc-64-4, 10, 400, 10, 10, 252.29, 4.39128721, , 0, , 35.4, 33.2
hc-64-4, 10, 400, 10, 10, 576.85, 8.06137559, 25, 8.24624200000001, 303225, 37.4, 33.8
base-hc-64-4, 10, 400, 10, 10, 236.54, 4.34528577, , 0, , 37.4, 34.6
hc-64-4, 10, 400, 10, 10, 498.30, 7.75852783, 30, 7.82572900000001, 361923, 45.2, 37.8
base-hc-64-4, 10, 400, 10, 10, 306.26, 4.57116802, , 0, , 40.2, 36.5
hc-64-4, 10, 400, 10, 10, 474.69, 7.62283809, 30, 11.727085, 363425, 35.4, 33.5
base-hc-64-4, 10, 400, 10, 10, 292.02, 4.60107984, , 0, , 44.2, 41.6
hc-64-4, 10, 400, 10, 10, 327.05, 7.01969790, 36, 10.506567, 431865, 41.8, 39.2
base-hc-64-4, 10, 400, 10, 10, 186.78, 4.16458483, , 0, , 39.9, 38.2
hc-64-4, 10, 400, 10, 10, 312.73, 6.97258538, 16, 16.175119, 195112, 34.0, 31.0
base-hc-64-4, 10, 400, 10, 10, 191.96, 4.18849779, , 0, , 34.0, 31.5
hc-64-4, 10, 400, 10, 10, 322.72, 7.01848037, 15, 12.38096, 183411, 34.9, 32.2
base-hc-64-4, 10, 400, 10, 10, 191.11, 4.20064132, , 0, , 34.2, 30.5
hc-64-4, 10, 400, 10, 10, 333.92, 7.04874840, 28, 10.317679, 336957, 34.4, 31.5
base-hc-64-4, 10, 400, 10, 10, 199.35, 4.21996566, , 0, , 35.4, 32.0
hc-64-4, 10, 400, 10, 10, 324.43, 7.06191678, 17, 12.915517, 205752, 32.5, 31.0
base-hc-64-4, 10, 400, 10, 10, 208.60, 4.28065729, , 0, , 37.1, 33.9
hc-64-4, 10, 400, 10, 10, 474.52, 7.69146201, 19, 13.32426, 229740, 34.9, 31.6
base-hc-64-4, 10, 400, 10, 10, 374.69, 5.01242099, , 0, , 42.8, 37.0
hc-64-4, 10, 400, 10, 10, 474.88, 7.61087225, 15, 14.536061, 179487, 64.4, 33.0
base-hc-64-4, 10, 400, 10, 10, 263.86, 4.44923938, , 0, , 33.0, 30.5
hc-64-4, 10, 400, 10, 10, 327.65, 7.06437676, 19, 8.79451800000001, 230139, 34.4, 32.0
base-hc-64-4, 10, 400, 10, 10, 208.93, 4.23386834, , 0, , 32.5, 30.5
hc-64-4, 10, 400, 10, 10, 375.40, 7.17012666, 13, 8.346057, 158654, 32.0, 31.0
base-hc-64-4, 10, 400, 10, 10, 220.62, 4.29562104, , 0, , 34.2, 31.0
hc-64-4, 10, 400, 10, 10, 391.88, 7.23841158, 28, 9.538601, 339516, 35.0, 31.5
base-hc-64-4, 10, 400, 10, 10, 343.11, 4.77860076, , 0, , 32.5, 31.0
hc-64-4, 10, 400, 10, 10, 368.56, 7.15476000, 15, 12.033284, 181339, 35.2, 33.0
base-hc-64-4, 10, 400, 10, 10, 197.73, 4.19320902, , 0, , 33.0, 30.5
hc-64-4, 10, 400, 10, 10, 381.88, 7.20007770, 19, 8.803505, 231513, 34.2, 30.5
base-hc-64-4, 10, 400, 10, 10, 236.58, 4.31404449, , 0, , 35.4, 31.0
hc-64-4, 10, 400, 10, 10, 372.51, 7.18397249, 14, 16.190265, 168207, 34.5, 32.5
base-hc-64-4, 10, 400, 10, 10, 200.73, 4.17367305, , 0, , 34.8, 30.5
hc-64-4, 10, 400, 10, 10, 350.03, 7.02737989, 16, 11.218016, 192474, 34.0, 31.0
base-hc-64-4, 10, 400, 10, 10, 197.63, 4.19162628, , 0, , 32.5, 31.0
hc-64-4, 10, 400, 10, 10, 331.60, 7.02826667, 26, 8.972116, 317054, 33.8, 30.5
base-hc-64-4, 10, 400, 10, 10, 206.43, 4.19385107, , 0, , 34.9, 30.1
hc-64-4, 10, 400, 10, 10, 335.57, 7.02523466, 13, 12.464045, 158469, 34.9, 31.0
base-hc-64-4, 10, 400, 10, 10, 208.89, 4.22282162, , 0, , 32.0, 29.6
hc-64-4, 10, 400, 10, 10, 350.59, 7.05068795, 15, 9.993016, 181213, 32.5, 30.1
base-hc-64-4, 10, 400, 10, 10, 239.77, 4.31397983, , 0, , 32.5, 31.0
hc-64-4, 10, 400, 10, 10, 411.59, 7.30980543, 29, 11.725929, 349894, 56.5, 32.0
base-hc-64-4, 10, 400, 10, 10, 241.23, 4.34315146, , 0, , 39.4, 38.0
base-hc-64-4, 10, 400, 25, 10, 262.16, 4.44835415, , 0, , 34.4, 30.5
hc-64-4, 10, 400, 25, 10, 350.21, 7.07418680, 75, 5.62727000000001, 907897, 34.5, 32.0
base-hc-64-4, 10, 400, 25, 10, 202.56, 4.21051164, , 0, , 38.4, 36.4
hc-64-4, 10, 400, 25, 10, 337.35, 7.01896251, 53, 6.28504600000001, 638787, 33.5, 31.0
base-hc-64-4, 10, 400, 25, 10, 212.71, 4.21489217, , 0, , 40.2, 35.9
hc-64-4, 10, 400, 25, 10, 335.08, 7.02890075, 42, 11.80219, 507192, 34.0, 32.2
base-hc-64-4, 10, 400, 25, 10, 196.72, 4.18885756, , 0, , 40.6, 38.2
hc-64-4, 10, 400, 25, 10, 345.41, 7.05146363, 44, 5.670895, 532533, 37.9, 33.2
base-hc-64-4, 10, 400, 25, 10, 202.04, 4.20887060, , 0, , 37.9, 33.2
hc-64-4, 10, 400, 25, 10, 357.50, 7.10359925, 64, 5.52925400000001, 765613, 40.2, 37.8
base-hc-64-4, 10, 400, 25, 10, 211.90, 4.23019721, , 0, , 35.9, 32.0
hc-64-4, 10, 400, 25, 10, 336.21, 7.08484791, 34, 9.741462, 408790, 33.0, 31.8
base-hc-64-4, 10, 400, 25, 10, 204.77, 4.17467703, , 0, , 35.2, 30.5
hc-64-4, 10, 400, 25, 10, 342.77, 7.05180998, 60, 10.657757, 726303, 38.9, 35.1
base-hc-64-4, 10, 400, 25, 10, 234.76, 4.33660515, , 0, , 35.9, 31.5
hc-64-4, 10, 400, 25, 10, 603.99, 8.28467981, 53, 1.241629, 636661, 38.9, 36.1
base-hc-64-4, 10, 400, 25, 10, 317.46, 4.58247620, , 0, , 46.1, 44.5
hc-64-4, 10, 400, 25, 10, 386.72, 7.20438502, 40, 9.59303, 477011, 41.2, 36.4
base-hc-64-4, 10, 400, 25, 10, 579.52, 5.23453215, , 0, , 36.4, 33.0
hc-64-4, 10, 400, 25, 10, 677.15, 7.89480808, 30, 10.576191, 363003, 64.0, 49.5
base-hc-64-4, 10, 400, 25, 10, 219.78, 4.26349615, , 0, , 35.8, 31.8
hc-64-4, 10, 400, 25, 10, 442.72, 7.51227857, 58, 5.075867, 697941, 35.9, 32.2
base-hc-64-4, 10, 400, 25, 10, 214.16, 4.26432038, , 0, , 43.0, 37.8
