work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-low-mutation-3, 10, 400, 10, 10, 16, 288.83, 4.00145090, , 0, , 1, 34.9, 29.6, 45.5, 40.6
low-mutation-3, 10, 400, 10, 10, 16, 550.15, 6.83328874, 70, 0.204871000000026, 197270, 1, 39.9, 36.4, 42.2, 38.8
base-low-mutation-3, 10, 400, 10, 10, 16, 290.85, 3.94165353, , 0, , 1, 46.8, 38.2, 41.8, 38.2
low-mutation-3, 10, 400, 10, 10, 16, 364.69, 5.42362955, 55, 0.624072000000012, 161375, 1, 43.2, 40.6, 44.6, 38.0
base-low-mutation-3, 10, 400, 10, 10, 16, 253.01, 3.76180626, , 0, , 1, 36.4, 34.4, 43.2, 39.5
low-mutation-3, 10, 400, 10, 10, 16, 415.58, 6.12942057, 49, 0.727015999999992, 147065, 1, 43.8, 41.1, 41.8, 38.5
base-low-mutation-3, 10, 400, 10, 10, 16, 250.24, 3.74023043, , 0, , 1, 39.4, 36.9, 44.0, 37.5
low-mutation-3, 10, 400, 10, 10, 16, 402.86, 6.05155296, 66, 0.394084000000021, 186521, 1, 36.9, 34.9, 45.1, 38.2
base-low-mutation-3, 10, 400, 10, 10, 16, 250.56, 3.77011152, , 0, , 1, 37.9, 35.4, 40.2, 42.0
low-mutation-3, 10, 400, 10, 10, 16, 400.05, 6.02538330, 26, 0.881134999999972, 82335, 1, 37.4, 34.9, 37.9, 40.4
base-low-mutation-3, 10, 400, 10, 10, 16, 247.66, 3.75860430, , 0, , 1, 35.9, 34.1, 41.0, 42.8
low-mutation-3, 10, 400, 10, 10, 16, 405.07, 6.05204078, 57, 0.195001999999988, 164977, 1, 37.4, 34.9, 43.5, 35.4
base-low-mutation-3, 10, 400, 10, 10, 16, 246.03, 3.73276496, , 0, , 1, 37.9, 34.9, 41.8, 43.5
low-mutation-3, 10, 400, 10, 10, 16, 401.91, 6.06138959, 33, 1.01518600000003, 101706, 1, 39.1, 36.9, 39.8, 39.0
base-low-mutation-3, 10, 400, 10, 10, 16, 247.59, 3.73796338, , 0, , 1, 36.6, 35.4, 44.8, 37.5
low-mutation-3, 10, 400, 10, 10, 16, 400.50, 6.04719642, 54, 0.192493000000013, 158413, 1, 37.4, 36.4, 37.6, 35.1
base-low-mutation-3, 10, 400, 10, 10, 16, 246.47, 3.74842540, , 0, , 1, 36.1, 34.4, 46.2, 37.0
low-mutation-3, 10, 400, 10, 10, 16, 401.21, 6.05531116, 39, 0.413997999999992, 118353, 1, 37.9, 35.9, 45.1, 37.8
base-low-mutation-3, 10, 400, 10, 10, 16, 249.72, 3.75004619, , 0, , 1, 37.9, 35.4, 41.8, 36.4
low-mutation-3, 10, 400, 10, 10, 16, 402.64, 6.06058254, 53, 0.369895999999983, 154613, 1, 37.1, 35.4, 45.2, 38.2
base-low-mutation-3, 10, 400, 10, 10, 16, 247.94, 3.73801630, , 0, , 1, 37.9, 35.4, 47.1, 38.0
low-mutation-3, 10, 400, 10, 10, 16, 354.50, 5.39479256, 38, 0.647557000000006, 116207, 1, 43.2, 38.5, 38.9, 35.4
base-low-mutation-3, 10, 400, 10, 10, 16, 249.56, 3.75532110, , 0, , 1, 37.4, 34.4, 42.8, 39.8
low-mutation-3, 10, 400, 10, 10, 16, 405.66, 6.08205268, 47, 0.630235000000027, 140720, 1, 44.1, 41.4, 42.8, 39.8
base-low-mutation-3, 10, 400, 10, 10, 16, 248.08, 3.73064496, , 0, , 1, 39.9, 37.5, 41.8, 38.8
low-mutation-3, 10, 400, 10, 10, 16, 399.14, 6.05869221, 32, 0.566805999999985, 99146, 1, 43.2, 38.8, 43.2, 35.9
base-low-mutation-3, 10, 400, 10, 10, 16, 249.39, 3.78245955, , 0, , 1, 37.1, 35.4, 45.5, 37.2
low-mutation-3, 10, 400, 10, 10, 16, 401.59, 6.04144396, 57, 0.418337000000008, 166663, 1, 39.1, 36.1, 45.1, 43.8
base-low-mutation-3, 10, 400, 10, 10, 16, 249.62, 3.74707115, , 0, , 1, 37.9, 35.6, 39.8, 44.2
low-mutation-3, 10, 400, 10, 10, 16, 399.29, 6.05716982, 25, 0.712210000000027, 79912, 1, 37.9, 36.4, 44.8, 38.8
base-low-mutation-3, 10, 400, 10, 10, 16, 249.22, 3.75522374, , 0, , 1, 38.1, 35.9, 48.5, 37.2
low-mutation-3, 10, 400, 10, 10, 16, 409.07, 6.10004374, 54, 0.518658000000016, 158483, 1, 38.4, 35.9, 43.5, 37.2
base-low-mutation-3, 10, 400, 10, 10, 16, 249.94, 3.73426980, , 0, , 1, 37.6, 35.4, 46.1, 36.9
low-mutation-3, 10, 400, 10, 10, 16, 361.55, 5.41007655, 66, 0.489949000000024, 187542, 1, 38.4, 35.9, 42.2, 39.8
base-low-mutation-3, 10, 400, 10, 10, 16, 250.35, 3.74692211, , 0, , 1, 39.8, 38.0, 38.9, 34.9
low-mutation-3, 10, 400, 10, 10, 16, 402.95, 6.05628369, 37, 0.722700999999972, 113651, 1, 43.1, 39.0, 43.2, 44.5
base-low-mutation-3, 10, 400, 10, 10, 16, 246.87, 3.75589035, , 0, , 1, 37.9, 36.4, 43.2, 43.0
low-mutation-3, 10, 400, 10, 10, 16, 400.17, 6.06560652, 57, 0.456504999999993, 166596, 1, 38.4, 35.9, 48.9, 37.8
base-low-mutation-3, 10, 400, 10, 10, 16, 248.10, 3.73681945, , 0, , 1, 39.1, 34.9, 39.8, 44.2
low-mutation-3, 10, 400, 10, 10, 16, 403.58, 6.08659677, 28, 0.592596000000015, 88309, 1, 37.9, 36.4, 44.0, 40.1
base-low-mutation-3, 10, 400, 10, 10, 16, 248.13, 3.73873987, , 0, , 1, 40.1, 37.8, 42.2, 40.4
low-mutation-3, 10, 400, 10, 10, 16, 401.96, 6.08551785, 37, 0.630680999999981, 113661, 1, 40.2, 38.2, 43.8, 40.4
base-low-mutation-3, 10, 400, 10, 10, 16, 250.25, 3.78030416, , 0, , 1, 39.8, 37.2, 42.5, 44.2
low-mutation-3, 10, 400, 10, 10, 16, 403.11, 6.04355316, 48, 0.324941000000024, 141383, 1, 42.8, 39.8, 39.4, 39.0
base-low-mutation-3, 10, 400, 10, 10, 16, 251.00, 3.75530564, , 0, , 1, 37.9, 35.9, 41.8, 35.9
low-mutation-3, 10, 400, 10, 10, 16, 412.24, 6.13851957, 47, 0.664445999999998, 140860, 1, 37.4, 35.9, 43.2, 41.9
base-low-mutation-3, 10, 400, 10, 10, 16, 250.64, 3.75668744, , 0, , 1, 41.0, 37.8, 42.5, 41.9
low-mutation-3, 10, 400, 10, 10, 16, 402.29, 6.06924359, 29, 0.414543999999978, 91082, 1, 37.4, 35.4, 45.0, 39.2
base-low-mutation-3, 10, 400, 10, 10, 16, 248.49, 3.75247912, , 0, , 1, 39.4, 37.8, 45.9, 39.0
low-mutation-3, 10, 400, 10, 10, 16, 413.31, 6.12690784, 55, 0.548538000000008, 160249, 1, 37.4, 35.4, 47.1, 41.4
base-low-mutation-3, 10, 400, 10, 10, 16, 342.30, 4.23022764, , 0, , 1, 42.8, 42.5, 46.6, 40.9
low-mutation-3, 10, 400, 10, 10, 16, 453.38, 6.31610659, 59, 0.618534000000011, 171073, 1, 42.8, 37.2, 38.9, 39.0
base-low-mutation-3, 10, 400, 10, 10, 16, 247.85, 3.74713217, , 0, , 1, 38.1, 35.4, 40.4, 44.6
low-mutation-3, 10, 400, 10, 10, 16, 394.50, 5.59071717, 46, 0.310272999999995, 137110, 1, 60.1, 36.4, 39.9, 39.0
base-low-mutation-3, 10, 400, 10, 10, 16, 270.39, 3.89072513, , 0, , 1, 38.9, 36.9, 47.6, 37.8
low-mutation-3, 10, 400, 10, 10, 16, 510.25, 6.63660926, 36, 1.03281900000002, 111388, 1, 38.4, 35.9, 42.8, 36.9
base-low-mutation-3, 10, 400, 10, 10, 16, 266.21, 3.81880791, , 0, , 1, 40.4, 37.0, 50.0, 41.6
low-mutation-3, 10, 400, 10, 10, 16, 482.44, 6.50678193, 67, 0.321747000000016, 189135, 1, 45.8, 42.2, 41.5, 45.6
base-low-mutation-3, 10, 400, 10, 10, 16, 304.01, 4.03101538, , 0, , 1, 38.4, 36.5, 48.4, 39.8
low-mutation-3, 10, 400, 10, 10, 16, 470.66, 6.45625833, 38, 0.372057999999981, 115665, 1, 44.1, 39.8, 48.0, 37.8
base-low-mutation-3, 10, 400, 10, 10, 16, 387.32, 4.39429948, , 0, , 1, 38.9, 35.9, 47.6, 43.5
base-low-mutation-3, 10, 400, 10, 10, 64, 277.49, 3.88122862, , 0, , 1, 49.5, 46.4, 42.8, 43.8
low-mutation-3, 10, 400, 10, 10, 64, 442.53, 6.26687303, 41, 0.612392999999997, 123660, 1, 46.1, 43.5, 49.6, 37.8
base-low-mutation-3, 10, 400, 10, 10, 64, 253.83, 3.78880341, , 0, , 1, 39.4, 36.6, 43.5, 43.8
low-mutation-3, 10, 400, 10, 10, 64, 419.35, 6.15283789, 65, 0.287821000000008, 184800, 1, 38.4, 36.8, 47.4, 37.2
base-low-mutation-3, 10, 400, 10, 10, 64, 270.78, 3.86412478, , 0, , 1, 38.4, 35.9, 41.8, 42.2
low-mutation-3, 10, 400, 10, 10, 64, 442.16, 6.27442482, 44, 0.468748000000005, 130268, 1, 40.2, 37.5, 42.5, 43.8
base-low-mutation-3, 10, 400, 10, 10, 64, 255.00, 3.77906269, , 0, , 1, 38.9, 36.9, 42.8, 44.6
low-mutation-3, 10, 400, 10, 10, 64, 427.35, 6.17851552, 28, 1.25952699999999, 88896, 1, 38.6, 36.4, 45.9, 40.1
base-low-mutation-3, 10, 400, 10, 10, 64, 268.87, 3.82693471, , 0, , 1, 40.8, 38.8, 40.8, 42.1
low-mutation-3, 10, 400, 10, 10, 64, 435.35, 6.23911205, 60, 0.423868000000027, 172303, 1, 38.1, 36.4, 45.1, 41.6
base-low-mutation-3, 10, 400, 10, 10, 64, 256.53, 3.79989915, , 0, , 1, 39.4, 37.2, 45.8, 41.4
low-mutation-3, 10, 400, 10, 10, 64, 369.12, 5.42226267, 34, 0.796479999999974, 105151, 1, 45.6, 40.6, 41.2, 42.2
base-low-mutation-3, 10, 400, 10, 10, 64, 249.26, 3.75610419, , 0, , 1, 38.4, 37.2, 44.1, 36.4
