work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations,initial_temp_1, initial_temp_2
base-taskset-2, 10, 400, 10, 10, 417.06, 8.59227614, , 0, , 24.8, 24.8
taskset-2, 10, 400, 10, 10, 512.82, 9.56918444, 16, 8.709076, 59799, 40.6, 34.1
base-taskset-2, 10, 400, 10, 10, 734.01, 8.31656461, , 0, , 36.6, 28.1
taskset-2, 10, 400, 10, 10, 689.79, 10.02302194, 24, 4.121691, 89324, 39.4, 35.4
base-taskset-2, 10, 400, 10, 10, 496.64, 7.34857314, , 0, , 31.8, 29.6
taskset-2, 10, 400, 10, 10, 574.63, 9.59848406, 32, 5.426351, 118697, 34.2, 31.0
base-taskset-2, 10, 400, 10, 10, 412.18, 7.09217175, , 0, , 37.1, 33.0
taskset-2, 10, 400, 10, 10, 663.90, 10.07079372, 20, 7.143293, 74468, 37.9, 33.9
base-taskset-2, 10, 400, 10, 10, 404.92, 7.20654491, , 0, , 38.6, 34.4
taskset-2, 10, 400, 10, 10, 679.78, 10.14578241, 22, 5.104828, 81842, 34.0, 30.6
base-taskset-2, 10, 400, 10, 10, 469.56, 7.24352792, , 0, , 41.8, 35.9
taskset-2, 10, 400, 10, 10, 715.40, 10.36416034, 15, 8.726984, 56268, 37.9, 34.5
base-taskset-2, 10, 400, 10, 10, 527.42, 7.61644192, , 0, , 41.2, 35.9
taskset-2, 10, 400, 10, 10, 473.22, 9.35643080, 30, 5.989055, 111537, 31.5, 30.5
base-taskset-2, 10, 400, 10, 10, 431.16, 7.23813762, , 0, , 40.6, 32.5
taskset-2, 10, 400, 10, 10, 520.87, 9.54479054, 22, 6.538394, 81934, 32.2, 30.1
base-taskset-2, 10, 400, 10, 10, 481.57, 7.51453627, , 0, , 31.8, 29.6
taskset-2, 10, 400, 10, 10, 506.73, 9.51443281, 14, 8.392529, 52502, 34.0, 31.5
base-taskset-2, 10, 400, 10, 10, 401.93, 7.13558952, , 0, , 32.8, 30.1
taskset-2, 10, 400, 10, 10, 435.80, 9.27493661, 16, 5.450069, 59944, 32.8, 29.6
base-taskset-2, 10, 400, 10, 10, 392.16, 7.11308721, , 0, , 37.4, 33.8
taskset-2, 10, 400, 10, 10, 492.21, 9.50150246, 15, 5.942068, 56137, 35.8, 35.1
base-taskset-2, 10, 400, 10, 10, 480.99, 7.49238353, , 0, , 52.2, 30.1
taskset-2, 10, 400, 10, 10, 773.54, 10.51553813, 19, 5.766603, 70955, 36.1, 30.5
base-taskset-2, 10, 400, 10, 10, 490.60, 7.31856643, , 0, , 45.8, 35.4
taskset-2, 10, 400, 10, 10, 542.19, 9.70116937, 13, 9.267601, 48747, 38.9, 34.1
base-taskset-2, 10, 400, 10, 10, 405.95, 7.18165293, , 0, , 34.2, 30.1
taskset-2, 10, 400, 10, 10, 517.03, 9.58436151, 19, 7.372747, 71166, 34.0, 31.0
base-taskset-2, 10, 400, 10, 10, 459.44, 7.36267265, , 0, , 36.9, 33.0
taskset-2, 10, 400, 10, 10, 617.13, 10.01952861, 25, 5.411598, 92901, 36.9, 33.2
base-taskset-2, 10, 400, 10, 10, 351.52, 6.97484133, , 0, , 34.0, 31.5
taskset-2, 10, 400, 10, 10, 593.30, 9.77362765, 24, 3.589417, 89168, 38.9, 32.5
base-taskset-2, 10, 400, 10, 10, 595.64, 7.85906367, , 0, , 45.5, 37.2
taskset-2, 10, 400, 10, 10, 711.84, 10.10987767, 23, 6.258301, 85581, 45.8, 40.4
base-taskset-2, 10, 400, 10, 10, 508.09, 7.53115900, , 0, , 34.8, 32.5
taskset-2, 10, 400, 10, 10, 554.36, 9.79518016, 24, 7.06580599999999, 89327, 34.5, 32.0
