work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations
base-cec-mixed-v1, 10, 400, 10, 10, 321.37, 6.94326156, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 425.06, 9.27297036, 27, 4.090347, 100368
base-cec-mixed-v1, 10, 400, 10, 10, 318.32, 6.89444110, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 424.12, 9.24031929, 15, 8.174616, 56260
base-cec-mixed-v1, 10, 400, 10, 10, 321.15, 6.88176802, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 423.35, 9.24701124, 23, 5.71350899999999, 85784
base-cec-mixed-v1, 10, 400, 10, 10, 320.19, 6.89234860, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 423.19, 9.29760524, 21, 8.738468, 78123
base-cec-mixed-v1, 10, 400, 10, 10, 326.19, 6.92717930, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 424.94, 9.29916290, 25, 3.574353, 93174
base-cec-mixed-v1, 10, 400, 10, 10, 323.21, 6.91052930, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 428.30, 9.25733948, 24, 6.64117, 89516
base-cec-mixed-v1, 10, 400, 10, 10, 318.39, 6.89208557, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 420.55, 9.28142640, 32, 5.122998, 118913
base-cec-mixed-v1, 10, 400, 10, 10, 320.92, 6.91288852, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 425.28, 9.28326242, 19, 7.489251, 71044
base-cec-mixed-v1, 10, 400, 10, 10, 326.03, 6.91883467, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 448.56, 9.34829381, 19, 7.03734, 70858
base-cec-mixed-v1, 10, 400, 10, 10, 321.74, 6.90326629, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 440.91, 9.36978350, 15, 8.432183, 56256
base-cec-mixed-v1, 10, 400, 10, 10, 323.85, 6.92115924, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 425.70, 9.28888889, 25, 5.094968, 93013
base-cec-mixed-v1, 10, 400, 10, 10, 320.53, 6.93955084, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 419.34, 9.24681146, 20, 7.544434, 74655
base-cec-mixed-v1, 10, 400, 10, 10, 324.38, 6.91097772, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 430.32, 9.30362590, 18, 7.091075, 67251
base-cec-mixed-v1, 10, 400, 10, 10, 323.61, 6.95103206, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 425.24, 9.28601182, 28, 4.04005799999999, 104097
base-cec-mixed-v1, 10, 400, 10, 10, 323.31, 6.90958703, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 419.65, 9.26841822, 12, 7.052548, 45017
base-cec-mixed-v1, 10, 400, 10, 10, 319.27, 6.90353770, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 428.68, 9.29093595, 14, 7.738968, 52591
base-cec-mixed-v1, 10, 400, 10, 10, 325.86, 6.96413441, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 424.45, 9.31643538, 29, 5.687234, 107844
base-cec-mixed-v1, 10, 400, 10, 10, 319.67, 6.88085565, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 435.60, 9.34642261, 17, 7.070694, 63421
base-cec-mixed-v1, 10, 400, 10, 10, 322.10, 6.90457334, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 530.39, 9.72355088, 18, 5.605151, 67223
base-cec-mixed-v1, 10, 400, 10, 10, 380.93, 7.16305582, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 504.29, 9.57103632, 14, 6.861475, 52687
base-cec-mixed-v1, 10, 400, 10, 10, 464.75, 7.49718248, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 447.15, 9.35686443, 22, 7.88726, 81937
base-cec-mixed-v1, 10, 400, 10, 10, 364.25, 7.06004504, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 743.23, 10.42623919, 21, 7.775578, 78498
base-cec-mixed-v1, 10, 400, 10, 10, 440.75, 7.34810495, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 703.50, 10.44827212, 12, 7.734449, 45103
base-cec-mixed-v1, 10, 400, 10, 10, 346.81, 6.97469130, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 623.12, 10.07779553, 19, 9.260721, 71057
base-cec-mixed-v1, 10, 400, 10, 10, 419.16, 7.28789290, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 519.15, 9.61575900, 23, 3.604572, 85776
base-cec-mixed-v1, 10, 400, 10, 10, 408.03, 7.26043573, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 605.64, 9.95988425, 24, 9.431616, 89374
base-cec-mixed-v1, 10, 400, 10, 10, 445.90, 7.37293429, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 572.82, 9.67476901, 24, 9.395055, 89547
base-cec-mixed-v1, 10, 400, 10, 10, 495.54, 7.43229500, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 472.86, 9.45654089, 26, 6.21591, 96847
base-cec-mixed-v1, 10, 400, 10, 10, 385.84, 7.15018597, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 497.05, 9.46598844, 19, 8.223768, 70969
base-cec-mixed-v1, 10, 400, 10, 10, 351.99, 7.03150439, , 0, 
cec-mixed-v1, 10, 400, 10, 10, 672.11, 10.20129690, 26, 6.08721999999999, 96729
base-cec-mixed-v1, 10, 400, 10, 10, 422.48, 7.20203600, , 0, 
base-cec-mixed-v1, 10, 400, 25, 10, 526.28, 7.44780340, , 0, 
cec-mixed-v1, 10, 400, 25, 10, 606.86, 9.86204517, 33, 5.974689, 122849
base-cec-mixed-v1, 10, 400, 25, 10, 462.61, 7.40262000, , 0, 
cec-mixed-v1, 10, 400, 25, 10, 696.63, 10.48966755, 44, 2.957815, 163140
base-cec-mixed-v1, 10, 400, 25, 10, 525.95, 7.64331620, , 0, 
cec-mixed-v1, 10, 400, 25, 10, 673.80, 10.32103082, 47, 5.613213, 174034
base-cec-mixed-v1, 10, 400, 25, 10, 592.14, 7.89296633, , 0, 
