work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations
base-cec-mixed-v3, 10, 400, 10, 10, 360.29, 7.11085993, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 441.05, 9.36245377, 24, 4.172331, 89437
base-cec-mixed-v3, 10, 400, 10, 10, 340.37, 6.99971015, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 518.99, 9.61922061, 21, 7.334351, 78337
base-cec-mixed-v3, 10, 400, 10, 10, 350.72, 6.98752749, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 520.85, 9.59445910, 18, 7.301795, 67287
base-cec-mixed-v3, 10, 400, 10, 10, 387.02, 7.12520217, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 552.82, 9.77590379, 29, 7.189851, 107594
base-cec-mixed-v3, 10, 400, 10, 10, 346.43, 6.98975382, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 536.36, 9.62475855, 24, 6.063837, 89449
base-cec-mixed-v3, 10, 400, 10, 10, 347.71, 7.00034706, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 492.89, 9.51414680, 23, 5.553502, 85715
base-cec-mixed-v3, 10, 400, 10, 10, 445.20, 7.37606097, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 499.62, 9.52503278, 17, 7.666574, 63542
base-cec-mixed-v3, 10, 400, 10, 10, 331.90, 6.94919269, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 543.99, 9.71248480, 19, 7.503585, 70959
base-cec-mixed-v3, 10, 400, 10, 10, 385.11, 7.13459094, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 494.19, 9.51406960, 20, 6.710195, 74514
base-cec-mixed-v3, 10, 400, 10, 10, 335.50, 6.94787547, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 477.63, 9.47490051, 13, 8.460024, 48914
base-cec-mixed-v3, 10, 400, 10, 10, 410.07, 7.21231763, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 533.04, 9.66683796, 15, 6.36634, 56221
base-cec-mixed-v3, 10, 400, 10, 10, 438.17, 7.32992813, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 453.72, 9.35865468, 14, 8.028722, 52585
base-cec-mixed-v3, 10, 400, 10, 10, 332.40, 6.93221669, , 0, 
cec-mixed-v3, 10, 400, 10, 10, 438.47, 9.28969927, 12, 6.832164, 45234
