work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-low-mutation-4, 10, 400, 10, 10, 16, 259.91, 4.08603911, , 0, , 1, 34.4, 31.8, 36.4, 34.4
low-mutation-4, 10, 400, 10, 10, 16, 456.79, 6.70666783, 75, 0.413622999999973, 207566, 1, 39.4, 33.9, 43.0, 39.0
base-low-mutation-4, 10, 400, 10, 10, 16, 301.90, 4.18417000, , 0, , 1, 40.2, 37.8, 51.9, 43.8
low-mutation-4, 10, 400, 10, 10, 16, 643.65, 7.49274776, 31, 0.577606000000003, 96847, 1, 64.5, 39.0, 35.0, 33.9
base-low-mutation-4, 10, 400, 10, 10, 16, 260.05, 4.01598747, , 0, , 1, 35.4, 33.9, 40.4, 38.2
low-mutation-4, 10, 400, 10, 10, 16, 464.66, 6.50518815, 40, 0.717258000000015, 121740, 1, 40.1, 38.8, 36.1, 35.9
base-low-mutation-4, 10, 400, 10, 10, 16, 224.75, 3.82901020, , 0, , 1, 36.6, 34.9, 34.8, 33.0
low-mutation-4, 10, 400, 10, 10, 16, 319.79, 6.01269892, 69, 0.293104000000028, 193439, 1, 35.9, 33.4, 33.0, 32.5
base-low-mutation-4, 10, 400, 10, 10, 16, 193.90, 3.71213901, , 0, , 1, 33.5, 33.4, 34.0, 33.4
low-mutation-4, 10, 400, 10, 10, 16, 313.36, 5.98941265, 68, 0.281348999999977, 191135, 1, 34.0, 33.0, 34.0, 33.0
base-low-mutation-4, 10, 400, 10, 10, 16, 340.06, 4.36867314, , 0, , 1, 37.9, 33.4, 46.4, 41.4
low-mutation-4, 10, 400, 10, 10, 16, 517.07, 6.43897615, 41, 0.405504000000008, 124369, 1, 41.2, 38.2, 48.1, 33.4
base-low-mutation-4, 10, 400, 10, 10, 16, 257.88, 4.03315308, , 0, , 1, 35.8, 33.4, 35.4, 33.0
low-mutation-4, 10, 400, 10, 10, 16, 540.14, 6.74709521, 43, 0.750752999999975, 129168, 1, 35.2, 33.0, 40.1, 38.8
base-low-mutation-4, 10, 400, 10, 10, 16, 196.85, 3.79920086, , 0, , 1, 37.9, 36.4, 36.6, 32.5
low-mutation-4, 10, 400, 10, 10, 16, 284.05, 5.96678672, 35, 0.834590999999989, 108054, 1, 35.4, 33.0, 35.4, 32.0
base-low-mutation-4, 10, 400, 10, 10, 16, 195.30, 3.74621394, , 0, , 1, 35.0, 32.5, 35.0, 33.0
low-mutation-4, 10, 400, 10, 10, 16, 295.46, 6.04892707, 57, 0.43824699999999, 164834, 1, 34.5, 33.0, 36.4, 33.0
base-low-mutation-4, 10, 400, 10, 10, 16, 191.46, 3.74198533, , 0, , 1, 35.9, 33.9, 35.0, 33.0
low-mutation-4, 10, 400, 10, 10, 16, 320.44, 6.14391674, 21, 1.95825400000001, 67658, 1, 35.0, 33.9, 35.0, 33.4
