work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 393.23, 5.22492819, , 0, , 2, 26.8, 26.8, 49.5, 46.8
no-alpha-mut-3, 10, 400, 10, 10, 16, 722.94, 7.69812118, 92, 0.00785799999999881, 248649, 1, 48.6, 45.0, 41.2, 37.2
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 276.20, 3.88466525, , 0, , 1, 42.2, 40.1, 34.2, 31.4
no-alpha-mut-3, 10, 400, 10, 10, 16, 450.29, 6.31143009, 90, 0.00371200000000727, 244240, 1, 33.0, 31.0, 38.9, 38.2
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 312.03, 4.09078295, , 0, , 1, 35.4, 33.5, 40.6, 36.4
no-alpha-mut-3, 10, 400, 10, 10, 16, 579.33, 6.92366776, 66, 0.0134630000000016, 189495, 1, 49.6, 40.6, 38.4, 36.4
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 310.36, 4.01544682, , 0, , 1, 34.9, 33.0, 35.2, 32.5
no-alpha-mut-3, 10, 400, 10, 10, 16, 557.58, 6.85717338, 116, 0.0049420000000282, 308053, 1, 36.9, 34.4, 36.9, 33.0
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 349.87, 4.27703139, , 0, , 1, 41.8, 33.5, 39.1, 35.9
no-alpha-mut-3, 10, 400, 10, 10, 16, 432.28, 5.71576594, 110, 0.00358799999997927, 293409, 1, 48.4, 36.6, 54.0, 36.4
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 333.87, 4.19281572, , 0, , 1, 43.8, 38.2, 38.9, 35.9
no-alpha-mut-3, 10, 400, 10, 10, 16, 502.92, 6.12973054, 108, 0.00212299999998322, 288688, 1, 41.2, 36.5, 41.8, 38.5
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 322.46, 4.16468550, , 0, , 1, 43.0, 38.8, 41.8, 40.1
no-alpha-mut-3, 10, 400, 10, 10, 16, 385.17, 5.53667262, 92, 0.0085030000000188, 252459, 1, 41.8, 39.8, 33.8, 31.8
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 309.52, 4.09599669, , 0, , 1, 33.5, 32.0, 43.2, 39.4
no-alpha-mut-3, 10, 400, 10, 10, 16, 504.20, 6.55992081, 53, 0.00815699999998287, 156271, 1, 57.1, 35.9, 40.4, 41.4
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 288.52, 3.92919237, , 0, , 1, 43.5, 40.1, 38.4, 35.6
no-alpha-mut-3, 10, 400, 10, 10, 16, 485.77, 6.44328930, 102, 0.00873500000000149, 271591, 1, 36.1, 34.0, 43.6, 43.2
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 406.46, 4.54632809, , 0, , 1, 47.6, 42.8, 43.2, 39.8
no-alpha-mut-3, 10, 400, 10, 10, 16, 595.35, 7.08724731, 71, 0.00604199999997945, 199594, 1, 44.5, 38.8, 54.5, 37.8
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 325.23, 4.14179471, , 0, , 1, 45.6, 39.8, 35.9, 33.0
no-alpha-mut-3, 10, 400, 10, 10, 16, 416.96, 6.11400605, 87, 0.00233500000001641, 238200, 1, 35.0, 33.5, 35.4, 33.0
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 263.66, 3.81159271, , 0, , 1, 46.4, 33.8, 52.4, 33.4
no-alpha-mut-3, 10, 400, 10, 10, 16, 493.14, 6.58416967, 40, 0.0240200000000073, 121208, 1, 37.6, 33.2, 41.2, 34.0
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 335.32, 4.21725428, , 0, , 1, 38.4, 33.4, 40.8, 44.6
no-alpha-mut-3, 10, 400, 10, 10, 16, 460.74, 6.40415558, 92, 0.011053000000004, 250477, 1, 45.0, 42.1, 41.5, 39.8
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 307.66, 4.07873565, , 0, , 1, 37.4, 35.4, 43.6, 40.1
no-alpha-mut-3, 10, 400, 10, 10, 16, 461.19, 6.39115136, 137, 0.00295899999997573, 354518, 1, 44.2, 39.2, 35.9, 33.0
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 247.55, 3.73094038, , 0, , 1, 35.0, 33.0, 34.8, 32.5
no-alpha-mut-3, 10, 400, 10, 10, 16, 477.43, 6.41958423, 78, 0.00604900000001862, 216847, 1, 34.0, 33.0, 40.8, 34.0
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 326.85, 4.09255912, , 0, , 1, 60.0, 34.0, 50.1, 37.8
no-alpha-mut-3, 10, 400, 10, 10, 16, 570.67, 6.82228819, 85, 0.00503500000002077, 234008, 1, 40.8, 35.9, 38.4, 36.1
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 368.27, 4.35537788, , 0, , 1, 39.8, 35.4, 39.4, 36.4
no-alpha-mut-3, 10, 400, 10, 10, 16, 486.19, 6.43856127, 67, 0.0246300000000019, 190190, 1, 38.9, 36.6, 36.9, 34.0
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 351.98, 4.29449692, , 0, , 1, 37.1, 34.5, 38.4, 35.9
no-alpha-mut-3, 10, 400, 10, 10, 16, 498.42, 6.46858665, 116, 0.00705900000002657, 306420, 1, 36.9, 35.6, 37.4, 35.4
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 279.15, 3.89827187, , 0, , 1, 35.9, 34.9, 39.1, 34.9
no-alpha-mut-3, 10, 400, 10, 10, 16, 404.60, 6.08490560, 54, 0.0564410000000066, 157859, 1, 35.9, 33.4, 53.1, 34.4
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 327.87, 4.20217490, , 0, , 1, 50.6, 34.6, 38.1, 34.0
no-alpha-mut-3, 10, 400, 10, 10, 16, 479.50, 6.06942858, 101, 0.00747899999998936, 271289, 1, 39.8, 35.4, 37.4, 34.4
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 322.81, 4.08541377, , 0, , 1, 36.4, 34.4, 38.9, 34.5
no-alpha-mut-3, 10, 400, 10, 10, 16, 509.39, 6.59043565, 94, 0.00587600000000066, 254040, 1, 54.4, 34.6, 35.9, 33.4
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 361.68, 4.32411877, , 0, , 1, 37.1, 33.5, 38.9, 36.4
no-alpha-mut-3, 10, 400, 10, 10, 16, 457.85, 6.31202131, 100, 0.00282099999998309, 267467, 1, 37.6, 35.4, 37.9, 35.4
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 307.38, 4.04887586, , 0, , 1, 34.0, 33.4, 45.8, 36.6
no-alpha-mut-3, 10, 400, 10, 10, 16, 565.12, 6.86407181, 86, 0.0091199999999958, 234377, 1, 48.4, 37.2, 56.5, 35.4
base-no-alpha-mut-3, 10, 400, 10, 10, 16, 316.31, 4.07850443, , 0, , 1, 43.0, 36.9, 39.4, 36.9
