work,dimension,population_size,max_gens,alpha,PKG,seconds,generations,diff_fitness,evaluations
base-cec-sandwich-v3, 10, 400, 10, 10, 317.13, 7.16254846, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 474.26, 9.89993028, 22, 5.694081, 81844
base-cec-sandwich-v3, 10, 400, 10, 10, 471.47, 7.90193077, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 543.25, 10.16353794, 22, 7.068984, 82067
base-cec-sandwich-v3, 10, 400, 10, 10, 417.05, 7.44933781, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 586.04, 10.37451725, 20, 6.66635600000001, 74597
base-cec-sandwich-v3, 10, 400, 10, 10, 445.82, 7.62013558, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 597.85, 10.33466732, 21, 8.434096, 78542
base-cec-sandwich-v3, 10, 400, 10, 10, 407.04, 7.34359475, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 605.54, 10.41907768, 18, 5.454605, 67096
base-cec-sandwich-v3, 10, 400, 10, 10, 413.32, 7.49419498, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 642.41, 10.66383517, 18, 7.003016, 67219
base-cec-sandwich-v3, 10, 400, 10, 10, 386.72, 7.39847741, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 515.79, 10.07676487, 30, 4.872474, 111495
base-cec-sandwich-v3, 10, 400, 10, 10, 425.80, 7.60778422, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 592.24, 10.34514339, 17, 3.998054, 63415
base-cec-sandwich-v3, 10, 400, 10, 10, 447.48, 7.57637200, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 595.74, 10.37113105, 37, 6.773827, 137312
base-cec-sandwich-v3, 10, 400, 10, 10, 436.57, 7.51326392, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 627.18, 10.61172350, 16, 5.558869, 59948
base-cec-sandwich-v3, 10, 400, 10, 10, 455.82, 7.63941883, , 0, 
cec-sandwich-v3, 10, 400, 10, 10, 620.42, 10.52466484, 20, 7.818708, 74471
