work,dimension,population_size,max_gens,alpha,RAM,PKG,seconds,generations,diff_fitness,evaluations,initial_temp
base-intel-3, 10, 400, 25, 10, 10.49, 113.62, 17.11782501, , 0, , 61.0
intel-3, 10, 400, 25, 10, 14.20, 155.10, 23.66334689, 66, 2.50243699999999, 244617, 59.0
base-intel-3, 10, 400, 25, 10, 9.81, 114.26, 17.01231707, , 0, , 59.0
intel-3, 10, 400, 25, 10, 14.05, 158.92, 23.69184539, 48, 3.91520400000002, 177957, 62.0
base-intel-3, 10, 400, 25, 10, 10.68, 111.42, 17.24510896, , 0, , 62.0
intel-3, 10, 400, 25, 10, 13.90, 153.86, 23.85656435, 36, 5.62947000000003, 133421, 61.0
base-intel-3, 10, 400, 25, 10, 16.27, 120.76, 18.89184938, , 0, , 62.0
intel-3, 10, 400, 25, 10, 38.60, 181.88, 30.93514787, 45, 3.78155500000003, 166867, 65.0
base-intel-3, 10, 400, 25, 10, 16.68, 118.78, 18.93172144, , 0, , 65.0
intel-3, 10, 400, 25, 10, 20.50, 163.42, 25.64843084, 58, 4.11454400000002, 214355, 60.0
base-intel-3, 10, 400, 25, 10, 14.71, 118.92, 18.46661931, , 0, , 65.0
intel-3, 10, 400, 25, 10, 38.00, 172.25, 30.46391346, 48, 4.546674, 177757, 62.0
base-intel-3, 10, 400, 25, 10, 41.25, 142.51, 25.72329941, , 0, , 64.0
intel-3, 10, 400, 25, 10, 35.42, 167.85, 29.64361171, 52, 2.93851899999999, 192890, 63.0
base-intel-3, 10, 400, 25, 10, 26.59, 125.79, 21.99530756, , 0, , 61.0
intel-3, 10, 400, 25, 10, 28.45, 168.83, 27.65164429, 67, 2.60825800000003, 247826, 60.0
base-intel-3, 10, 400, 25, 10, 19.71, 124.20, 19.90535698, , 0, , 60.0
intel-3, 10, 400, 25, 10, 36.39, 172.78, 29.67151716, 30, 3.62875500000001, 111312, 60.0
base-intel-3, 10, 400, 25, 10, 25.02, 121.85, 21.18562038, , 0, , 60.0
intel-3, 10, 400, 25, 10, 35.69, 176.01, 29.66064007, 69, 4.13963200000001, 255425, 63.0
base-intel-3, 10, 400, 25, 10, 22.53, 125.89, 20.55959486, , 0, , 62.0
intel-3, 10, 400, 25, 10, 28.67, 172.11, 27.80516059, 63, 3.31405000000001, 233099, 62.0
base-intel-3, 10, 400, 25, 10, 24.07, 124.73, 21.09000924, , 0, , 63.0
intel-3, 10, 400, 25, 10, 41.03, 172.69, 31.22916445, 46, 4.097354, 170542, 63.0
base-intel-3, 10, 400, 25, 10, 11.55, 115.56, 17.53388660, , 0, , 61.0
intel-3, 10, 400, 25, 10, 37.60, 175.65, 30.32918874, 30, 2.25129800000002, 111341, 61.0
base-intel-3, 10, 400, 25, 10, 25.00, 125.79, 21.26375116, , 0, , 60.0
intel-3, 10, 400, 25, 10, 39.26, 172.71, 30.77057597, 50, 3.77399300000002, 185218, 60.0
base-intel-3, 10, 400, 25, 10, 24.89, 122.32, 21.42869669, , 0, , 60.0
intel-3, 10, 400, 25, 10, 36.88, 170.85, 29.88094151, 29, 3.66363899999999, 107727, 62.0
base-intel-3, 10, 400, 25, 10, 16.42, 118.10, 18.77439619, , 0, , 59.0
base-intel-3, 10, 200, 10, 10, 23.48, 122.13, 20.84967598, , 0, , 62.0
intel-3, 10, 200, 10, 10, 36.46, 173.61, 29.58795142, 25, 4.10021799999998, 46545, 58.0
base-intel-3, 10, 200, 10, 10, 28.26, 128.39, 22.16199819, , 0, , 61.0
intel-3, 10, 200, 10, 10, 44.44, 175.69, 32.08733644, 30, 4.339226, 55789, 61.0
base-intel-3, 10, 200, 10, 10, 28.15, 128.80, 22.20640575, , 0, , 63.0
intel-3, 10, 200, 10, 10, 41.75, 180.36, 31.57079108, 43, 5.46056600000003, 79644, 62.0
base-intel-3, 10, 200, 10, 10, 29.00, 127.24, 22.54686539, , 0, , 63.0
intel-3, 10, 200, 10, 10, 40.54, 181.06, 31.50637303, 24, 2.365545, 44666, 62.0
base-intel-3, 10, 200, 10, 10, 25.04, 129.25, 22.07710461, , 0, , 61.0
intel-3, 10, 200, 10, 10, 26.44, 169.00, 27.54526785, 12, 3.12496299999998, 22542, 59.0
base-intel-3, 10, 200, 10, 10, 14.37, 117.47, 18.44033946, , 0, , 60.0
intel-3, 10, 200, 10, 10, 14.34, 158.95, 23.80863510, 19, 4.15335199999998, 35327, 58.0
base-intel-3, 10, 200, 10, 10, 10.92, 112.85, 17.49219466, , 0, , 60.0
intel-3, 10, 200, 10, 10, 13.72, 154.16, 23.42976378, 13, 4.11230999999998, 24385, 60.0
base-intel-3, 10, 200, 10, 10, 10.20, 113.78, 17.14986070, , 0, , 60.0
intel-3, 10, 200, 10, 10, 13.97, 158.72, 23.75639651, 38, 4.95308699999998, 70514, 62.0
base-intel-3, 10, 200, 10, 10, 13.32, 116.63, 18.58098529, , 0, , 61.0
intel-3, 10, 200, 10, 10, 15.47, 157.52, 24.76148429, 31, 4.77466900000002, 57463, 62.0
base-intel-3, 10, 200, 10, 10, 10.45, 113.93, 17.13503867, , 0, , 61.0
intel-3, 10, 200, 10, 10, 14.38, 155.22, 23.71694849, 18, 7.34592000000004, 33605, 60.0
base-intel-3, 10, 200, 10, 10, 10.45, 114.12, 17.17525787, , 0, , 61.0
intel-3, 10, 200, 10, 10, 13.57, 155.14, 23.35026282, 20, 6.707201, 37312, 60.0
base-intel-3, 10, 200, 10, 10, 10.32, 113.25, 17.24520034, , 0, , 60.0
intel-3, 10, 200, 10, 10, 13.57, 154.92, 23.55641117, 21, 7.84888100000001, 39217, 60.0
base-intel-3, 10, 200, 10, 10, 14.72, 120.23, 18.86511425, , 0, , 60.0
intel-3, 10, 200, 10, 10, 32.73, 185.74, 32.36963073, 13, 4.97017199999999, 24497, 63.0
base-intel-3, 10, 200, 10, 10, 13.27, 121.84, 19.82129065, , 0, , 61.0
intel-3, 10, 200, 10, 10, 21.60, 177.54, 33.27072913, 17, 5.394655, 31869, 63.0
base-intel-3, 10, 200, 10, 10, 27.23, 142.95, 24.28014084, , 0, , 60.0
intel-3, 10, 200, 10, 10, 21.22, 164.70, 26.74313548, 30, 6.38374600000003, 55632, 59.0
base-intel-3, 10, 200, 10, 10, 12.24, 116.12, 17.94912987, , 0, , 58.0
intel-3, 10, 200, 10, 10, 15.51, 155.43, 24.27648879, 18, 5.420231, 33723, 58.0
base-intel-3, 10, 200, 10, 10, 10.68, 111.62, 17.27588030, , 0, , 59.0
intel-3, 10, 200, 10, 10, 14.43, 155.42, 23.88222102, 21, 6.13670100000002, 39192, 58.0
base-intel-3, 10, 200, 10, 10, 12.74, 117.83, 18.27879822, , 0, , 59.0
intel-3, 10, 200, 10, 10, 17.29, 160.29, 25.07083631, 29, 5.893371, 53893, 60.0
base-intel-3, 10, 200, 10, 10, 28.78, 144.23, 24.71000764, , 0, , 60.0
intel-3, 10, 200, 10, 10, 16.25, 158.80, 24.68943664, 12, 7.433606, 22627, 62.0
base-intel-3, 10, 200, 10, 10, 13.10, 118.22, 18.09073453, , 0, , 62.0
intel-3, 10, 200, 10, 10, 35.37, 196.66, 34.34369095, 13, 6.90055599999999, 24509, 63.0
base-intel-3, 10, 200, 10, 10, 27.74, 123.45, 22.00105635, , 0, , 60.0
intel-3, 10, 200, 10, 10, 21.29, 162.51, 26.14061471, 22, 3.16372899999999, 40971, 60.0
base-intel-3, 10, 200, 10, 10, 29.76, 152.94, 25.24753894, , 0, , 59.0
intel-3, 10, 200, 10, 10, 20.61, 168.18, 26.02024125, 20, 5.45870000000002, 37218, 58.0
base-intel-3, 10, 200, 10, 10, 14.44, 120.03, 18.94529606, , 0, , 59.0
intel-3, 10, 200, 10, 10, 17.54, 160.95, 24.84809040, 16, 4.828777, 29812, 60.0
base-intel-3, 10, 200, 10, 10, 11.70, 113.43, 17.86770286, , 0, , 60.0
intel-3, 10, 200, 10, 10, 20.32, 165.30, 26.30393041, 12, 7.54886700000003, 22547, 61.0
base-intel-3, 10, 200, 10, 10, 12.01, 113.98, 17.71334991, , 0, , 62.0
intel-3, 10, 200, 10, 10, 24.77, 169.20, 27.73084765, 24, 4.86857800000001, 44743, 65.0
base-intel-3, 10, 200, 10, 10, 29.45, 148.38, 24.12937963, , 0, , 61.0
intel-3, 10, 200, 10, 10, 34.59, 203.11, 33.73227663, 31, 4.02110199999998, 57488, 65.0
base-intel-3, 10, 200, 10, 10, 31.40, 155.65, 26.08304934, , 0, , 62.0
intel-3, 10, 200, 10, 10, 30.90, 195.61, 31.24878209, 23, 4.75504100000001, 42861, 62.0
base-intel-3, 10, 200, 10, 10, 19.07, 142.89, 22.33646775, , 0, , 62.0
intel-3, 10, 200, 10, 10, 34.13, 207.03, 33.04007191, 16, 5.98079799999999, 29855, 61.0
base-intel-3, 10, 200, 10, 10, 22.03, 145.84, 23.97911373, , 0, , 63.0
intel-3, 10, 200, 10, 10, 32.23, 200.69, 33.34635750, 16, 4.28109799999999, 30095, 61.0
base-intel-3, 10, 200, 10, 10, 24.27, 147.01, 23.38533364, , 0, , 60.0
intel-3, 10, 200, 10, 10, 29.12, 184.12, 29.65896210, 17, 5.63294300000001, 31690, 61.0
base-intel-3, 10, 200, 10, 10, 14.66, 118.49, 19.08168486, , 0, , 60.0
base-intel-3, 10, 200, 25, 10, 10.84, 115.18, 17.50717575, , 0, , 60.0
intel-3, 10, 200, 25, 10, 16.33, 159.39, 24.55721053, 36, 3.75075500000003, 66894, 62.0
base-intel-3, 10, 200, 25, 10, 10.79, 114.75, 17.50972779, , 0, , 60.0
intel-3, 10, 200, 25, 10, 16.11, 159.19, 24.54492316, 48, 2.18703600000003, 88794, 63.0
base-intel-3, 10, 200, 25, 10, 11.85, 113.26, 17.83559542, , 0, , 62.0
intel-3, 10, 200, 25, 10, 16.34, 161.50, 24.95482618, 34, 5.94758899999999, 63036, 62.0
base-intel-3, 10, 200, 25, 10, 12.64, 118.64, 18.41457131, , 0, , 61.0
intel-3, 10, 200, 25, 10, 15.24, 158.58, 24.45969307, 68, 4.39328599999999, 125764, 62.0
base-intel-3, 10, 200, 25, 10, 11.41, 118.42, 17.90857171, , 0, , 62.0
intel-3, 10, 200, 25, 10, 14.84, 160.26, 24.34317451, 50, 4.52099700000002, 92654, 61.0
base-intel-3, 10, 200, 25, 10, 10.98, 116.76, 17.43869598, , 0, , 57.0
intel-3, 10, 200, 25, 10, 16.12, 156.84, 24.68865185, 59, 2.15108400000003, 109282, 58.0
base-intel-3, 10, 200, 25, 10, 18.02, 128.31, 20.37365147, , 0, , 60.0
intel-3, 10, 200, 25, 10, 40.37, 211.15, 35.43971227, 43, 5.15437200000002, 79537, 62.0
base-intel-3, 10, 200, 25, 10, 31.64, 157.06, 25.73340406, , 0, , 61.0
intel-3, 10, 200, 25, 10, 30.78, 187.99, 30.55540454, 32, 5.59152499999999, 59294, 65.0
base-intel-3, 10, 200, 25, 10, 12.69, 117.95, 18.18505618, , 0, , 62.0
intel-3, 10, 200, 25, 10, 29.32, 175.08, 28.44558101, 63, 3.459498, 116536, 63.0
base-intel-3, 10, 200, 25, 10, 24.53, 126.77, 21.24715053, , 0, , 61.0
intel-3, 10, 200, 25, 10, 22.48, 165.17, 26.78397924, 32, 5.71031900000003, 59298, 60.0
base-intel-3, 10, 200, 25, 10, 13.14, 115.04, 18.21169999, , 0, , 59.0
intel-3, 10, 200, 25, 10, 17.03, 157.02, 24.67275232, 47, 2.58862199999999, 87217, 59.0
base-intel-3, 10, 200, 25, 10, 11.61, 116.65, 17.64860907, , 0, , 60.0
intel-3, 10, 200, 25, 10, 16.04, 158.85, 24.41848998, 47, 2.882363, 86940, 60.0
base-intel-3, 10, 200, 25, 10, 11.87, 115.18, 17.74574202, , 0, , 60.0
intel-3, 10, 200, 25, 10, 14.18, 154.72, 23.89378940, 45, 3.89479399999999, 83373, 58.0
base-intel-3, 10, 200, 25, 10, 10.32, 115.03, 17.28105344, , 0, , 60.0
intel-3, 10, 200, 25, 10, 14.10, 156.93, 23.88757712, 45, 6.553181, 83372, 59.0
base-intel-3, 10, 200, 25, 10, 10.04, 116.11, 17.28832426, , 0, , 62.0
intel-3, 10, 200, 25, 10, 14.21, 158.15, 23.99891143, 80, 3.81690300000002, 148077, 62.0
base-intel-3, 10, 200, 25, 10, 11.27, 118.12, 17.59327260, , 0, , 63.0
intel-3, 10, 200, 25, 10, 13.95, 158.72, 23.83032049, 31, 3.07518700000003, 57464, 59.0
base-intel-3, 10, 200, 25, 10, 11.71, 112.10, 17.48954784, , 0, , 58.0
intel-3, 10, 200, 25, 10, 15.76, 156.29, 24.24524687, 68, 3.65982100000002, 125872, 59.0
base-intel-3, 10, 200, 25, 10, 10.16, 114.24, 17.26421912, , 0, , 62.0
intel-3, 10, 200, 25, 10, 17.21, 159.60, 24.72680682, 63, 3.54472900000002, 116794, 61.0
base-intel-3, 10, 200, 25, 10, 13.01, 112.61, 17.83055701, , 0, , 61.0
intel-3, 10, 200, 25, 10, 14.94, 159.95, 24.06283943, 29, 5.67573700000003, 53794, 61.0
base-intel-3, 10, 200, 25, 10, 12.84, 114.77, 17.83919657, , 0, , 63.0
intel-3, 10, 200, 25, 10, 16.34, 156.78, 24.24395959, 46, 3.95670000000001, 85299, 60.0
base-intel-3, 10, 200, 25, 10, 10.05, 115.00, 17.12292901, , 0, , 61.0
intel-3, 10, 200, 25, 10, 16.78, 158.75, 24.35425048, 54, 4.33190000000002, 99980, 59.0
base-intel-3, 10, 200, 25, 10, 11.20, 116.97, 17.25903356, , 0, , 60.0
intel-3, 10, 200, 25, 10, 16.82, 158.12, 24.44055252, 71, 4.91136699999998, 131130, 59.0
base-intel-3, 10, 200, 25, 10, 13.25, 118.14, 17.75261071, , 0, , 59.0
intel-3, 10, 200, 25, 10, 19.96, 162.54, 25.81020557, 50, 4.17654399999998, 92750, 58.0
base-intel-3, 10, 200, 25, 10, 11.78, 113.56, 17.60324703, , 0, , 61.0
intel-3, 10, 200, 25, 10, 17.94, 156.95, 24.62573317, 31, 3.04813300000001, 57510, 63.0
base-intel-3, 10, 200, 25, 10, 15.64, 119.38, 18.66781838, , 0, , 62.0
intel-3, 10, 200, 25, 10, 17.50, 161.39, 25.00322170, 39, 3.58420799999999, 72361, 61.0
base-intel-3, 10, 200, 25, 10, 11.28, 112.32, 17.74141377, , 0, , 65.0
intel-3, 10, 200, 25, 10, 16.89, 160.75, 24.76630918, 123, 4.48107199999998, 227013, 61.0
base-intel-3, 10, 200, 25, 10, 17.13, 130.29, 20.72823318, , 0, , 62.0
intel-3, 10, 200, 25, 10, 13.67, 155.13, 23.56467256, 53, 4.576911, 97950, 59.0
base-intel-3, 10, 200, 25, 10, 11.31, 118.74, 17.67598226, , 0, , 59.0
intel-3, 10, 200, 25, 10, 15.07, 156.96, 23.80594951, 29, 3.368967, 54006, 60.0
base-intel-3, 10, 200, 25, 10, 12.59, 113.97, 17.87993713, , 0, , 63.0
intel-3, 10, 200, 25, 10, 15.76, 159.70, 24.47935925, 70, 4.76574599999998, 129504, 63.0
base-intel-3, 10, 200, 25, 10, 13.67, 116.65, 17.84815831, , 0, , 64.0
intel-3, 10, 200, 25, 10, 18.17, 157.87, 24.62936680, 54, 3.71933899999999, 99980, 63.0
base-intel-3, 10, 200, 25, 10, 12.48, 115.12, 17.77281664, , 0, , 62.0
base-intel-3, 5, 400, 10, 10, 12.91, 113.94, 17.72945757, , 0, , 60.0
intel-3, 5, 400, 10, 10, 16.20, 157.65, 24.13603368, 19, 0.245046000000002, 71289, 58.0
base-intel-3, 5, 400, 10, 10, 15.95, 116.68, 18.43074888, , 0, , 58.0
intel-3, 5, 400, 10, 10, 20.64, 159.17, 25.03625837, 14, 0.149690000000021, 52812, 61.0
base-intel-3, 5, 400, 10, 10, 11.32, 113.45, 17.55755608, , 0, , 59.0
intel-3, 5, 400, 10, 10, 27.73, 164.47, 26.61000748, 16, 0.135321000000033, 60023, 60.0
base-intel-3, 5, 400, 10, 10, 18.79, 120.25, 19.25186261, , 0, , 60.0
intel-3, 5, 400, 10, 10, 21.59, 161.59, 25.22847454, 18, 0.0994180000000142, 67476, 58.0
base-intel-3, 5, 400, 10, 10, 18.06, 118.58, 18.83223944, , 0, , 60.0
intel-3, 5, 400, 10, 10, 31.43, 161.51, 26.84692775, 27, 0.0598610000000122, 100692, 59.0
base-intel-3, 5, 400, 10, 10, 20.58, 122.14, 19.34910297, , 0, , 60.0
intel-3, 5, 400, 10, 10, 17.73, 160.45, 25.08899088, 24, 0.0532259999999951, 89498, 60.0
base-intel-3, 5, 400, 10, 10, 18.89, 123.15, 19.82653182, , 0, , 62.0
intel-3, 5, 400, 10, 10, 28.78, 168.14, 28.24340266, 20, 0.0910559999999805, 74855, 60.0
base-intel-3, 5, 400, 10, 10, 15.81, 121.20, 19.00879169, , 0, , 59.0
intel-3, 5, 400, 10, 10, 15.84, 161.92, 24.82248349, 21, 0.21202199999999, 78684, 61.0
base-intel-3, 5, 400, 10, 10, 12.04, 114.29, 17.83842882, , 0, , 58.0
intel-3, 5, 400, 10, 10, 16.06, 155.79, 24.20245377, 14, 0.280769000000021, 52754, 59.0
base-intel-3, 5, 400, 10, 10, 12.58, 116.72, 17.98039522, , 0, , 60.0
intel-3, 5, 400, 10, 10, 15.60, 155.42, 24.13006110, 23, 0.0930420000000254, 85846, 59.0
base-intel-3, 5, 400, 10, 10, 12.26, 117.37, 18.00622820, , 0, , 60.0
intel-3, 5, 400, 10, 10, 16.15, 156.41, 24.54389939, 32, 0.169028000000026, 119416, 60.0
base-intel-3, 5, 400, 10, 10, 12.08, 114.82, 17.82517346, , 0, , 61.0
intel-3, 5, 400, 10, 10, 16.07, 154.43, 24.29220010, 16, 0.22330599999998, 60104, 60.0
base-intel-3, 5, 400, 10, 10, 14.55, 121.12, 18.63954579, , 0, , 62.0
intel-3, 5, 400, 10, 10, 17.33, 158.40, 24.54594265, 14, 0.276736000000028, 52624, 62.0
base-intel-3, 5, 400, 10, 10, 14.15, 115.78, 18.37938830, , 0, , 62.0
intel-3, 5, 400, 10, 10, 18.49, 163.68, 25.27552263, 34, 0.183228999999983, 126761, 61.0
base-intel-3, 5, 400, 10, 10, 12.89, 114.31, 17.91152623, , 0, , 59.0
intel-3, 5, 400, 10, 10, 15.68, 156.74, 24.27795175, 33, 0.140283000000011, 123130, 62.0
base-intel-3, 5, 400, 10, 10, 12.52, 113.91, 18.01060678, , 0, , 60.0
intel-3, 5, 400, 10, 10, 16.49, 155.28, 24.49335584, 15, 0.106706000000031, 56209, 61.0
base-intel-3, 5, 400, 10, 10, 13.33, 116.55, 18.20684110, , 0, , 60.0
