work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-gamma-upgrade-3, 10, 400, 10, 10, 16, 215.75, 4.37926515, , 0, , 1, 30.1, 29.1, 40.8, 37.8
gamma-upgrade-3, 10, 400, 10, 10, 16, 538.56, 8.59320316, 18, 14.982645, 59337, 1, 44.2, 40.6, 46.1, 42.1
base-gamma-upgrade-3, 10, 400, 10, 10, 16, 334.72, 4.76609749, , 0, , 2, 43.2, 46.6, 39.4, 40.4
gamma-upgrade-3, 10, 400, 10, 10, 16, 433.67, 8.09796717, 15, 19.09289, 49858, 1, 41.8, 41.4, 39.1, 34.1
base-gamma-upgrade-3, 10, 400, 10, 10, 16, 272.80, 4.52172858, , 0, , 1, 47.6, 34.4, 37.9, 34.6
gamma-upgrade-3, 10, 400, 10, 10, 16, 548.79, 8.53945575, 18, 15.375672, 59449, 1, 39.1, 33.9, 39.4, 33.8
base-gamma-upgrade-3, 10, 400, 10, 10, 16, 269.31, 4.53543172, , 0, , 1, 37.4, 34.0, 37.9, 34.9
gamma-upgrade-3, 10, 400, 10, 10, 16, 531.94, 8.53943476, 19, 14.938418, 62201, 1, 37.1, 34.4, 48.0, 36.1
base-gamma-upgrade-3, 10, 400, 10, 10, 16, 248.55, 4.37346100, , 0, , 1, 36.6, 34.9, 35.0, 32.5
gamma-upgrade-3, 10, 400, 10, 10, 16, 393.57, 7.97642105, 16, 11.107307, 52633, 1, 34.9, 32.5, 38.4, 32.0
base-gamma-upgrade-3, 10, 400, 10, 10, 16, 227.62, 4.30606616, , 0, , 1, 34.5, 32.0, 35.8, 35.1
gamma-upgrade-3, 10, 400, 10, 10, 16, 532.13, 8.57581227, 14, 12.82122, 46516, 1, 35.9, 34.4, 50.6, 34.4
base-gamma-upgrade-3, 10, 400, 10, 10, 16, 258.31, 4.41299513, , 0, , 1, 55.5, 34.4, 34.8, 33.0
gamma-upgrade-3, 10, 400, 10, 10, 16, 511.89, 8.47563306, 23, 10.694397, 74819, 1, 37.1, 33.4, 35.2, 31.0
base-gamma-upgrade-3, 10, 400, 10, 10, 16, 186.25, 4.19009098, , 0, , 1, 34.9, 32.0, 35.9, 31.5
