work,dimension,population_size,max_gens,alpha,steps,PKG,seconds,generations,diff_fitness,evaluations,die,initial_temp_1, initial_temp_2, final_temp_1, final_temp_2
base-v3, 3, 400, 10, 10, 16, 165.49, 3.83853913, , 0, , 1, 36.9, 34.9, 40.4, 37.2
v3, 3, 400, 10, 10, 16, 267.31, 5.67000735, 14, 0.492084999999975, 16727, 1, 42.0, 37.2, 43.8, 37.8
base-v3, 3, 400, 10, 10, 16, 180.67, 3.85849479, , 0, , 1, 52.9, 38.2, 42.5, 37.8
v3, 3, 400, 10, 10, 16, 294.43, 5.75996943, 15, 0.488291000000004, 18529, 1, 41.5, 37.8, 41.0, 38.2
base-v3, 3, 400, 10, 10, 16, 202.35, 3.89870993, , 0, , 1, 41.8, 37.8, 41.5, 37.8
v3, 3, 400, 10, 10, 16, 293.49, 5.80487631, 21, 0.31337400000001, 24799, 1, 40.8, 37.8, 43.6, 39.6
base-v3, 3, 400, 10, 10, 16, 206.37, 3.90118349, , 0, , 1, 42.0, 38.8, 67.4, 39.2
v3, 3, 400, 10, 10, 16, 263.45, 5.66850455, 15, 0.187258999999983, 17827, 1, 67.9, 39.2, 40.8, 37.8
base-v3, 3, 400, 10, 10, 16, 167.40, 3.80080139, , 0, , 1, 39.8, 37.2, 44.0, 38.2
v3, 3, 400, 10, 10, 16, 278.01, 5.75262719, 16, 0.478814, 19482, 1, 45.6, 38.2, 40.2, 38.2
base-v3, 3, 400, 10, 10, 16, 179.19, 3.81604861, , 0, , 1, 40.8, 38.2, 40.2, 38.2
v3, 3, 400, 10, 10, 16, 295.73, 5.78634266, 15, 0.470139000000017, 18199, 1, 41.0, 38.2, 42.8, 38.8
base-v3, 3, 400, 10, 10, 16, 204.58, 3.91864998, , 0, , 1, 42.2, 39.2, 41.2, 39.6
v3, 3, 400, 10, 10, 16, 294.73, 5.71531726, 16, 0.687052999999992, 19440, 1, 41.2, 39.2, 43.2, 38.8
base-v3, 3, 400, 10, 10, 16, 224.70, 3.94238491, , 0, , 2, 42.8, 45.6, 51.2, 41.1
v3, 3, 400, 10, 10, 16, 277.42, 5.67184675, 17, 0.363619999999969, 20179, 1, 55.8, 40.6, 41.2, 38.2
base-v3, 3, 400, 10, 10, 16, 190.85, 3.87640279, , 0, , 1, 40.8, 38.8, 43.6, 39.2
v3, 3, 400, 10, 10, 16, 268.36, 5.73412858, 20, 0.591099999999983, 23446, 1, 43.5, 39.2, 40.8, 37.8
base-v3, 3, 400, 10, 10, 16, 168.06, 3.79486310, , 0, , 1, 41.5, 38.8, 41.8, 38.8
v3, 3, 400, 10, 10, 16, 253.80, 5.62882000, 15, 0.393558999999982, 17910, 1, 41.8, 38.8, 41.0, 37.8
base-v3, 3, 400, 10, 10, 16, 193.93, 3.84533815, , 0, , 1, 41.5, 38.2, 60.0, 40.4
v3, 3, 400, 10, 10, 16, 379.48, 5.96363899, 14, 0.334081999999967, 16737, 1, 70.2, 40.1, 42.8, 40.1
base-v3, 3, 400, 10, 10, 16, 185.84, 3.82798205, , 0, , 1, 42.8, 40.4, 49.9, 59.4
v3, 3, 400, 10, 10, 16, 334.13, 5.77930510, 15, 1.16315399999996, 17932, 1, 43.0, 40.1, 44.2, 40.1
base-v3, 3, 400, 10, 10, 16, 209.22, 3.88445347, , 0, , 1, 43.6, 40.1, 47.5, 39.2
v3, 3, 400, 10, 10, 16, 295.38, 5.79109383, 16, 0.328180999999972, 18943, 1, 43.5, 39.6, 58.1, 40.1
base-v3, 3, 400, 10, 10, 16, 202.77, 3.89075324, , 0, , 1, 44.5, 40.4, 42.2, 40.4
v3, 3, 400, 10, 10, 16, 268.72, 5.70787797, 15, 0.456956999999989, 18023, 1, 42.2, 39.2, 45.5, 40.1
base-v3, 3, 400, 10, 10, 16, 292.22, 4.23187676, , 0, , 1, 42.5, 39.4, 44.1, 39.6
v3, 3, 400, 10, 10, 16, 342.73, 6.24692575, 16, 0.154822999999965, 19310, 1, 51.2, 40.1, 43.5, 40.6
base-v3, 3, 400, 10, 10, 16, 226.57, 3.97849905, , 0, , 2, 43.0, 47.5, 43.2, 42.1
v3, 3, 400, 10, 10, 16, 341.90, 5.95320867, 15, 0.382915999999966, 18027, 1, 46.2, 43.8, 44.2, 39.2
base-v3, 3, 400, 10, 10, 16, 226.69, 3.97718747, , 0, , 1, 44.0, 40.1, 42.8, 42.2
v3, 3, 400, 10, 10, 16, 254.14, 5.64336968, 15, 0.290169999999989, 17950, 1, 42.8, 40.6, 41.2, 38.2
base-v3, 3, 400, 10, 10, 16, 178.95, 3.80468210, , 0, , 1, 50.8, 45.6, 41.0, 39.2
v3, 3, 400, 10, 10, 16, 260.06, 5.71339648, 19, 0.21453600000001, 22468, 1, 41.0, 38.8, 41.0, 38.2
base-v3, 3, 400, 10, 10, 16, 167.61, 3.79787712, , 0, , 1, 41.5, 38.8, 47.1, 40.9
v3, 3, 400, 10, 10, 16, 243.34, 5.58265513, 19, 0.0454730000000154, 22533, 1, 42.8, 40.9, 42.2, 39.2
base-v3, 3, 400, 10, 10, 16, 188.12, 3.87021834, , 0, , 1, 41.5, 39.2, 42.2, 38.8
v3, 3, 400, 10, 10, 16, 268.70, 5.73326094, 16, 0.321926000000019, 19136, 1, 43.0, 38.8, 40.8, 38.8
base-v3, 3, 400, 10, 10, 16, 181.66, 3.82340157, , 0, , 1, 40.8, 38.8, 40.8, 39.6
v3, 3, 400, 10, 10, 16, 330.28, 5.95629058, 18, 0.472297999999967, 21458, 2, 41.0, 41.1, 42.2, 42.2
base-v3, 3, 400, 10, 10, 16, 221.48, 3.99356115, , 0, , 2, 43.6, 50.4, 41.8, 42.8
v3, 3, 400, 10, 10, 16, 296.72, 5.80600845, 16, 0.711269000000016, 19103, 1, 42.2, 42.1, 42.0, 42.8
base-v3, 3, 400, 10, 10, 16, 211.52, 3.93755698, , 0, , 1, 42.4, 40.9, 44.2, 39.2
v3, 3, 400, 10, 10, 16, 291.09, 5.73916423, 14, 0.677350999999987, 16670, 1, 45.0, 39.2, 42.2, 38.0
base-v3, 3, 400, 10, 10, 16, 180.63, 3.83829145, , 0, , 1, 40.8, 38.2, 41.5, 38.8
v3, 3, 400, 10, 10, 16, 266.22, 5.71915068, 17, 0.536588999999992, 20478, 1, 47.4, 38.8, 42.2, 38.8
base-v3, 3, 400, 10, 10, 16, 168.16, 3.81246336, , 0, , 1, 42.0, 39.2, 41.5, 39.6
v3, 3, 400, 10, 10, 16, 261.16, 5.70091224, 15, 0.689577999999983, 17956, 1, 43.6, 39.2, 44.1, 41.9
base-v3, 3, 400, 10, 10, 16, 199.79, 3.89107848, , 0, , 1, 43.2, 40.6, 48.9, 40.6
v3, 3, 400, 10, 10, 16, 283.99, 5.67563279, 16, 0.351530999999966, 19120, 1, 45.8, 40.6, 41.5, 39.2
base-v3, 3, 400, 10, 10, 16, 185.36, 3.82075934, , 0, , 1, 40.8, 39.2, 50.0, 40.1
v3, 3, 400, 10, 10, 16, 262.66, 5.71307967, 12, 0.212322999999969, 14531, 1, 42.0, 40.1, 42.0, 38.2
base-v3, 3, 400, 10, 10, 16, 176.79, 3.85478654, , 0, , 1, 41.5, 38.8, 41.5, 38.8
v3, 3, 400, 10, 10, 16, 278.63, 5.71743608, 17, 0.365584000000013, 20077, 1, 41.5, 38.8, 40.8, 39.2
base-v3, 3, 400, 10, 10, 16, 160.46, 3.77325012, , 0, , 1, 40.8, 39.2, 42.2, 38.8
v3, 3, 400, 10, 10, 16, 237.67, 5.58474241, 11, 0.490883999999994, 13422, 1, 42.8, 38.8, 41.8, 38.8
base-v3, 3, 400, 10, 10, 16, 166.19, 3.78439597, , 0, , 1, 41.5, 39.2, 41.8, 38.2
v3, 3, 400, 10, 10, 16, 250.82, 5.64099736, 17, 0.475479000000007, 20141, 1, 42.2, 37.8, 42.0, 39.6
base-v3, 3, 400, 10, 10, 16, 201.28, 3.94627195, , 0, , 2, 42.0, 42.8, 40.8, 40.6
base-v3, 3, 400, 10, 10, 64, 186.29, 3.83018605, , 0, , 1, 41.0, 40.1, 43.2, 39.2
v3, 3, 400, 10, 10, 64, 273.23, 5.74421825, 17, 0.510705999999971, 20116, 1, 42.2, 39.2, 42.2, 39.9
base-v3, 3, 400, 10, 10, 64, 159.71, 3.79509000, , 0, , 1, 46.2, 44.2, 43.2, 39.2
v3, 3, 400, 10, 10, 64, 264.69, 5.67017175, 17, 0.381822, 20507, 1, 41.8, 38.8, 49.9, 38.8
base-v3, 3, 400, 10, 10, 64, 169.07, 3.80644326, , 0, , 1, 44.5, 43.0, 40.2, 38.2
v3, 3, 400, 10, 10, 64, 243.13, 5.59452453, 17, 0.357718999999975, 20565, 1, 40.2, 38.8, 41.8, 38.8
base-v3, 3, 400, 10, 10, 64, 160.97, 3.77773533, , 0, , 1, 41.8, 39.2, 42.5, 68.6
v3, 3, 400, 10, 10, 64, 240.88, 5.59579206, 15, 0.59778, 17872, 1, 42.0, 39.6, 42.0, 38.2
base-v3, 3, 400, 10, 10, 64, 166.14, 3.77673288, , 0, , 1, 41.8, 39.2, 41.8, 38.8
v3, 3, 400, 10, 10, 64, 241.25, 5.57825750, 13, 0.310245000000009, 15858, 1, 41.8, 38.8, 40.8, 39.2
base-v3, 3, 400, 10, 10, 64, 160.36, 3.75636368, , 0, , 1, 40.8, 39.2, 41.0, 38.2
v3, 3, 400, 10, 10, 64, 236.61, 5.58427037, 17, 0.326250000000016, 20192, 1, 41.0, 38.8, 46.1, 38.2
base-v3, 3, 400, 10, 10, 64, 163.98, 3.76845605, , 0, , 1, 45.2, 38.8, 41.8, 38.2
v3, 3, 400, 10, 10, 64, 239.79, 5.64471655, 15, 0.715346000000011, 17912, 1, 40.8, 38.8, 42.0, 38.8
base-v3, 3, 400, 10, 10, 64, 160.89, 3.77559118, , 0, , 1, 41.5, 37.8, 42.0, 38.8
v3, 3, 400, 10, 10, 64, 256.07, 5.68086764, 18, 0.254020999999966, 21379, 1, 41.2, 39.2, 41.2, 39.0
base-v3, 3, 400, 10, 10, 64, 178.53, 3.80497096, , 0, , 1, 40.2, 38.8, 41.8, 41.9
v3, 3, 400, 10, 10, 64, 255.82, 5.68767220, 16, 0.490276999999992, 19359, 1, 40.6, 39.2, 42.0, 38.8
base-v3, 3, 400, 10, 10, 64, 217.93, 3.94999564, , 0, , 1, 41.2, 39.2, 43.6, 40.6
v3, 3, 400, 10, 10, 64, 265.51, 5.69692716, 12, 0.394635999999991, 14603, 1, 47.4, 40.6, 42.5, 38.8
base-v3, 3, 400, 10, 10, 64, 168.60, 3.81165060, , 0, , 1, 41.8, 38.8, 40.8, 38.2
v3, 3, 400, 10, 10, 64, 237.89, 5.59461173, 16, 1.03066100000001, 19045, 1, 41.2, 38.2, 42.5, 37.8
base-v3, 3, 400, 10, 10, 64, 173.20, 3.82613423, , 0, , 1, 41.8, 38.8, 41.2, 38.2
v3, 3, 400, 10, 10, 64, 278.12, 5.75124110, 17, 0.263736999999992, 20297, 1, 40.8, 38.8, 41.8, 39.6
base-v3, 3, 400, 10, 10, 64, 177.68, 3.80702876, , 0, , 1, 45.1, 39.2, 41.5, 39.2
v3, 3, 400, 10, 10, 64, 274.63, 5.79168046, 15, 0.865516000000014, 17972, 1, 41.5, 38.8, 46.9, 54.8
base-v3, 3, 400, 10, 10, 64, 183.84, 3.84797074, , 0, , 1, 47.6, 40.6, 41.8, 38.8
v3, 3, 400, 10, 10, 64, 251.71, 5.64412023, 14, 0.810627000000011, 16758, 1, 42.8, 38.8, 41.8, 38.2
base-v3, 3, 400, 10, 10, 64, 182.72, 3.82975189, , 0, , 1, 41.5, 38.8, 44.5, 38.8
v3, 3, 400, 10, 10, 64, 264.15, 5.64744953, 16, 0.358589999999992, 19056, 1, 42.0, 38.8, 41.5, 39.2
base-v3, 3, 400, 10, 10, 64, 162.17, 3.78257027, , 0, , 1, 40.8, 39.2, 42.5, 38.8
v3, 3, 400, 10, 10, 64, 279.89, 5.75167202, 15, 0.493337999999994, 18478, 1, 41.8, 39.2, 45.6, 39.6
base-v3, 3, 400, 10, 10, 64, 202.05, 3.89001033, , 0, , 1, 57.5, 39.6, 53.8, 46.4
